Spearman	Kendall	MutualInformation
0.60	0.33	1.39
0.88	0.71	2.08
0.86	0.71	1.95
0.71	0.42	2.30
0.31	0.24	2.48
0.69	0.57	2.08
0.60	0.44	3.00
0.75	0.62	1.95
0.77	0.56	2.71
0.57	0.43	2.71
0.77	0.65	2.77
0.93	0.81	1.95
0.72	0.54	2.94
0.72	0.56	2.30
-0.07	-0.14	1.95
0.78	0.64	3.74
0.76	0.59	2.56
0.57	0.43	1.95
0.59	0.45	3.22
0.37	0.24	3.26
-0.36	-0.14	1.95
0.08	0.11	2.20
0.46	0.33	1.95
0.40	0.33	1.39
0.72	0.52	2.71
1.00	1.00	1.10
0.90	0.80	1.61
0.40	0.33	1.39
0.80	0.67	1.39
0.50	0.33	1.10
1.00	1.00	0.69
0.46	0.27	2.40
1.00	1.00	1.10
1.00	1.00	1.10
0.26	0.20	1.79
0.35	0.33	2.20
0.66	0.46	2.83
0.83	0.73	1.79
0.83	0.68	2.71
0.45	0.39	2.48
0.78	0.61	2.48
0.31	0.29	2.08
1.00	1.00	1.61
0.90	0.80	1.61
0.50	0.33	1.10
0.80	0.67	1.39
0.61	0.45	2.40
0.69	0.48	2.48
1.00	1.00	0.69
0.60	0.40	1.61
-1.00	-1.00	0.69
0.51	0.38	3.33
0.00	0.00	1.39
0.83	0.69	2.30
-0.50	-0.40	1.61
0.32	0.24	2.40
0.36	0.24	1.95
0.70	0.60	1.61
0.77	0.60	1.79
0.83	0.73	1.79
0.70	0.60	1.61
0.79	0.59	3.33
0.38	0.29	2.08
0.78	0.56	2.56
0.50	0.33	1.10
0.40	0.40	1.61
0.37	0.33	1.79
0.37	0.33	1.79
0.50	0.33	1.10
0.65	0.47	2.30
0.20	0.07	1.79
0.74	0.61	3.30
0.55	0.42	2.40
0.58	0.42	3.14
0.29	0.24	1.95
0.80	0.60	1.61
0.40	0.33	1.39
0.43	0.33	1.79
1.00	1.00	0.69
1.00	1.00	1.10
0.26	0.14	2.08
0.55	0.38	2.30
0.18	0.07	2.30
0.77	0.60	1.79
0.50	0.33	1.10
-0.49	-0.33	1.79
1.00	1.00	1.10
0.50	0.33	1.10
0.55	0.42	2.48
0.68	0.56	2.20
0.50	0.33	1.10
-0.20	0.00	1.39
0.51	0.41	2.64
-1.00	-1.00	1.10
0.67	0.48	3.58
1.00	1.00	1.61
0.03	0.07	1.79
0.80	0.67	1.39
0.52	0.38	2.30
-0.33	-0.22	2.20
0.47	0.27	2.48
0.48	0.34	3.04
0.66	0.50	3.33
0.66	0.49	2.56
0.28	0.17	3.18
0.59	0.47	2.77
0.77	0.58	3.04
0.68	0.51	2.30
0.88	0.71	2.08
0.51	0.34	3.37
0.61	0.52	1.95
0.52	0.47	2.64
0.44	0.35	2.77
0.53	0.43	2.77
0.70	0.59	2.89
0.61	0.46	3.50
0.57	0.45	2.48
0.58	0.52	2.48
0.40	0.27	2.40
0.65	0.56	2.20
0.79	0.64	2.08
1.00	1.00	0.69
0.50	0.39	2.20
-1.00	-1.00	0.69
0.82	0.61	2.48
0.75	0.51	2.30
0.42	0.33	2.30
0.68	0.50	2.20
-0.50	-0.33	1.10
-1.00	-1.00	0.69
0.57	0.39	2.71
0.68	0.50	2.20
0.36	0.33	1.95
0.27	0.22	2.83
0.59	0.44	2.94
0.63	0.39	2.20
0.55	0.43	2.08
-0.08	-0.02	2.40
0.40	0.33	1.39
0.29	0.16	2.64
0.45	0.30	2.64
0.80	0.67	1.39
0.21	0.16	2.64
-0.50	-0.33	1.10
0.77	0.60	1.79
0.70	0.60	1.61
0.40	0.36	2.08
0.50	0.33	1.10
-1.00	-1.00	1.10
1.00	1.00	0.69
0.45	0.33	2.20
0.50	0.35	2.77
0.68	0.56	2.64
0.52	0.43	2.08
0.60	0.40	1.61
0.80	0.67	1.39
0.20	0.00	1.39
-0.30	-0.20	1.61
0.51	0.32	2.64
0.30	0.20	1.61
1.00	1.00	1.10
0.90	0.80	1.61
-0.54	-0.24	1.95
0.75	0.62	2.83
-0.19	-0.07	2.08
0.50	0.47	2.30
-0.09	-0.07	2.83
0.69	0.43	2.08
0.40	0.33	1.39
0.38	0.29	2.30
0.32	0.33	2.30
0.40	0.33	1.39
0.60	0.44	2.89
0.80	0.67	1.39
0.50	0.40	2.83
0.39	0.33	1.95
0.37	0.33	1.79
0.73	0.55	2.48
0.80	0.67	1.39
0.83	0.64	3.56
0.46	0.34	2.64
0.42	0.33	2.48
1.00	1.00	1.61
0.50	0.40	1.61
0.68	0.54	2.56
0.44	0.32	2.77
0.69	0.55	2.48
0.71	0.52	1.95
1.00	1.00	1.61
0.64	0.43	1.95
0.60	0.47	2.71
0.50	0.35	3.14
0.52	0.31	3.33
0.43	0.33	1.95
1.00	1.00	1.10
0.80	0.67	1.39
0.20	0.00	1.39
0.26	0.20	1.79
0.59	0.44	3.43
0.40	0.33	1.39
0.34	0.27	2.40
0.80	0.67	1.39
0.40	0.33	1.39
0.70	0.52	2.89
0.24	0.15	2.56
-0.60	-0.33	1.39
0.11	0.08	2.77
0.50	0.40	1.61
0.33	0.23	2.64
0.90	0.80	1.61
0.64	0.42	2.40
-0.10	0.00	1.61
0.88	0.72	2.20
0.48	0.41	2.71
0.60	0.40	1.61
0.28	0.20	2.30
0.64	0.50	2.08
0.79	0.64	2.40
0.37	0.31	2.40
0.82	0.67	2.20
0.06	0.00	2.48
0.65	0.54	3.04
0.76	0.56	2.71
0.46	0.35	3.85
0.66	0.52	3.22
0.43	0.31	3.30
0.36	0.27	2.48
0.29	0.14	1.95
0.09	-0.07	1.79
0.61	0.43	3.47
0.74	0.58	3.04
0.57	0.46	2.56
0.24	0.14	2.08
0.31	0.33	1.79
0.70	0.55	3.22
0.65	0.44	2.94
0.72	0.53	3.14
0.65	0.45	2.40
0.20	0.16	2.30
0.24	0.18	3.40
0.65	0.48	3.09
0.70	0.50	2.20
0.14	0.05	1.95
0.50	0.33	1.10
0.62	0.44	2.20
0.58	0.49	2.56
0.79	0.59	3.53
0.65	0.51	3.43
0.66	0.48	3.22
0.74	0.50	3.14
0.60	0.40	1.61
0.50	0.51	2.30
0.21	0.14	2.08
0.90	0.80	1.61
0.73	0.50	2.20
0.82	0.64	3.04
0.28	0.22	2.83
0.54	0.47	1.79
0.62	0.44	3.04
0.20	0.20	1.61
0.47	0.38	2.30
0.80	0.67	1.39
1.00	1.00	1.10
0.76	0.56	2.56
0.60	0.45	2.71
0.83	0.63	2.64
0.65	0.50	2.20
0.70	0.48	3.43
0.71	0.49	2.56
-0.29	-0.14	2.08
1.00	1.00	1.39
-1.00	-1.00	0.69
0.29	0.29	2.08
0.56	0.38	3.26
0.45	0.33	2.30
0.73	0.56	2.40
0.52	0.38	2.83
0.72	0.54	3.22
1.00	1.00	0.69
0.40	0.33	1.39
0.31	0.33	1.79
0.05	0.07	2.08
0.36	0.18	2.71
0.57	0.42	3.00
0.31	0.20	1.79
0.80	0.60	1.61
1.00	1.00	0.69
0.46	0.43	1.95
0.30	0.27	2.40
0.62	0.49	2.56
0.45	0.37	2.77
0.57	0.47	3.26
0.61	0.43	3.22
0.51	0.37	2.77
0.33	0.23	3.09
0.17	0.08	2.64
0.73	0.58	3.04
0.90	0.80	1.61
0.71	0.47	1.79
0.30	0.20	1.61
0.63	0.44	2.20
0.39	0.26	2.56
0.25	-0.05	1.95
0.51	0.45	2.40
0.00	0.00	1.39
0.80	0.67	1.39
0.12	0.10	2.56
0.34	0.25	3.26
0.93	0.86	2.08
0.77	0.60	1.79
0.16	0.10	2.71
0.56	0.38	2.94
0.89	0.81	1.95
0.69	0.50	2.08
0.89	0.75	2.77
0.49	0.36	3.37
0.80	0.59	3.18
0.65	0.52	3.30
0.60	0.45	2.64
-0.25	-0.24	1.95
0.77	0.60	1.79
0.55	0.43	2.08
0.55	0.39	2.94
0.71	0.52	1.95
0.63	0.45	2.40
0.80	0.60	1.61
0.30	0.20	1.61
0.65	0.56	2.20
0.00	0.00	1.61
0.40	0.33	1.39
0.61	0.44	3.00
1.00	1.00	0.69
0.28	0.18	2.71
0.00	0.00	1.39
0.20	0.00	1.39
0.14	0.07	2.08
0.59	0.42	2.40
1.00	1.00	0.69
0.60	0.36	2.08
0.46	0.27	2.40
1.00	1.00	0.69
0.50	0.36	2.08
0.63	0.45	3.14
0.68	0.50	2.94
0.86	0.71	1.95
0.53	0.36	2.64
0.40	0.33	2.77
0.60	0.47	1.79
0.40	0.33	1.39
-1.00	-1.00	0.69
0.79	0.61	3.64
0.62	0.49	3.43
0.85	0.68	3.00
0.50	0.37	2.71
0.90	0.80	1.61
0.22	0.28	2.20
0.62	0.43	2.08
0.43	0.32	2.94
0.64	0.55	2.48
-0.03	0.07	1.79
0.18	0.05	1.95
0.70	0.60	1.61
0.50	0.20	1.61
0.40	0.33	2.20
0.80	0.67	1.39
-0.50	-0.33	1.10
0.89	0.81	1.95
0.49	0.33	1.79
0.03	0.06	2.20
0.72	0.57	3.61
0.43	0.31	2.71
0.71	0.57	2.08
0.10	0.07	3.18
0.75	0.62	1.95
0.25	0.20	2.30
0.84	0.65	2.77
0.40	0.33	1.39
0.68	0.47	2.64
1.00	1.00	1.10
0.80	0.61	3.22
0.38	0.22	2.20
0.50	0.36	2.08
0.31	0.14	2.08
0.58	0.51	2.56
0.60	0.47	1.79
1.00	1.00	1.10
0.41	0.32	2.64
0.57	0.43	1.95
0.90	0.80	1.61
0.66	0.47	1.79
0.60	0.40	1.61
0.70	0.46	2.56
0.65	0.51	2.30
0.45	0.36	2.08
0.81	0.71	2.08
0.22	0.11	2.20
0.09	0.07	1.79
0.50	0.40	1.61
0.67	0.50	2.08
0.91	0.78	2.94
-1.00	-1.00	0.69
0.66	0.60	1.79
0.62	0.47	3.00
0.59	0.39	3.22
0.75	0.60	2.40
0.55	0.33	2.20
0.33	0.21	2.08
0.20	0.20	2.40
0.64	0.44	2.56
0.08	0.09	2.48
0.60	0.33	1.39
0.84	0.64	3.64
0.33	0.23	2.77
0.37	0.28	2.71
0.86	0.71	1.95
0.00	0.00	1.39
0.37	0.28	2.20
0.16	0.13	2.40
0.59	0.40	2.94
0.56	0.33	2.56
0.93	0.79	2.08
0.52	0.42	2.48
0.26	0.20	2.40
-0.17	-0.21	2.08
0.60	0.33	1.39
0.60	0.40	1.61
-0.30	-0.20	1.61
0.41	0.32	2.89
0.65	0.50	2.20
0.75	0.59	2.56
0.66	0.55	2.77
0.80	0.63	3.09
0.16	0.08	2.77
0.24	0.14	2.08
0.22	0.17	2.20
0.71	0.60	1.79
0.80	0.67	1.39
0.58	0.41	3.18
0.56	0.45	2.94
0.80	0.60	1.61
0.07	0.07	2.08
0.33	0.27	2.40
0.34	0.30	2.48
0.68	0.50	2.20
0.64	0.43	1.95
0.82	0.64	2.48
0.80	0.60	1.61
-0.52	-0.43	2.08
0.20	0.00	1.39
0.36	0.25	2.83
0.46	0.24	1.95
0.41	0.29	3.64
0.93	0.81	1.95
0.67	0.56	2.20
-0.30	-0.20	1.61
0.58	0.46	2.56
0.44	0.29	2.30
0.54	0.47	1.79
0.36	0.24	2.94
0.53	0.44	2.20
0.58	0.42	2.40
-0.37	-0.33	1.79
1.00	1.00	1.39
0.90	0.80	1.61
0.81	0.64	2.08
0.72	0.55	3.00
0.76	0.57	2.08
1.00	1.00	0.69
-0.50	-0.33	1.10
0.09	0.20	1.79
0.33	0.22	2.71
0.90	0.80	1.61
0.69	0.49	3.58
0.23	0.17	2.20
0.76	0.57	3.22
0.77	0.54	2.64
0.82	0.67	2.20
0.51	0.31	2.71
0.57	0.47	2.77
0.44	0.32	3.40
0.16	0.15	2.48
0.66	0.51	3.69
0.65	0.51	2.56
0.31	0.27	2.64
0.88	0.70	3.04
0.77	0.61	2.20
0.86	0.64	2.08
0.70	0.60	1.61
0.35	0.25	3.09
0.71	0.47	2.64
0.63	0.39	2.20
0.77	0.64	2.56
0.51	0.38	2.40
0.24	0.21	2.08
0.56	0.39	3.37
0.40	0.36	2.08
0.71	0.56	2.30
0.92	0.78	2.20
0.50	0.33	1.10
0.67	0.50	2.08
0.80	0.62	3.30
0.67	0.47	2.30
0.50	0.33	1.10
0.75	0.56	2.20
0.38	0.31	2.40
0.65	0.47	3.66
0.72	0.57	3.14
0.81	0.64	2.30
0.90	0.79	2.48
0.46	0.34	3.22
0.28	0.24	2.71
0.47	0.28	2.20
0.67	0.48	3.00
0.73	0.55	3.71
0.68	0.46	2.56
-1.00	-1.00	0.69
0.20	0.20	1.61
1.00	1.00	0.69
-0.21	-0.33	1.95
0.50	0.33	1.10
0.89	0.73	1.79
0.17	0.21	2.08
0.39	0.33	1.95
-1.00	-1.00	0.69
0.57	0.50	2.08
0.05	0.09	2.40
0.82	0.61	2.20
0.18	0.13	2.40
0.40	0.33	1.39
-1.00	-1.00	1.39
0.64	0.48	2.48
0.50	0.33	1.10
0.40	0.33	1.39
1.00	1.00	0.69
0.38	0.26	3.14
0.37	0.33	1.79
0.60	0.33	1.39
0.51	0.37	3.00
0.48	0.36	2.08
0.50	0.33	1.10
-0.50	-0.40	1.61
1.00	1.00	1.10
-0.03	-0.07	1.79
0.67	0.56	2.20
0.86	0.71	1.95
-0.14	-0.07	1.79
0.60	0.40	1.61
0.78	0.61	2.48
0.53	0.33	2.56
0.67	0.43	2.08
0.45	0.33	2.30
0.72	0.50	2.20
0.90	0.80	1.61
1.00	1.00	0.69
0.80	0.67	1.39
0.44	0.29	2.30
0.30	0.20	1.61
0.40	0.33	1.39
0.82	0.71	1.95
-1.00	-1.00	0.69
0.32	0.27	3.26
0.50	0.33	1.10
0.10	0.00	1.61
0.50	0.33	1.10
-1.00	-1.00	1.39
0.60	0.40	1.61
0.30	0.20	1.61
-0.40	-0.33	1.39
0.10	0.06	2.48
0.82	0.67	2.20
0.76	0.56	2.94
0.44	0.33	2.30
0.64	0.62	1.95
0.67	0.54	2.71
0.77	0.60	1.79
0.96	0.90	1.95
0.40	0.33	1.39
0.50	0.33	1.10
0.29	0.21	2.56
-0.80	-0.67	1.39
-0.08	-0.02	2.30
0.70	0.60	1.61
0.71	0.51	2.30
0.83	0.73	1.79
0.51	0.39	3.09
0.66	0.46	2.89
0.17	0.07	2.08
0.12	0.10	2.83
0.00	0.00	1.39
0.31	0.23	3.09
0.29	0.21	2.08
0.70	0.49	3.14
0.69	0.49	2.56
0.40	0.33	3.04
0.41	0.26	2.71
0.48	0.38	2.30
0.86	0.71	2.08
0.20	0.00	1.39
0.43	0.33	1.95
0.69	0.42	2.48
1.00	1.00	0.69
0.18	0.17	2.20
0.80	0.67	1.39
0.87	0.73	2.48
0.68	0.48	2.48
0.02	-0.02	2.30
0.45	0.24	2.40
0.64	0.43	2.08
0.86	0.71	1.95
1.00	1.00	0.69
0.65	0.53	2.40
0.64	0.48	2.77
0.94	0.87	1.79
0.40	0.33	2.48
0.50	0.33	1.10
-0.07	-0.07	2.08
0.20	0.07	1.79
0.52	0.38	2.56
0.64	0.52	1.95
0.70	0.60	1.61
1.00	1.00	1.39
0.14	0.20	1.79
0.79	0.62	1.95
0.52	0.42	3.00
0.79	0.65	2.77
0.75	0.55	3.09
0.49	0.33	1.79
0.53	0.37	3.00
0.60	0.33	1.39
1.00	1.00	1.10
0.29	0.21	2.08
0.80	0.67	1.39
1.00	1.00	0.69
0.50	0.33	1.10
0.50	0.33	1.10
-0.40	-0.40	1.61
-0.89	-0.73	1.79
0.30	0.20	1.61
0.21	0.14	1.95
0.49	0.33	2.30
0.27	0.21	2.48
-0.26	-0.14	2.08
0.60	0.40	1.61
1.00	1.00	1.10
0.43	0.33	1.79
1.00	1.00	1.39
0.64	0.43	1.95
0.71	0.52	1.95
0.47	0.31	2.83
0.08	0.08	2.56
0.12	0.07	2.08
0.75	0.64	2.40
0.70	0.50	2.20
0.29	0.22	2.89
0.26	0.26	2.94
0.44	0.32	2.83
0.57	0.43	3.43
0.55	0.41	3.78
0.42	0.28	2.20
0.52	0.40	2.89
0.40	0.33	1.39
0.40	0.33	1.39
0.80	0.67	1.39
0.00	0.00	1.39
0.12	0.14	2.08
0.58	0.40	2.77
-0.50	-0.33	1.10
0.66	0.50	3.09
0.46	0.36	2.94
0.68	0.52	1.95
0.80	0.67	1.39
0.85	0.67	2.20
-1.00	-1.00	0.69
0.60	0.40	1.61
0.75	0.62	1.95
1.00	1.00	0.69
0.50	0.33	1.10
0.20	0.00	1.39
0.50	0.33	1.10
0.64	0.45	2.40
1.00	1.00	0.69
1.00	1.00	0.69
0.64	0.46	2.89
0.38	0.14	2.08
0.50	0.33	1.10
1.00	1.00	1.10
-1.00	-1.00	0.69
0.88	0.75	2.40
0.62	0.45	2.48
0.00	0.00	1.39
0.60	0.33	1.39
0.60	0.33	1.39
-1.00	-1.00	0.69
1.00	1.00	0.69
0.90	0.80	1.61
0.54	0.42	3.00
-0.37	-0.33	1.79
0.59	0.46	2.56
0.12	0.15	2.56
0.60	0.40	1.61
0.60	0.45	2.71
-0.10	0.00	1.61
0.25	0.13	2.40
0.00	0.00	1.39
0.72	0.50	2.20
0.75	0.53	2.94
0.80	0.60	1.61
0.50	0.40	1.61
-0.20	0.00	1.39
0.00	-0.05	1.95
0.69	0.43	2.08
0.42	0.33	2.20
0.86	0.71	2.40
0.00	0.00	1.39
0.00	0.05	1.95
0.68	0.56	2.56
1.00	1.00	1.39
0.76	0.55	2.48
0.62	0.45	2.71
-1.00	-1.00	0.69
0.79	0.71	1.95
1.00	1.00	1.10
0.65	0.39	2.48
0.84	0.66	2.83
0.53	0.39	2.71
0.46	0.32	2.94
0.49	0.33	1.79
0.60	0.50	2.08
0.25	0.20	2.40
0.61	0.42	2.30
0.88	0.77	2.71
1.00	1.00	1.61
0.80	0.60	1.61
0.36	0.22	2.77
0.46	0.35	2.71
-1.00	-1.00	1.10
0.03	0.03	2.94
0.45	0.32	3.09
0.44	0.33	3.58
0.52	0.37	2.71
0.54	0.43	1.95
-0.50	-0.33	1.10
0.73	0.56	2.30
0.89	0.81	1.95
0.49	0.24	2.48
0.73	0.56	2.89
0.74	0.51	3.09
0.75	0.56	2.30
0.53	0.37	3.09
0.57	0.50	2.08
0.75	0.56	2.20
0.60	0.40	1.61
0.59	0.42	2.40
0.31	0.33	1.79
0.70	0.50	2.20
0.77	0.58	2.48
1.00	1.00	1.10
0.86	0.79	2.08
0.94	0.87	1.79
0.86	0.71	1.95
0.71	0.47	2.71
0.54	0.47	1.79
0.50	0.33	1.10
0.79	0.63	2.83
0.96	0.90	1.95
0.82	0.67	2.20
0.48	0.36	2.08
0.57	0.36	2.48
0.34	0.24	2.48
0.79	0.62	1.95
0.26	0.20	1.79
0.50	0.33	1.10
1.00	1.00	0.69
0.30	0.20	1.61
0.83	0.73	1.79
0.45	0.29	2.30
0.50	0.37	2.77
0.71	0.49	2.71
0.71	0.52	2.64
0.77	0.56	2.30
0.67	0.56	2.30
0.52	0.37	2.71
1.00	1.00	1.10
0.77	0.60	2.30
0.80	0.67	1.39
0.58	0.47	2.30
0.82	0.62	1.95
0.08	0.06	2.20
0.25	0.16	2.40
0.66	0.50	3.43
-0.10	0.00	1.61
0.38	0.27	2.64
0.90	0.78	2.20
0.50	0.35	2.83
0.43	0.37	2.71
-0.40	-0.40	1.61
0.75	0.54	2.89
0.78	0.58	3.04
0.44	0.33	2.30
0.57	0.44	2.20
0.78	0.57	3.26
0.58	0.42	2.40
0.77	0.57	3.42
0.86	0.70	2.94
0.76	0.54	3.26
0.62	0.52	2.48
0.77	0.60	1.79
0.93	0.78	2.30
1.00	1.00	1.39
1.00	1.00	0.69
0.69	0.49	2.89
0.74	0.53	2.83
-0.20	-0.20	1.79
-0.09	-0.11	2.30
-1.00	-1.00	1.10
0.78	0.63	2.64
0.67	0.50	2.08
0.40	0.26	2.56
0.94	0.87	1.79
0.30	0.20	1.61
0.72	0.55	3.33
0.74	0.53	3.58
0.80	0.67	1.39
0.33	0.26	2.71
0.86	0.74	2.64
0.57	0.40	3.53
0.60	0.43	3.58
0.83	0.67	2.20
0.30	0.20	1.61
0.88	0.72	2.56
0.74	0.56	3.04
0.79	0.56	2.71
0.76	0.56	2.83
0.90	0.73	2.30
0.75	0.54	2.64
0.32	0.24	1.95
0.50	0.40	1.61
1.00	1.00	1.10
0.72	0.52	3.09
-0.58	-0.42	2.30
0.66	0.47	2.30
0.90	0.72	2.56
1.00	1.00	1.10
0.38	0.28	2.20
0.71	0.54	2.83
1.00	1.00	1.10
-1.00	-1.00	0.69
0.65	0.43	2.94
0.64	0.46	3.04
0.45	0.38	2.40
0.89	0.81	1.95
1.00	1.00	1.39
0.36	0.14	1.95
0.81	0.64	2.08
0.10	0.00	1.61
0.30	0.20	1.61
0.71	0.53	2.40
0.30	0.20	1.61
0.57	0.40	3.64
0.47	0.30	2.64
-0.37	-0.33	1.79
0.78	0.61	2.89
-0.14	-0.20	1.79
0.57	0.50	2.08
-0.50	-0.33	1.10
0.05	0.03	2.48
0.41	0.36	2.48
0.77	0.60	1.79
0.63	0.47	3.04
0.40	0.33	1.39
0.90	0.80	1.61
0.80	0.60	3.14
0.60	0.47	1.79
0.50	0.33	1.10
0.64	0.54	2.89
0.60	0.40	1.61
0.89	0.73	1.79
0.40	0.33	1.39
0.12	0.07	2.30
0.86	0.71	2.08
0.80	0.60	1.61
nan	nan	0.00
0.89	0.71	1.95
0.37	0.33	1.79
0.20	0.00	1.39
0.64	0.43	1.95
0.38	0.28	3.22
0.60	0.47	1.79
0.71	0.52	1.95
0.40	0.33	1.39
0.59	0.38	2.40
0.89	0.73	1.79
0.65	0.39	2.20
0.40	0.21	2.08
0.23	0.22	2.77
0.74	0.57	2.94
0.42	0.28	2.77
0.65	0.45	3.09
0.58	0.47	2.30
0.30	0.20	1.61
-0.10	0.00	1.61
0.57	0.36	3.00
1.00	1.00	0.69
1.00	1.00	0.69
0.75	0.56	2.20
0.76	0.57	2.08
0.87	0.72	2.20
0.38	0.28	2.20
0.80	0.67	1.39
-0.80	-0.67	1.39
0.89	0.78	2.30
0.75	0.62	1.95
0.57	0.47	2.64
0.80	0.67	1.39
0.66	0.47	2.64
-1.00	-1.00	1.39
0.80	0.60	1.61
0.84	0.69	2.30
0.71	0.53	3.22
0.43	0.27	2.40
0.70	0.57	2.83
0.40	0.40	1.61
-0.40	-0.33	1.39
1.00	1.00	1.10
0.08	0.12	2.48
0.50	0.33	1.10
0.78	0.67	2.20
0.32	0.22	2.20
0.67	0.56	2.20
0.75	0.60	2.30
-0.55	-0.39	2.20
-0.50	-0.33	1.10
0.43	0.28	2.56
0.70	0.60	1.61
1.00	1.00	0.69
0.50	0.44	2.20
0.80	0.67	1.39
0.48	0.36	2.94
0.20	0.22	2.20
0.74	0.59	2.83
0.53	0.38	3.14
0.54	0.47	1.79
0.63	0.47	2.77
0.71	0.42	2.48
0.77	0.58	2.94
0.40	0.21	2.08
0.62	0.48	2.48
0.40	0.33	1.39
0.70	0.54	2.56
0.48	0.44	2.20
0.49	0.35	3.04
0.25	0.22	2.20
1.00	1.00	0.69
0.42	0.34	3.04
0.54	0.42	2.30
0.14	0.07	1.79
0.76	0.59	2.56
0.31	0.24	2.30
0.20	0.20	1.61
0.50	0.33	1.95
0.89	0.73	1.79
0.26	0.18	3.00
0.20	0.20	1.61
0.80	0.60	1.61
0.44	0.33	2.89
0.18	0.13	2.56
0.33	0.39	2.20
0.29	0.14	2.08
0.00	0.00	1.39
0.45	0.39	2.48
0.64	0.46	2.94
0.66	0.47	1.79
0.67	0.43	2.08
0.18	0.05	1.95
0.65	0.51	2.30
0.77	0.60	1.79
0.58	0.41	3.58
0.29	0.20	2.71
0.72	0.50	2.71
0.49	0.37	3.22
0.33	0.29	2.08
0.62	0.42	2.30
0.90	0.79	2.08
0.17	0.06	2.48
0.48	0.30	2.48
1.00	1.00	0.69
0.73	0.56	2.30
0.16	0.12	2.89
0.67	0.50	2.08
-1.00	-1.00	0.69
0.66	0.49	2.64
-0.05	0.00	2.08
0.75	0.54	2.71
0.48	0.36	2.08
0.20	0.20	1.79
-1.00	-1.00	1.10
0.71	0.52	2.71
0.55	0.43	2.08
0.56	0.42	2.30
0.71	0.62	1.95
0.40	0.26	2.83
0.85	0.71	2.40
0.70	0.60	1.61
0.60	0.47	1.79
0.70	0.60	1.61
0.49	0.33	2.77
0.64	0.47	2.77
0.71	0.57	2.08
-1.00	-1.00	0.69
0.40	0.33	1.39
0.50	0.33	1.10
0.48	0.33	2.30
1.00	1.00	0.69
0.57	0.43	1.95
-0.80	-0.67	1.39
0.44	0.31	2.40
0.25	0.14	1.95
0.83	0.73	1.79
0.00	-0.20	1.61
0.80	0.62	2.56
0.37	0.31	2.40
0.80	0.65	2.89
-0.60	-0.43	2.08
-0.03	-0.07	1.79
0.70	0.60	1.61
0.69	0.52	2.77
0.26	0.20	1.79
1.00	1.00	0.69
0.60	0.40	1.61
0.30	0.21	2.56
