Spearman	Kendall	MutualInformation
0.22	0.13	2.40
0.23	0.16	2.71
0.41	0.26	3.43
-0.38	-0.29	2.08
0.44	0.35	2.83
0.23	0.21	3.22
0.41	0.30	2.77
0.62	0.50	2.08
-0.16	-0.09	3.14
0.61	0.49	3.30
0.50	0.34	3.00
-0.08	-0.02	3.30
0.11	0.08	2.89
0.61	0.46	3.26
0.57	0.43	2.08
0.35	0.39	2.20
-0.15	-0.10	2.64
0.21	0.16	3.00
0.22	0.15	2.56
0.71	0.49	2.64
0.44	0.31	3.00
0.21	0.14	1.95
-0.07	-0.06	4.13
-0.15	-0.11	3.58
0.27	0.19	3.33
0.20	0.15	2.48
0.02	0.02	3.87
0.10	0.07	2.08
0.10	0.12	3.76
0.64	0.52	2.48
0.77	0.60	1.79
0.30	0.19	4.01
0.20	0.20	1.61
0.10	0.08	2.64
0.23	0.18	3.09
-0.01	0.02	3.18
0.06	0.03	2.83
0.17	0.17	3.00
0.03	-0.02	2.40
0.29	0.18	2.77
0.20	0.20	1.79
0.06	0.06	3.30
-0.14	-0.08	3.30
0.65	0.50	2.20
0.43	0.28	2.20
0.38	0.25	2.89
-0.04	-0.07	2.30
0.20	0.22	2.89
-0.45	-0.28	2.89
-0.10	-0.09	2.48
0.59	0.45	2.71
0.00	0.01	3.00
0.42	0.25	2.64
0.51	0.37	3.04
0.12	0.13	2.56
0.04	0.01	2.64
-0.22	-0.14	3.14
0.57	0.43	1.95
0.46	0.45	2.40
0.69	0.52	2.71
0.02	-0.03	2.89
0.31	0.21	2.08
0.21	0.17	3.04
0.42	0.32	2.77
0.55	0.38	3.93
0.26	0.19	2.89
-0.09	-0.05	2.56
0.26	0.20	3.30
0.17	0.12	2.48
0.62	0.50	2.08
0.09	0.07	1.79
0.24	0.16	2.71
0.40	0.31	3.33
0.32	0.17	2.20
0.25	0.17	3.76
-0.07	-0.06	2.83
0.43	0.31	2.71
0.04	0.04	3.26
0.68	0.52	2.48
0.16	0.19	2.64
0.48	0.35	3.47
0.11	0.06	3.33
0.16	0.11	3.40
0.28	0.19	3.14
-0.09	-0.06	3.04
0.40	0.27	2.77
0.27	0.19	3.14
0.16	0.10	3.14
0.27	0.20	3.37
0.20	0.14	3.04
0.07	0.03	2.64
0.12	0.04	3.04
0.27	0.20	3.30
0.56	0.42	2.48
0.33	0.24	3.33
0.12	0.11	3.69
0.53	0.44	2.56
0.47	0.33	2.89
0.39	0.28	3.47
0.47	0.32	3.66
0.05	0.03	3.40
0.38	0.29	2.94
0.10	0.08	3.69
0.22	0.19	2.64
0.24	0.18	2.77
0.50	0.31	3.22
0.04	0.04	3.99
0.31	0.21	3.26
0.18	0.14	3.18
0.30	0.24	3.09
0.04	0.00	2.77
0.20	0.09	2.40
0.14	0.10	3.43
0.09	0.11	2.94
0.40	0.28	2.83
0.38	0.28	3.14
0.04	0.05	2.89
0.32	0.24	1.95
0.06	0.03	3.56
0.36	0.31	2.56
0.45	0.30	3.47
0.33	0.23	3.50
0.54	0.38	2.30
-0.04	-0.01	2.83
0.31	0.23	3.37
0.60	0.47	1.79
0.10	0.08	3.14
0.54	0.33	2.30
0.30	0.20	1.61
0.30	0.23	2.56
-0.10	-0.06	3.58
0.14	0.13	2.56
0.23	0.10	2.64
0.27	0.19	3.33
-0.09	-0.07	2.71
0.68	0.51	2.30
0.07	0.11	3.00
-0.21	-0.15	2.48
0.03	-0.07	1.79
0.26	0.19	3.87
0.71	0.47	1.79
0.29	0.19	3.47
0.30	0.23	2.94
0.37	0.31	2.83
-0.19	-0.10	2.56
0.31	0.22	3.09
0.63	0.44	2.83
0.12	0.09	3.22
0.39	0.28	3.08
-0.00	-0.05	2.71
0.24	0.18	2.83
0.14	0.08	3.52
0.53	0.39	2.20
0.16	0.10	2.77
0.20	0.13	2.77
0.50	0.39	3.22
-0.19	-0.11	2.89
0.46	0.30	3.47
0.20	0.15	2.89
0.25	0.18	2.56
0.30	0.22	2.77
0.07	0.05	3.30
0.26	0.20	3.04
0.75	0.67	2.20
-0.02	-0.01	2.64
0.20	0.15	3.47
0.67	0.56	2.20
0.38	0.26	2.83
0.09	0.01	3.00
0.31	0.21	2.56
0.28	0.17	3.58
0.42	0.31	3.00
0.08	0.05	3.87
0.43	0.20	1.79
-0.11	-0.07	3.33
-0.12	-0.09	3.18
-0.13	-0.10	2.89
0.42	0.31	2.56
0.42	0.30	3.22
0.28	0.17	3.30
0.37	0.33	1.79
0.14	0.07	1.79
0.08	0.09	3.22
0.19	0.14	3.95
0.18	0.11	3.22
0.30	0.23	3.30
0.42	0.29	2.30
0.05	0.07	2.08
0.39	0.28	2.71
0.31	0.24	2.30
0.40	0.28	2.56
0.36	0.30	2.71
-0.43	-0.31	3.00
0.79	0.64	2.48
-0.17	-0.12	2.83
0.53	0.40	3.00
0.42	0.33	3.28
-0.04	-0.03	2.56
0.29	0.24	2.48
0.12	0.08	3.50
-0.14	-0.11	3.50
-0.22	-0.15	2.48
0.26	0.17	3.76
0.36	0.25	3.22
0.04	0.02	3.26
0.40	0.28	3.26
0.37	0.18	3.09
0.05	0.05	3.50
0.43	0.30	3.40
0.50	0.39	2.48
0.31	0.26	2.56
0.56	0.39	2.48
0.64	0.50	2.83
-0.02	0.02	2.40
-0.14	-0.07	1.79
0.24	0.21	3.00
0.22	0.16	3.50
0.53	0.36	2.56
0.24	0.17	3.43
0.17	0.08	3.26
0.04	0.07	2.71
0.63	0.50	2.20
-0.05	-0.04	3.04
0.22	0.13	3.22
-0.09	-0.01	2.83
-0.10	-0.01	2.83
0.34	0.25	3.30
0.85	0.74	2.64
0.40	0.30	3.37
0.60	0.45	3.26
0.37	0.24	2.71
0.24	0.19	2.64
0.94	0.87	1.79
-0.10	0.00	2.20
0.27	0.20	3.09
0.70	0.59	2.56
0.32	0.22	2.83
0.47	0.39	2.20
-1.00	-1.00	0.69
0.73	0.56	2.20
-0.27	-0.24	2.71
0.50	0.33	1.10
0.41	0.30	2.48
0.64	0.43	1.95
-0.17	-0.07	3.14
1.00	1.00	0.69
0.56	0.40	3.00
0.30	0.26	3.04
0.00	0.07	2.08
-0.21	-0.14	1.95
0.19	0.16	2.89
0.26	0.18	3.09
0.90	0.79	2.08
0.16	0.11	3.09
0.49	0.33	3.43
0.08	0.08	2.56
0.39	0.31	3.22
0.36	0.23	2.89
-0.05	-0.07	2.83
0.55	0.39	2.48
0.80	0.60	1.61
0.01	-0.03	2.48
0.15	0.08	3.47
0.50	0.33	1.10
0.61	0.45	3.00
0.37	0.26	2.56
0.23	0.17	2.77
0.14	0.24	1.95
0.50	0.40	1.61
-0.11	-0.02	2.40
0.85	0.70	2.48
0.38	0.25	2.77
0.34	0.26	3.33
0.68	0.52	1.95
0.20	0.14	2.89
-0.14	-0.06	2.48
0.37	0.24	3.00
0.35	0.24	2.40
0.92	0.78	2.30
0.34	0.26	3.04
0.49	0.33	2.48
0.54	0.32	2.64
0.44	0.33	2.30
0.30	0.22	3.37
0.35	0.27	2.94
0.67	0.50	2.20
0.42	0.30	2.64
0.26	0.19	3.30
-0.05	-0.01	3.00
0.27	0.24	2.30
0.72	0.56	2.20
0.46	0.31	3.14
0.72	0.56	2.20
-0.19	-0.14	3.22
0.09	-0.01	2.64
0.52	0.34	3.22
-0.13	-0.05	3.14
0.12	0.14	3.00
0.41	0.30	3.09
0.70	0.60	1.61
0.36	0.26	3.37
-0.24	-0.14	3.37
0.32	0.24	1.95
0.54	0.38	2.64
0.43	0.31	2.56
0.48	0.32	3.09
0.23	0.16	2.40
0.37	0.26	3.30
0.16	0.16	2.64
-0.17	-0.12	3.04
-0.15	-0.11	2.89
0.39	0.31	2.40
0.22	0.18	3.76
0.16	0.10	2.71
0.32	0.21	3.43
0.25	0.16	3.40
0.24	0.14	3.40
0.49	0.29	2.30
0.37	0.26	3.09
0.23	0.17	3.43
0.24	0.19	3.37
0.34	0.24	3.37
0.83	0.73	1.79
-0.12	-0.09	3.18
-0.13	-0.09	2.48
0.26	0.13	3.04
-0.28	-0.18	2.94
0.32	0.23	3.04
-0.08	-0.05	2.89
0.49	0.36	2.64
0.29	0.22	3.69
0.31	0.20	2.40
-0.04	0.02	2.30
0.24	0.15	3.18
0.25	0.14	3.18
0.16	0.10	2.71
0.15	0.09	3.18
0.52	0.35	2.40
0.24	0.24	2.30
0.30	0.22	3.22
0.35	0.25	2.64
0.19	0.13	2.83
0.21	0.14	2.71
0.28	0.24	2.83
-0.23	-0.22	3.14
-0.33	-0.22	2.20
0.13	0.11	3.22
0.13	0.10	3.14
0.27	0.23	2.56
0.20	0.15	3.95
1.00	1.00	1.10
0.21	0.13	2.40
0.37	0.20	2.30
0.40	0.26	3.43
0.08	0.05	3.61
0.19	0.13	3.50
0.34	0.26	3.00
0.11	0.08	3.14
0.19	0.13	3.33
0.43	0.47	1.79
0.18	0.10	2.71
0.83	0.71	2.08
0.05	0.01	3.22
0.32	0.20	3.40
-0.05	-0.03	2.89
0.19	0.15	3.43
0.11	0.08	3.30
0.19	0.16	2.64
-0.30	-0.22	3.00
0.31	0.20	3.09
0.05	0.03	3.22
0.37	0.25	2.89
0.41	0.31	2.89
0.47	0.33	2.77
0.33	0.22	3.00
0.18	0.13	3.14
0.06	0.03	2.48
0.12	0.08	3.30
-0.07	-0.10	2.56
0.46	0.33	2.89
-0.01	0.06	2.48
-0.32	-0.28	2.20
0.29	0.20	3.64
0.31	0.22	2.83
-0.05	-0.01	3.00
1.00	1.00	0.69
0.61	0.49	2.56
0.36	0.25	3.00
0.46	0.29	2.83
0.30	0.18	2.83
0.48	0.33	2.48
0.24	0.21	2.56
0.77	0.62	2.77
0.21	0.14	3.14
0.32	0.28	2.20
-0.07	-0.05	3.30
0.09	0.04	3.26
-0.16	-0.12	2.77
0.06	0.03	2.71
0.70	0.49	3.14
-0.12	-0.03	2.64
0.82	0.71	1.95
0.69	0.48	2.48
0.00	0.00	2.20
0.80	0.60	1.61
0.46	0.20	2.40
0.70	0.49	2.94
0.45	0.34	3.33
0.70	0.52	3.37
0.28	0.17	3.91
0.80	0.67	1.39
0.39	0.33	2.71
0.28	0.20	2.30
0.80	0.67	1.39
0.46	0.30	2.71
0.24	0.15	2.56
0.24	0.19	2.89
0.02	0.05	2.56
-0.04	-0.00	3.43
0.27	0.17	3.30
0.39	0.28	3.69
0.23	0.18	2.94
0.25	0.18	2.77
0.26	0.21	2.83
0.73	0.56	2.30
0.46	0.33	3.00
0.24	0.17	3.14
0.59	0.40	2.77
0.32	0.22	3.00
0.80	0.60	1.61
-0.06	-0.03	3.53
0.29	0.26	3.43
0.46	0.35	3.04
0.43	0.31	2.89
1.00	1.00	1.61
0.20	0.16	2.94
0.09	-0.07	1.79
0.80	0.60	1.61
0.15	0.09	2.94
0.21	0.16	2.30
0.31	0.23	2.94
0.40	0.36	2.08
0.08	0.05	2.56
-0.17	-0.16	2.83
0.50	0.33	1.10
0.45	0.29	2.30
0.55	0.38	2.40
0.56	0.43	2.77
0.20	0.12	3.81
0.64	0.43	1.95
0.01	-0.01	3.56
0.72	0.53	2.77
0.38	0.29	2.83
0.38	0.30	2.71
0.57	0.39	2.71
0.21	0.12	2.83
0.28	0.24	2.40
0.12	0.12	2.77
-0.19	-0.12	2.71
0.47	0.26	2.83
0.67	0.50	2.08
0.36	0.33	1.95
