Spearman	Kendall	MutualInformation
-0.20	-0.20	1.61
-0.90	-0.80	1.61
0.40	0.33	1.39
-0.50	-0.33	1.10
0.46	0.32	2.64
1.00	1.00	1.10
1.00	1.00	0.69
1.00	1.00	1.39
0.66	0.60	1.79
0.40	0.33	1.39
0.42	0.27	2.40
0.50	0.39	2.20
0.63	0.44	2.20
0.40	0.33	1.39
0.00	-0.03	2.64
0.18	0.13	2.94
-0.14	-0.09	2.83
0.70	0.60	1.61
0.12	0.20	2.30
0.45	0.29	4.22
0.30	0.20	1.61
0.32	0.22	3.43
0.54	0.39	3.09
0.43	0.31	3.40
0.45	0.37	2.71
0.09	0.02	3.18
0.42	0.33	2.20
0.35	0.24	2.30
-0.11	-0.05	2.77
0.43	0.33	1.79
0.37	0.30	2.77
0.26	0.20	1.79
0.77	0.60	1.79
0.39	0.26	3.33
0.26	0.20	2.40
0.60	0.40	1.61
0.32	0.22	2.77
0.60	0.33	1.39
0.71	0.50	2.08
0.07	0.05	1.95
0.54	0.42	2.30
0.28	0.24	2.48
0.33	0.21	2.08
0.18	0.14	3.00
-0.04	-0.05	1.95
0.14	0.10	2.71
0.32	0.24	2.71
0.45	0.28	2.77
0.46	0.33	1.95
0.25	0.15	2.94
0.08	0.02	2.30
-0.36	-0.24	1.95
0.34	0.21	3.74
0.21	0.15	2.56
0.54	0.43	1.95
0.50	0.29	3.22
0.08	0.06	3.26
0.54	0.33	1.95
-0.62	-0.50	2.20
0.07	0.05	1.95
0.40	0.33	1.39
0.09	0.09	2.71
-0.50	-0.33	1.10
0.70	0.60	1.61
-0.40	-0.33	1.39
0.80	0.67	1.39
0.50	0.33	1.10
1.00	1.00	0.69
0.13	0.09	2.40
-0.50	-0.33	1.10
1.00	1.00	1.10
-0.09	-0.07	1.79
0.22	0.17	2.20
0.05	0.06	2.83
0.03	-0.07	1.79
0.05	0.07	2.71
0.17	0.12	2.48
0.28	0.24	2.48
0.10	0.07	2.08
0.00	-0.20	1.61
0.60	0.40	1.61
1.00	1.00	1.10
0.20	0.00	1.39
0.12	-0.02	2.40
-0.14	-0.09	2.48
-1.00	-1.00	0.69
0.70	0.60	1.61
-1.00	-1.00	0.69
-0.31	-0.20	3.33
0.80	0.67	1.39
0.04	0.02	2.30
0.30	0.20	1.61
0.55	0.38	2.40
0.61	0.52	1.95
0.30	0.20	1.61
0.03	-0.07	1.79
0.14	0.20	1.79
0.30	0.20	1.61
0.37	0.23	3.33
0.10	0.07	2.08
0.08	0.08	2.56
0.50	0.33	1.10
-0.80	-0.60	1.61
-0.26	-0.20	1.79
0.26	0.20	1.79
1.00	1.00	1.10
-0.12	-0.16	2.30
0.54	0.47	1.79
0.47	0.37	3.30
0.11	-0.02	2.40
0.03	0.01	3.14
-0.39	-0.33	1.95
0.70	0.60	1.61
0.80	0.67	1.39
-0.26	-0.20	1.79
1.00	1.00	0.69
0.50	0.33	1.10
0.24	0.14	2.08
0.79	0.60	2.30
0.55	0.38	2.30
0.31	0.20	1.79
0.50	0.33	1.10
-0.26	-0.20	1.79
-1.00	-1.00	1.10
-0.50	-0.33	1.10
0.17	0.12	2.48
0.38	0.50	2.20
0.50	0.33	1.10
-0.20	0.00	1.39
0.35	0.19	2.64
-1.00	-1.00	1.10
0.23	0.13	3.58
0.80	0.60	1.61
0.60	0.47	1.79
0.40	0.33	1.39
-0.15	-0.02	2.30
-0.32	-0.17	2.20
-0.31	-0.21	2.48
-0.13	-0.09	3.04
0.25	0.16	3.33
-0.06	-0.08	2.56
-0.23	-0.15	3.18
-0.18	-0.17	2.77
0.29	0.18	3.04
0.47	0.33	2.30
0.81	0.64	2.08
0.30	0.21	3.37
0.57	0.43	1.95
0.16	0.10	2.64
-0.01	-0.03	2.77
0.67	0.50	2.77
0.33	0.20	2.89
0.22	0.14	3.50
0.40	0.27	2.48
0.10	0.06	2.48
-0.54	-0.38	2.40
0.52	0.33	2.20
0.69	0.50	2.08
1.00	1.00	0.69
-0.20	-0.22	2.20
1.00	1.00	0.69
0.14	0.15	2.48
0.03	-0.07	2.30
0.39	0.29	2.30
0.72	0.56	2.20
-0.50	-0.33	1.10
-1.00	-1.00	0.69
0.54	0.35	2.71
0.25	0.17	2.20
0.00	0.05	1.95
0.17	0.13	2.83
-0.25	-0.17	2.94
-0.22	-0.22	2.20
0.10	0.07	2.08
0.25	0.20	2.40
0.60	0.33	1.39
0.02	0.01	2.64
0.17	0.14	2.64
-0.40	-0.33	1.39
-0.20	-0.14	2.64
-0.50	-0.33	1.10
0.49	0.33	1.79
0.70	0.60	1.61
0.07	0.07	2.08
0.50	0.33	1.10
-1.00	-1.00	1.10
-1.00	-1.00	0.69
-0.12	-0.11	2.20
0.33	0.25	2.77
0.31	0.21	2.64
-0.05	-0.07	2.08
0.20	0.20	1.61
1.00	1.00	1.39
0.20	0.00	1.39
-0.50	-0.20	1.61
0.00	-0.03	2.64
-0.30	-0.20	1.61
0.50	0.33	1.10
0.80	0.60	1.61
-0.14	-0.05	1.95
0.21	0.18	2.83
0.05	0.07	2.08
0.52	0.47	2.30
-0.07	-0.06	2.83
0.60	0.43	2.08
0.00	0.00	1.39
-0.08	-0.02	2.30
0.10	0.07	2.30
0.80	0.67	1.39
-0.23	-0.15	2.89
1.00	1.00	1.39
0.21	0.16	2.83
0.04	0.05	1.95
0.60	0.33	1.79
0.25	0.18	2.48
0.20	0.00	1.39
0.51	0.38	3.56
0.08	0.05	2.64
0.52	0.36	2.48
0.50	0.20	1.61
0.10	0.00	1.61
0.29	0.23	2.56
0.22	0.12	2.77
0.42	0.30	2.48
0.57	0.43	1.95
0.80	0.60	1.61
0.36	0.24	1.95
-0.16	-0.10	2.71
-0.13	-0.09	3.14
-0.03	-0.03	3.33
0.21	0.14	1.95
1.00	1.00	1.10
1.00	1.00	1.39
-0.40	-0.33	1.39
-0.37	-0.20	1.79
0.37	0.25	3.43
0.40	0.33	1.39
0.37	0.35	2.40
0.40	0.33	1.39
0.20	0.00	1.39
0.19	0.14	2.89
0.12	0.08	2.56
-0.40	-0.33	1.39
0.18	0.15	2.77
0.50	0.40	1.61
0.37	0.25	2.64
0.90	0.80	1.61
0.83	0.67	2.40
0.90	0.80	1.61
-0.63	-0.50	2.20
0.16	0.10	2.71
-0.30	-0.20	1.61
0.33	0.20	2.30
0.10	0.00	2.08
0.26	0.16	2.40
0.29	0.20	2.40
0.03	0.06	2.20
0.15	0.09	2.48
0.14	0.13	3.04
0.30	0.18	2.71
-0.11	-0.07	3.85
0.37	0.23	3.22
0.45	0.32	3.30
0.66	0.52	2.48
0.61	0.52	1.95
0.26	0.20	1.79
0.07	0.05	3.47
0.41	0.29	3.04
0.07	0.00	2.56
0.45	0.36	2.08
-0.31	-0.33	1.79
0.37	0.25	3.22
0.16	0.11	2.94
-0.15	-0.11	3.14
0.47	0.35	2.40
-0.32	-0.24	2.30
-0.11	-0.04	3.40
0.41	0.30	3.09
0.77	0.61	2.20
0.21	0.14	1.95
1.00	1.00	1.10
-0.63	-0.44	2.20
0.29	0.26	2.56
0.38	0.28	3.53
0.23	0.15	3.43
0.51	0.37	3.22
0.51	0.38	3.14
0.20	0.20	1.61
0.19	0.11	2.30
0.48	0.36	2.08
0.70	0.60	1.61
0.33	0.22	2.20
0.48	0.34	3.04
0.13	0.04	2.83
0.26	0.20	1.79
0.50	0.33	3.04
-0.30	-0.20	1.61
0.50	0.42	2.30
0.40	0.33	1.39
0.50	0.33	1.10
0.35	0.23	2.56
0.34	0.26	2.71
0.48	0.32	2.64
0.52	0.33	2.20
0.22	0.13	3.43
0.45	0.36	2.56
-0.48	-0.29	2.08
-0.80	-0.67	1.39
-1.00	-1.00	0.69
0.26	0.21	2.08
0.40	0.29	3.26
0.01	0.02	2.30
0.45	0.42	2.40
0.33	0.21	2.83
0.22	0.16	3.22
1.00	1.00	0.69
-0.40	-0.33	1.39
0.03	0.07	1.79
-0.12	-0.14	2.08
0.22	0.18	2.71
-0.21	-0.16	3.00
0.26	0.20	1.79
0.50	0.40	1.61
-1.00	-1.00	0.69
0.18	0.24	1.95
0.41	0.31	2.40
0.45	0.33	2.56
0.23	0.13	2.77
-0.06	-0.05	3.26
0.35	0.25	3.22
-0.20	-0.08	2.77
0.08	0.05	3.09
0.25	0.16	2.64
0.32	0.23	3.04
0.50	0.40	1.61
0.77	0.60	1.79
0.50	0.40	1.61
0.57	0.44	2.20
0.63	0.46	2.56
0.29	0.05	1.95
0.15	0.09	2.40
0.00	0.00	1.39
0.80	0.67	1.39
0.38	0.31	2.56
-0.04	-0.03	3.26
0.21	0.14	2.08
0.60	0.47	1.79
-0.39	-0.30	2.71
0.36	0.27	2.94
0.68	0.52	1.95
0.64	0.43	2.08
0.39	0.27	2.77
0.06	0.01	3.37
0.29	0.22	3.18
0.22	0.13	3.30
-0.08	-0.12	2.64
-0.61	-0.43	1.95
0.60	0.33	1.79
0.29	0.21	2.08
0.35	0.23	2.94
0.11	0.05	1.95
0.31	0.27	2.40
0.50	0.40	1.61
0.10	0.00	1.61
0.05	0.06	2.20
0.20	0.20	1.61
0.80	0.67	1.39
0.05	0.00	3.00
1.00	1.00	0.69
0.54	0.35	2.71
0.20	0.00	1.39
0.20	0.00	1.39
0.05	0.00	2.08
0.41	0.38	2.40
1.00	1.00	0.69
0.24	0.07	2.08
0.11	0.13	2.40
1.00	1.00	0.69
0.52	0.36	2.08
0.01	0.02	3.14
0.32	0.18	2.94
0.46	0.33	1.95
0.03	0.05	2.64
0.20	0.13	2.77
0.71	0.60	1.79
-0.20	0.00	1.39
1.00	1.00	0.69
0.21	0.16	3.64
0.19	0.14	3.43
0.27	0.20	3.00
0.29	0.18	2.71
0.40	0.40	1.61
-0.43	-0.28	2.20
0.12	0.00	2.08
0.16	0.11	2.94
0.44	0.30	2.48
-0.20	-0.07	1.79
0.46	0.24	1.95
0.50	0.40	1.61
0.30	0.20	1.61
0.25	0.17	2.20
0.20	0.00	1.39
-0.50	-0.33	1.10
-0.54	-0.24	1.95
0.20	0.20	1.79
-0.08	-0.06	2.20
0.45	0.31	3.61
0.16	0.12	2.71
0.29	0.21	2.08
-0.05	-0.07	3.18
0.36	0.24	1.95
-0.28	-0.16	2.30
0.68	0.53	2.77
-0.20	0.00	1.39
0.05	0.03	2.64
0.50	0.33	1.10
0.32	0.21	3.22
0.22	0.17	2.20
0.02	0.07	2.08
-0.02	-0.07	2.08
0.25	0.18	2.56
-0.14	-0.07	1.79
-0.50	-0.33	1.10
0.22	0.23	2.64
-0.32	-0.24	1.95
0.80	0.60	1.61
-0.09	0.07	1.79
0.40	0.40	1.61
-0.07	-0.18	2.56
0.50	0.33	2.30
-0.17	-0.14	2.08
0.69	0.43	2.08
0.02	-0.06	2.20
0.20	0.20	1.79
0.70	0.60	1.61
0.50	0.29	2.08
0.48	0.25	2.94
1.00	1.00	0.69
0.31	0.20	1.79
0.42	0.28	3.00
0.18	0.15	3.22
-0.05	-0.02	2.40
0.25	0.22	2.20
0.40	0.36	2.08
0.17	0.05	2.40
0.35	0.31	2.56
-0.26	-0.18	2.48
0.40	0.33	1.39
0.39	0.29	3.64
0.34	0.25	2.77
0.18	0.10	2.71
0.21	0.14	1.95
0.00	0.00	1.39
-0.58	-0.39	2.20
0.52	0.38	2.40
0.15	0.10	2.94
0.20	0.13	2.56
0.02	0.00	2.08
0.07	0.06	2.48
0.35	0.20	2.40
-0.31	-0.14	2.08
0.60	0.33	1.39
0.60	0.40	1.61
0.00	0.00	1.61
-0.08	-0.07	2.89
0.05	0.06	2.20
-0.23	-0.13	2.56
0.52	0.40	2.77
0.35	0.23	3.09
0.01	0.03	2.77
0.45	0.36	2.08
0.15	0.06	2.20
0.31	0.20	1.79
1.00	1.00	1.39
0.19	0.12	3.18
0.31	0.25	2.94
0.90	0.80	1.61
0.10	0.07	2.08
-0.32	-0.24	2.40
0.15	0.12	2.48
0.57	0.44	2.20
-0.21	-0.14	1.95
0.36	0.30	2.48
-0.80	-0.60	1.61
-0.55	-0.43	2.08
0.20	0.00	1.39
0.33	0.19	2.83
-0.18	-0.14	1.95
0.11	0.06	3.64
0.75	0.62	1.95
0.38	0.22	2.20
0.60	0.40	1.61
0.58	0.36	2.56
0.35	0.24	2.30
0.37	0.33	1.79
0.01	-0.03	2.94
-0.05	0.00	2.20
0.39	0.27	2.40
-0.20	-0.20	1.79
0.80	0.67	1.39
0.80	0.60	1.61
0.02	0.00	2.08
0.37	0.24	3.00
0.00	0.00	2.08
1.00	1.00	0.69
-0.50	-0.33	1.10
0.31	0.20	1.79
0.33	0.24	2.71
0.90	0.80	1.61
0.18	0.12	3.58
0.22	0.22	2.20
0.47	0.31	3.22
0.59	0.45	2.64
0.88	0.78	2.20
0.14	0.10	2.71
0.14	0.12	2.77
-0.08	-0.03	3.40
-0.08	-0.09	2.48
0.33	0.22	3.69
0.23	0.10	2.56
-0.07	-0.03	2.64
0.76	0.57	3.04
0.12	0.06	2.20
0.45	0.36	2.08
0.00	0.00	1.61
0.38	0.26	3.09
0.33	0.25	2.64
0.23	0.17	2.20
0.57	0.38	2.56
0.18	0.13	2.40
0.17	0.07	2.08
0.21	0.13	3.37
0.31	0.21	2.08
0.47	0.29	2.30
0.47	0.28	2.20
0.50	0.33	1.10
0.69	0.57	2.08
0.21	0.13	3.30
0.31	0.24	2.30
-0.50	-0.33	1.10
0.00	0.06	2.20
0.14	0.09	2.40
0.11	0.08	3.66
0.32	0.25	3.14
0.44	0.29	2.30
0.42	0.21	2.48
0.08	0.08	3.22
-0.20	-0.12	2.71
-0.38	-0.22	2.20
0.29	0.21	3.00
0.17	0.10	3.71
0.01	0.03	2.56
1.00	1.00	0.69
0.40	0.40	1.61
1.00	1.00	0.69
-0.21	-0.14	1.95
0.50	0.33	1.10
-0.14	-0.07	1.79
-0.21	-0.14	2.08
0.50	0.33	1.95
-1.00	-1.00	0.69
0.10	0.00	2.08
0.24	0.16	2.40
0.55	0.33	2.20
-0.20	-0.16	2.40
-0.20	0.00	1.39
0.40	0.33	1.39
0.27	0.27	2.48
-0.50	-0.33	1.10
0.80	0.67	1.39
-1.00	-1.00	0.69
0.36	0.28	3.14
-0.20	-0.07	1.79
1.00	1.00	1.39
0.26	0.17	3.00
0.74	0.50	2.08
-1.00	-1.00	1.10
-0.80	-0.60	1.61
0.50	0.33	1.10
0.31	0.20	1.79
-0.08	-0.11	2.20
0.71	0.52	1.95
-0.66	-0.47	1.79
-0.40	-0.40	1.61
0.07	0.00	2.48
0.31	0.21	2.56
-0.14	-0.07	2.08
0.50	0.29	2.30
0.68	0.50	2.20
0.30	0.20	1.61
1.00	1.00	0.69
0.80	0.67	1.39
-0.25	-0.20	2.30
0.10	0.00	1.61
0.40	0.33	1.39
0.61	0.52	1.95
-1.00	-1.00	0.69
0.22	0.16	3.26
0.50	0.33	1.10
-0.80	-0.60	1.61
-1.00	-1.00	1.10
-0.40	-0.33	1.39
-0.50	-0.20	1.61
-0.10	0.00	1.61
0.00	0.00	1.39
-0.31	-0.18	2.48
-0.30	-0.28	2.20
0.43	0.30	2.94
0.15	0.11	2.30
0.50	0.33	1.95
0.10	0.05	2.71
0.60	0.47	1.79
0.46	0.43	1.95
0.80	0.67	1.39
-0.50	-0.33	1.10
-0.15	-0.10	2.56
-0.60	-0.33	1.39
0.08	0.02	2.30
1.00	1.00	1.61
-0.09	-0.07	2.30
0.94	0.87	1.79
0.40	0.24	3.09
0.11	0.05	2.89
-0.05	-0.07	2.08
0.28	0.18	2.83
0.20	0.00	1.39
0.32	0.20	3.09
0.14	0.14	2.08
0.36	0.22	3.14
0.68	0.56	2.56
0.19	0.12	3.04
0.51	0.37	2.71
0.31	0.24	2.30
-0.10	-0.07	2.08
0.80	0.67	1.39
-0.29	-0.24	1.95
0.51	0.36	2.48
-1.00	-1.00	0.69
-0.03	-0.11	2.20
0.40	0.33	1.39
0.16	0.12	2.48
0.38	0.27	2.48
0.22	0.20	2.30
0.38	0.27	2.40
0.76	0.57	2.08
0.71	0.52	1.95
1.00	1.00	0.69
0.51	0.31	2.40
0.09	0.08	2.77
0.09	0.07	1.79
0.23	0.21	2.48
1.00	1.00	1.10
-0.19	-0.14	2.08
0.49	0.33	1.79
-0.27	-0.18	2.56
0.64	0.43	1.95
0.60	0.40	1.61
-0.80	-0.67	1.39
-0.54	-0.47	1.79
0.50	0.33	1.95
-0.11	-0.09	3.00
0.38	0.23	2.77
-0.04	-0.02	3.09
0.94	0.87	1.79
0.23	0.15	3.00
-0.20	0.00	1.39
-1.00	-1.00	1.10
-0.24	-0.14	2.08
0.80	0.67	1.39
1.00	1.00	0.69
0.50	0.33	1.10
0.50	0.33	1.10
-0.20	-0.20	1.61
0.09	0.20	1.79
0.00	-0.20	1.61
0.11	0.14	1.95
0.59	0.42	2.30
0.35	0.27	2.48
-0.14	-0.07	2.08
0.70	0.60	1.61
-0.50	-0.33	1.10
0.09	0.20	1.79
0.80	0.67	1.39
-0.18	-0.14	1.95
0.29	0.05	1.95
0.39	0.22	2.83
0.59	0.44	2.56
0.31	0.21	2.08
-0.03	0.09	2.40
-0.27	-0.22	2.20
0.18	0.11	2.89
0.00	-0.01	2.94
-0.03	-0.01	2.83
0.36	0.21	3.43
0.31	0.21	3.78
0.68	0.50	2.20
-0.05	-0.03	2.89
0.20	0.00	1.39
-0.40	-0.33	1.39
0.40	0.33	1.39
0.80	0.67	1.39
0.38	0.29	2.08
0.74	0.52	2.77
-1.00	-1.00	1.10
0.84	0.68	3.09
-0.03	-0.03	2.94
0.32	0.24	1.95
0.40	0.33	1.39
0.67	0.44	2.20
-1.00	-1.00	0.69
0.00	-0.20	1.61
0.18	0.14	1.95
1.00	1.00	0.69
-1.00	-1.00	1.10
-0.80	-0.67	1.39
0.50	0.33	1.10
0.36	0.27	2.40
1.00	1.00	0.69
1.00	1.00	0.69
-0.02	-0.01	2.89
0.57	0.43	2.08
-0.50	-0.33	1.10
0.50	0.33	1.10
-1.00	-1.00	0.69
0.73	0.53	2.40
0.61	0.42	2.48
0.80	0.67	1.39
0.80	0.67	1.39
-0.80	-0.67	1.39
1.00	1.00	0.69
1.00	1.00	0.69
0.50	0.40	1.61
-0.12	-0.07	3.00
0.14	0.07	1.79
0.06	0.05	2.56
0.29	0.21	2.56
0.60	0.40	1.61
0.56	0.41	2.71
0.90	0.80	1.61
0.35	0.24	2.40
0.00	0.00	1.39
0.13	0.11	2.20
0.45	0.35	2.94
-0.10	0.00	1.61
0.10	0.00	1.61
-0.20	0.00	1.39
0.75	0.52	1.95
0.38	0.29	2.08
0.52	0.33	2.20
0.16	0.09	2.40
-0.20	0.00	1.39
0.04	0.05	1.95
0.35	0.26	2.56
-0.80	-0.67	1.39
0.20	0.15	2.48
0.48	0.31	2.71
-1.00	-1.00	0.69
0.43	0.33	1.95
1.00	1.00	1.10
0.57	0.39	2.48
0.33	0.24	2.83
0.12	0.09	2.71
0.45	0.33	2.94
0.20	0.07	1.79
0.64	0.43	2.08
0.04	-0.02	2.40
0.12	0.07	2.30
0.29	0.18	2.71
0.60	0.40	1.61
0.60	0.40	1.61
0.02	0.05	2.77
-0.09	-0.07	2.71
-0.50	-0.33	1.10
0.22	0.16	2.94
0.35	0.21	3.09
-0.17	-0.13	3.58
0.31	0.22	2.71
0.43	0.33	1.95
-1.00	-1.00	1.10
0.43	0.33	2.30
0.07	0.05	1.95
-0.03	-0.03	2.48
0.28	0.22	2.89
0.39	0.28	3.09
0.02	0.02	2.30
0.15	0.06	3.09
0.38	0.29	2.08
0.17	0.11	2.20
0.00	0.00	1.61
-0.13	-0.13	2.40
0.37	0.33	1.79
0.27	0.22	2.20
0.50	0.39	2.48
1.00	1.00	1.10
0.40	0.36	2.08
0.37	0.33	1.79
0.57	0.43	1.95
0.01	-0.01	2.71
0.14	0.33	1.79
1.00	1.00	1.10
0.22	0.16	2.83
-0.07	0.05	1.95
0.53	0.33	2.20
0.57	0.43	2.08
0.30	0.21	2.48
-0.38	-0.24	2.48
0.14	0.05	1.95
-0.66	-0.47	1.79
0.50	0.33	1.10
1.00	1.00	0.69
0.70	0.60	1.61
0.83	0.73	1.79
-0.03	-0.02	2.30
0.18	0.12	2.77
-0.12	-0.10	2.71
0.35	0.21	2.64
0.52	0.33	2.30
0.70	0.60	2.30
0.16	0.14	2.71
0.50	0.33	1.10
0.81	0.64	2.30
0.80	0.67	1.39
0.18	0.11	2.30
0.64	0.62	1.95
-0.13	-0.11	2.20
0.43	0.27	2.40
0.31	0.20	3.43
0.00	-0.20	1.61
0.24	0.19	2.64
0.03	-0.11	2.20
-0.06	-0.04	2.83
0.02	-0.01	2.71
0.30	0.20	1.61
0.23	0.15	2.89
0.19	0.12	3.04
0.03	0.02	2.30
0.27	0.28	2.20
0.50	0.36	3.26
-0.16	-0.13	2.40
0.16	0.11	3.42
0.29	0.19	2.94
0.15	0.10	3.26
0.57	0.45	2.48
0.37	0.33	1.79
0.52	0.33	2.30
0.80	0.67	1.39
1.00	1.00	0.69
-0.01	0.02	2.89
0.24	0.21	2.83
-0.37	-0.33	1.79
0.55	0.38	2.30
-0.50	-0.33	1.10
0.08	0.05	2.64
0.40	0.21	2.08
0.63	0.44	2.56
0.77	0.60	1.79
0.60	0.40	1.61
0.34	0.25	3.33
0.14	0.09	3.58
0.80	0.67	1.39
0.20	0.12	2.71
-0.04	-0.05	2.64
-0.03	-0.03	3.53
-0.05	-0.03	3.58
0.40	0.39	2.20
-0.90	-0.80	1.61
0.14	0.10	2.56
0.25	0.20	3.04
0.34	0.26	2.71
0.34	0.26	2.83
0.25	0.11	2.30
0.50	0.38	2.64
0.29	0.14	1.95
0.30	0.20	1.61
1.00	1.00	1.10
0.02	-0.03	3.09
0.50	0.33	2.30
0.72	0.56	2.30
-0.05	-0.03	2.56
1.00	1.00	1.10
-0.12	-0.17	2.20
0.62	0.46	2.83
0.50	0.33	1.10
-1.00	-1.00	0.69
0.45	0.29	2.94
0.07	0.05	3.04
0.00	-0.02	2.40
0.11	0.05	1.95
0.40	0.33	1.39
0.32	0.24	1.95
0.74	0.57	2.08
-0.20	-0.20	1.61
-0.50	-0.40	1.61
0.72	0.56	2.40
0.30	0.20	1.61
0.26	0.19	3.64
-0.05	-0.03	2.64
-0.09	-0.07	1.79
0.67	0.48	2.89
0.09	0.20	1.79
0.19	0.14	2.08
-0.50	-0.33	1.10
0.22	0.18	2.48
0.03	0.06	2.48
-0.43	-0.33	1.79
0.18	0.10	3.04
0.80	0.67	1.39
0.70	0.60	1.61
0.26	0.18	3.14
0.14	0.20	1.79
1.00	1.00	1.10
0.49	0.36	2.89
-0.20	-0.20	1.61
0.49	0.33	1.79
0.80	0.67	1.39
0.36	0.29	2.30
0.38	0.29	2.08
-0.30	-0.20	1.61
nan	nan	0.00
0.32	0.24	1.95
0.83	0.73	1.79
0.40	0.33	1.39
0.46	0.33	1.95
0.19	0.15	3.22
-0.94	-0.87	1.79
0.36	0.14	1.95
-0.80	-0.67	1.39
0.15	0.16	2.40
0.31	0.20	1.79
0.35	0.17	2.20
0.05	0.07	2.08
0.18	0.08	2.77
-0.14	-0.05	2.94
0.24	0.20	2.77
0.06	0.06	3.09
0.68	0.51	2.30
0.30	0.20	1.61
0.80	0.60	1.61
-0.00	0.00	3.00
1.00	1.00	0.69
1.00	1.00	0.69
0.43	0.22	2.20
0.07	0.07	2.08
-0.37	-0.28	2.20
0.47	0.33	2.20
0.40	0.33	1.39
-0.80	-0.67	1.39
0.71	0.60	2.30
0.89	0.81	1.95
0.09	0.08	2.64
0.80	0.67	1.39
0.20	0.14	2.64
-1.00	-1.00	1.39
0.00	0.00	1.61
0.09	0.07	2.30
0.29	0.17	3.22
-0.41	-0.31	2.40
0.49	0.35	2.83
0.90	0.80	1.61
0.40	0.33	1.39
1.00	1.00	1.10
0.07	0.06	2.48
-0.50	-0.33	1.10
0.52	0.44	2.20
0.17	0.06	2.20
0.33	0.22	2.20
0.44	0.38	2.30
-0.30	-0.22	2.20
-0.50	-0.33	1.10
0.17	0.13	2.56
0.00	-0.20	1.61
1.00	1.00	0.69
0.55	0.33	2.20
1.00	1.00	1.39
0.12	0.09	2.94
0.35	0.28	2.20
0.50	0.37	2.83
-0.07	-0.04	3.14
0.54	0.47	1.79
0.37	0.28	2.77
0.32	0.21	2.48
0.68	0.46	2.94
-0.10	0.00	2.08
0.11	0.09	2.48
0.40	0.33	1.39
0.32	0.23	2.56
0.57	0.39	2.20
-0.06	-0.07	3.04
0.83	0.67	2.20
1.00	1.00	0.69
-0.03	-0.01	3.04
0.39	0.33	2.30
-0.43	-0.47	1.79
0.74	0.54	2.56
0.27	0.20	2.30
0.20	0.20	1.61
0.75	0.62	1.95
0.71	0.47	1.79
0.01	0.01	3.00
0.40	0.40	1.61
0.30	0.20	1.61
0.10	0.11	2.89
-0.50	-0.36	2.56
-0.38	-0.28	2.20
-0.26	-0.21	2.08
0.00	0.00	1.39
-0.10	-0.03	2.48
0.04	0.08	2.94
0.43	0.33	1.79
0.07	0.14	2.08
0.50	0.33	1.95
-0.26	-0.20	2.30
0.09	0.20	1.79
0.34	0.24	3.58
0.12	0.10	2.71
0.35	0.26	2.71
0.21	0.13	3.22
0.10	0.07	2.08
0.20	0.11	2.30
0.52	0.43	2.08
0.44	0.27	2.48
0.38	0.30	2.48
1.00	1.00	0.69
-0.04	-0.02	2.30
0.32	0.24	2.89
0.86	0.71	2.08
-1.00	-1.00	0.69
0.01	-0.01	2.64
-0.93	-0.79	2.08
0.15	0.12	2.71
-0.26	-0.07	2.08
0.09	-0.07	1.79
-0.50	-0.33	1.10
0.12	0.05	2.71
0.24	0.21	2.08
0.31	0.20	2.30
0.54	0.43	1.95
0.27	0.19	2.83
