Spearman	Kendall	MutualInformation
-0.10	0.00	1.61
0.87	0.74	2.25
0.80	0.67	1.39
0.84	0.67	1.97
0.72	0.54	2.47
0.74	0.57	2.08
0.64	0.50	2.08
0.90	0.78	2.20
0.68	0.50	2.79
0.57	0.42	2.58
0.84	0.70	2.36
1.00	1.00	1.10
0.63	0.45	1.80
0.84	0.70	2.16
0.50	0.34	2.62
0.88	0.72	2.38
0.64	0.48	2.34
0.77	0.57	2.43
0.50	0.33	1.10
1.00	1.00	1.10
0.46	0.31	2.27
0.71	0.52	1.95
-0.03	-0.04	2.03
0.89	0.75	2.14
0.55	0.35	2.17
0.48	0.37	2.04
1.00	1.00	1.10
1.00	1.00	0.69
0.74	0.54	2.40
0.50	0.33	1.10
0.52	0.39	2.31
0.54	0.43	1.95
0.54	0.47	1.79
0.54	0.38	2.63
0.53	0.36	2.54
0.90	0.80	1.61
0.69	0.55	1.95
0.74	0.57	2.06
1.00	1.00	1.10
0.51	0.38	2.62
0.00	0.00	1.39
0.64	0.51	2.66
0.89	0.70	2.13
0.78	0.60	2.34
0.63	0.44	2.24
1.00	1.00	1.10
0.87	0.69	2.37
-1.00	-1.00	0.69
0.71	0.55	2.36
0.83	0.67	1.89
0.50	0.33	1.10
0.43	0.32	2.32
0.43	0.34	2.43
0.84	0.67	2.24
0.73	0.63	2.27
0.73	0.58	1.99
0.56	0.44	2.27
0.63	0.55	1.97
0.70	0.60	1.61
0.81	0.65	2.40
0.60	0.48	2.27
0.78	0.62	1.91
0.88	0.74	2.16
0.66	0.49	2.61
1.00	1.00	0.69
0.72	0.56	1.81
0.84	0.70	2.21
0.49	0.45	2.06
0.61	0.47	2.60
0.68	0.56	1.74
0.79	0.62	2.31
0.66	0.52	2.13
0.64	0.45	2.13
0.64	0.48	2.60
0.76	0.64	2.08
0.70	0.60	1.61
0.57	0.40	2.75
0.40	0.32	2.29
-1.00	-1.00	0.69
0.50	0.36	2.55
0.82	0.64	2.44
0.77	0.60	1.97
0.64	0.50	2.08
0.32	0.21	2.17
0.58	0.47	2.35
0.71	0.62	1.95
0.67	0.53	1.99
0.69	0.52	2.44
0.65	0.46	2.41
0.85	0.68	2.20
0.79	0.60	2.79
0.84	0.66	2.80
0.69	0.49	2.16
0.39	0.33	2.04
0.81	0.64	2.10
0.70	0.60	1.89
0.62	0.44	2.46
0.56	0.37	2.27
0.74	0.56	2.79
0.54	0.38	2.65
0.78	0.60	2.10
0.85	0.66	2.41
0.72	0.55	2.43
0.62	0.42	2.10
0.82	0.64	1.97
0.70	0.52	2.95
0.73	0.60	1.80
0.66	0.54	1.85
0.71	0.56	2.37
0.70	0.49	1.81
0.81	0.67	1.83
0.73	0.55	2.47
0.85	0.71	2.23
0.87	0.71	2.06
0.83	0.70	1.87
0.83	0.71	2.08
0.73	0.56	2.10
0.63	0.43	2.17
0.74	0.53	2.58
0.07	0.07	2.08
0.85	0.69	2.36
0.75	0.56	2.43
0.85	0.68	2.27
0.60	0.43	2.08
0.23	0.15	2.54
0.92	0.77	2.46
0.79	0.62	2.90
0.73	0.51	2.58
0.86	0.73	2.73
0.95	0.87	1.67
0.65	0.44	2.20
0.68	0.49	2.40
0.75	0.56	2.46
0.78	0.64	2.14
0.91	0.75	1.87
0.69	0.52	2.46
0.61	0.46	2.74
0.18	0.24	1.95
0.71	0.52	2.65
0.64	0.46	2.94
0.67	0.49	2.69
0.71	0.48	2.51
0.84	0.69	1.81
0.69	0.52	2.62
0.52	0.36	2.08
0.80	0.61	2.73
0.78	0.64	2.02
0.71	0.47	1.79
0.75	0.59	2.77
0.90	0.73	2.27
0.00	-0.20	1.61
0.69	0.52	2.06
0.80	0.62	2.47
0.69	0.50	2.48
0.57	0.41	2.36
0.48	0.34	2.59
0.60	0.48	1.85
0.80	0.60	2.10
0.78	0.56	2.43
0.49	0.33	1.79
0.42	0.32	2.56
0.33	0.25	2.04
0.65	0.50	2.20
0.88	0.74	2.29
0.85	0.68	2.27
0.71	0.47	1.79
0.53	0.40	2.16
0.83	0.68	2.13
0.46	0.33	2.29
0.58	0.43	1.81
0.65	0.47	1.99
0.64	0.48	2.04
0.29	0.17	2.59
0.81	0.58	1.99
0.41	0.24	2.06
0.73	0.56	2.63
0.70	0.53	2.44
0.75	0.56	2.50
0.75	0.60	1.87
0.72	0.52	1.95
0.78	0.67	1.87
0.82	0.67	2.54
0.89	0.71	1.95
0.81	0.67	1.89
0.80	0.62	2.34
0.89	0.72	2.44
0.86	0.71	2.08
0.81	0.61	2.10
0.77	0.56	2.10
0.72	0.54	2.58
0.89	0.73	2.21
0.90	0.79	2.08
0.77	0.60	1.79
0.52	0.29	1.99
0.68	0.49	1.83
0.74	0.55	2.73
0.70	0.50	2.36
0.78	0.57	2.17
0.70	0.47	2.50
0.56	0.40	2.24
0.51	0.38	2.51
0.53	0.39	2.65
0.78	0.60	2.52
0.56	0.42	2.41
0.74	0.58	2.40
0.47	0.37	2.27
0.77	0.59	2.41
0.67	0.52	2.41
0.77	0.57	2.90
0.58	0.47	2.53
0.45	0.33	2.24
0.82	0.69	2.25
0.80	0.66	2.56
0.79	0.60	1.59
0.81	0.65	2.63
0.79	0.62	2.23
0.73	0.55	2.67
0.72	0.54	2.58
0.55	0.39	2.53
0.78	0.57	2.43
0.85	0.69	2.63
0.67	0.48	2.52
0.78	0.59	2.58
0.71	0.53	2.24
0.87	0.70	2.43
0.68	0.49	2.81
0.62	0.46	2.73
0.77	0.59	2.35
0.83	0.65	2.19
0.72	0.54	2.10
0.72	0.52	2.10
0.70	0.55	2.69
0.61	0.46	2.52
0.80	0.61	2.36
0.82	0.62	2.29
0.54	0.43	1.95
0.78	0.57	2.60
0.70	0.45	2.14
0.59	0.51	2.17
0.63	0.49	2.64
0.64	0.48	2.27
0.68	0.53	1.50
0.59	0.42	2.38
0.45	0.34	2.57
0.77	0.60	1.79
0.66	0.49	2.13
0.62	0.33	2.30
0.70	0.60	1.61
0.70	0.56	2.31
0.60	0.45	2.10
0.54	0.38	2.06
0.66	0.47	2.39
0.47	0.28	2.34
0.86	0.72	2.16
0.85	0.68	2.16
0.82	0.67	1.74
0.68	0.51	2.02
0.14	0.07	1.79
0.81	0.63	2.31
0.74	0.56	2.57
0.72	0.54	2.23
0.73	0.51	2.20
0.93	0.82	2.31
0.73	0.60	1.89
0.88	0.70	2.36
0.74	0.55	2.03
0.70	0.53	1.99
0.66	0.49	2.36
0.80	0.67	1.83
0.81	0.61	1.92
0.79	0.60	2.43
0.58	0.41	2.99
0.80	0.62	2.16
0.80	0.64	1.97
0.91	0.76	2.29
0.63	0.43	2.31
0.70	0.52	1.92
0.76	0.63	2.19
0.83	0.67	2.56
0.64	0.49	2.56
0.81	0.66	2.06
0.40	0.27	2.31
0.58	0.31	2.04
0.89	0.74	2.16
0.52	0.35	2.31
0.84	0.68	2.85
0.80	0.62	2.01
0.65	0.47	2.71
0.62	0.46	1.67
0.71	0.47	1.79
0.66	0.50	2.27
0.68	0.53	2.22
0.74	0.60	2.33
0.54	0.37	2.13
0.81	0.61	2.14
0.71	0.50	2.55
0.42	0.40	2.54
-0.09	-0.07	1.79
0.89	0.73	1.79
0.77	0.58	2.30
0.74	0.54	2.03
0.80	0.60	2.24
0.68	0.48	2.56
0.59	0.41	1.75
0.71	0.52	2.59
0.57	0.36	2.08
0.71	0.53	2.17
0.64	0.46	1.97
0.78	0.60	1.95
0.73	0.50	2.34
0.59	0.41	2.31
0.77	0.57	2.21
0.70	0.57	2.03
0.76	0.55	2.01
0.88	0.73	2.34
0.77	0.63	1.95
0.75	0.60	2.21
0.70	0.55	2.70
0.87	0.73	1.97
0.44	0.30	2.90
0.47	0.36	1.81
0.71	0.56	2.51
0.83	0.65	2.64
0.60	0.44	2.67
0.71	0.56	2.37
0.83	0.66	2.33
0.64	0.44	2.70
0.70	0.52	2.41
0.46	0.36	2.21
0.74	0.59	2.14
0.73	0.50	1.59
0.68	0.52	2.20
0.81	0.64	2.10
0.43	0.33	1.79
0.64	0.51	2.72
0.82	0.66	2.90
0.68	0.44	2.54
0.75	0.58	1.74
0.57	0.44	2.58
0.56	0.40	2.50
0.41	0.29	2.62
0.68	0.61	2.20
0.42	0.36	2.40
0.78	0.59	2.30
0.66	0.57	2.20
0.69	0.54	1.85
0.62	0.46	3.00
0.91	0.80	2.06
0.77	0.60	1.97
0.74	0.60	1.80
0.70	0.52	2.06
0.60	0.47	1.79
0.50	0.37	2.04
0.74	0.56	2.33
0.42	0.44	1.83
0.53	0.39	1.74
1.00	0.99	2.04
0.84	0.65	2.64
0.93	0.82	1.81
0.81	0.66	2.03
0.54	0.42	2.04
1.00	1.00	0.69
0.83	0.69	2.60
0.03	-0.03	1.83
0.38	0.30	2.34
0.50	0.33	1.10
0.38	0.25	1.91
0.81	0.70	2.02
0.56	0.41	1.48
0.70	0.52	2.41
1.00	1.00	0.69
0.90	0.75	2.16
0.75	0.57	2.40
0.67	0.50	2.08
0.64	0.44	2.35
0.32	0.14	1.95
0.77	0.59	2.29
0.77	0.62	2.19
0.62	0.48	2.33
0.67	0.51	2.31
0.58	0.46	2.55
0.73	0.52	2.13
0.31	0.23	2.20
0.50	0.41	2.51
0.34	0.23	1.81
0.70	0.60	1.61
0.69	0.53	1.81
0.89	0.73	2.21
0.81	0.63	2.53
0.50	0.33	1.10
0.62	0.41	2.31
0.84	0.70	1.74
0.74	0.52	2.36
0.47	0.36	2.57
0.71	0.52	1.95
0.75	0.63	2.17
0.10	0.00	1.61
0.64	0.52	1.89
0.85	0.70	2.21
1.00	1.00	1.10
0.69	0.54	2.10
0.78	0.60	2.63
-0.46	-0.43	1.95
0.45	0.33	2.29
0.89	0.76	1.81
0.73	0.62	2.16
0.66	0.49	2.10
0.73	0.60	1.97
0.87	0.72	2.53
0.88	0.76	2.02
0.74	0.51	1.87
0.82	0.64	1.97
0.66	0.49	2.38
0.79	0.62	2.20
0.67	0.44	2.20
0.62	0.49	2.17
0.33	0.29	2.06
0.64	0.45	2.68
0.75	0.60	1.80
0.63	0.50	2.59
0.71	0.55	1.97
0.65	0.46	2.31
0.70	0.59	2.04
0.77	0.59	2.14
0.83	0.68	2.54
0.93	0.82	2.04
0.68	0.51	2.67
0.67	0.53	1.87
0.67	0.54	2.21
0.74	0.56	2.67
0.54	0.41	2.28
0.69	0.52	2.31
0.78	0.59	2.47
0.50	0.40	1.61
0.69	0.50	2.57
0.75	0.63	2.37
0.43	0.24	1.95
0.80	0.60	1.87
0.71	0.53	1.74
0.74	0.59	2.60
0.36	0.30	2.10
0.64	0.48	2.79
0.50	0.38	1.87
0.53	0.33	2.53
0.71	0.53	2.13
0.83	0.73	1.79
0.64	0.48	1.89
0.70	0.52	2.46
0.55	0.41	2.49
0.81	0.64	2.58
0.78	0.61	2.41
0.77	0.57	2.52
0.78	0.64	1.75
0.79	0.62	2.60
0.67	0.51	2.69
0.74	0.57	2.57
0.78	0.59	2.34
0.09	0.07	1.79
0.66	0.60	1.79
0.62	0.49	2.73
0.56	0.41	2.37
0.75	0.56	2.40
0.80	0.60	2.25
0.59	0.47	2.44
0.75	0.51	2.40
0.73	0.52	1.95
0.69	0.56	2.40
0.74	0.60	1.75
0.66	0.44	2.35
0.51	0.37	2.17
0.73	0.57	2.35
0.76	0.57	2.06
0.79	0.64	1.97
0.58	0.32	1.97
0.80	0.63	2.36
0.79	0.67	2.43
0.69	0.51	2.20
0.54	0.41	2.06
0.77	0.62	2.03
0.66	0.47	2.17
0.86	0.73	2.03
0.50	0.38	2.28
0.55	0.43	2.55
0.50	0.36	2.41
0.71	0.51	2.14
1.00	1.00	1.10
0.33	0.21	1.89
0.85	0.69	2.30
0.80	0.63	2.58
0.76	0.58	2.27
0.72	0.51	2.13
0.67	0.53	2.51
0.75	0.55	1.56
0.87	0.74	1.99
0.76	0.57	2.08
0.47	0.34	2.43
0.63	0.42	2.30
0.72	0.53	2.29
0.41	0.29	2.71
0.69	0.49	2.12
0.79	0.64	2.44
0.85	0.71	2.06
0.74	0.58	2.16
0.79	0.59	2.33
0.71	0.55	2.67
0.58	0.43	2.17
0.51	0.34	2.29
0.62	0.44	2.44
0.79	0.60	2.10
0.80	0.61	2.46
0.35	0.26	2.36
0.57	0.42	2.41
0.58	0.44	2.02
0.68	0.48	2.44
0.43	0.33	2.31
0.73	0.61	2.13
0.75	0.57	2.02
0.10	0.00	2.20
0.76	0.56	2.76
0.53	0.37	2.36
0.82	0.65	2.47
1.00	1.00	0.69
0.78	0.63	1.95
0.74	0.59	2.31
0.76	0.64	1.85
0.75	0.60	2.58
0.82	0.65	2.20
0.50	0.39	2.21
0.32	0.22	1.95
0.94	0.82	2.43
0.84	0.68	2.67
0.71	0.54	2.04
0.88	0.71	2.56
0.50	0.37	2.37
0.76	0.52	2.27
0.42	0.31	1.99
0.70	0.55	2.67
0.84	0.67	2.24
0.61	0.52	1.95
0.51	0.42	2.21
0.61	0.44	1.83
0.60	0.40	1.61
0.67	0.51	2.27
0.57	0.40	1.90
0.76	0.56	2.51
0.67	0.51	2.38
0.85	0.65	2.79
0.47	0.34	3.10
0.80	0.67	1.39
0.84	0.68	1.99
0.76	0.58	2.48
0.84	0.69	1.97
0.80	0.67	1.39
0.74	0.58	2.34
0.69	0.54	2.31
0.63	0.48	2.31
0.63	0.48	2.36
0.82	0.62	2.44
0.63	0.49	2.07
0.64	0.49	2.10
0.86	0.72	2.14
0.56	0.41	2.64
0.95	0.83	1.97
0.46	0.36	2.01
0.83	0.65	2.28
0.69	0.56	2.10
0.26	0.19	2.10
0.65	0.48	2.16
0.70	0.60	1.61
0.65	0.45	2.55
0.49	0.36	2.47
0.52	0.40	2.27
0.87	0.70	2.57
0.55	0.44	2.13
0.70	0.60	1.61
0.67	0.52	2.03
0.62	0.45	1.90
0.89	0.73	1.79
0.60	0.40	1.61
0.60	0.42	2.38
0.69	0.49	2.16
0.79	0.60	1.90
0.19	0.14	2.08
0.49	0.40	2.14
0.62	0.44	2.03
0.50	0.33	1.10
0.42	0.29	2.30
0.75	0.60	2.40
0.82	0.67	2.57
0.68	0.51	2.30
0.76	0.63	1.95
0.29	0.24	1.95
0.82	0.66	2.27
0.71	0.52	2.46
0.65	0.42	2.03
0.85	0.70	2.34
0.49	0.37	2.17
0.52	0.34	2.36
0.65	0.52	1.89
0.30	0.23	2.27
0.35	0.23	2.17
0.78	0.63	1.85
0.61	0.49	1.67
0.81	0.68	1.75
