Spearman	Kendall	MutualInformation
0.30	0.21	2.56
0.89	0.73	1.79
0.18	0.13	3.04
1.00	1.00	0.69
0.80	0.67	1.39
0.18	0.21	2.56
0.49	0.37	3.22
0.32	0.22	3.18
-0.14	-0.09	2.40
0.09	0.08	3.26
0.27	0.16	2.89
0.50	0.33	1.10
0.43	0.27	2.77
0.67	0.50	2.08
0.62	0.50	2.20
0.07	0.06	3.40
-1.00	-1.00	1.10
0.83	0.73	1.79
0.39	0.26	2.71
-0.42	-0.28	2.89
0.52	0.42	2.40
0.34	0.21	3.33
0.79	0.64	2.30
1.00	1.00	0.69
0.72	0.53	2.40
-0.13	-0.10	2.64
0.19	0.08	2.64
0.07	0.05	3.43
0.38	0.25	3.18
0.36	0.27	3.56
0.10	0.00	1.61
0.47	0.32	3.64
0.60	0.33	1.39
0.80	0.60	1.61
0.48	0.33	3.14
-0.36	-0.29	2.30
0.80	0.67	1.39
0.30	0.20	1.61
0.14	0.10	3.04
0.80	0.67	1.39
0.15	0.06	2.89
-0.25	-0.18	3.09
0.29	0.14	2.08
0.17	0.07	2.08
0.67	0.56	2.20
0.37	0.25	3.22
0.41	0.31	2.89
0.44	0.29	2.83
0.50	0.33	1.10
0.37	0.26	2.71
0.56	0.42	3.00
-0.14	-0.12	2.71
0.56	0.37	2.94
-0.08	-0.05	2.71
0.12	0.03	3.22
0.50	0.33	1.10
0.50	0.33	1.10
0.10	0.12	2.77
0.57	0.43	1.95
0.07	0.07	2.83
0.54	0.33	2.56
-0.19	-0.10	2.71
0.55	0.28	2.20
0.50	0.33	1.10
-1.00	-1.00	0.69
0.44	0.30	2.64
0.50	0.33	1.10
0.16	0.08	3.00
-0.32	-0.24	1.95
0.60	0.47	1.79
0.00	0.01	3.33
0.25	0.17	3.14
0.90	0.80	1.61
0.16	0.13	2.56
0.17	0.08	2.64
0.50	0.33	1.10
-0.08	-0.07	3.26
-0.40	-0.33	1.39
-0.04	-0.04	3.04
0.69	0.50	2.89
0.50	0.33	2.71
-0.46	-0.38	2.64
0.50	0.33	1.10
0.67	0.52	2.48
-1.00	-1.00	0.69
0.26	0.16	2.83
0.39	0.27	2.40
-1.00	-1.00	1.10
0.54	0.38	3.30
-0.03	0.01	3.22
0.07	0.03	2.64
0.02	-0.03	2.77
0.15	0.12	2.71
-0.11	-0.08	2.77
-0.02	-0.11	2.30
0.90	0.80	1.61
0.50	0.32	2.64
0.33	0.24	2.40
0.52	0.43	2.08
0.60	0.41	3.00
0.01	0.01	3.18
-1.00	-1.00	0.69
0.27	0.21	2.48
-0.41	-0.39	2.48
0.29	0.23	2.64
0.41	0.31	3.09
0.76	0.59	2.56
-0.00	-0.01	3.00
0.26	0.15	3.14
0.36	0.23	2.89
-0.06	-0.06	3.56
0.00	0.00	2.08
0.70	0.60	1.61
-0.17	-0.13	3.47
0.36	0.24	2.89
-1.00	-1.00	0.69
0.16	0.11	3.22
0.40	0.27	2.89
0.33	0.20	2.30
0.79	0.64	2.08
0.38	0.28	2.71
0.15	0.09	3.18
0.89	0.81	1.95
-0.13	-0.09	2.71
0.50	0.34	3.30
0.45	0.30	3.14
-0.19	-0.14	3.61
0.14	0.05	3.22
0.45	0.33	3.50
-0.21	-0.07	2.30
-0.32	-0.22	3.09
0.30	0.24	2.40
0.22	0.16	2.40
0.46	0.33	3.58
0.00	0.02	2.40
0.42	0.29	3.87
0.22	0.11	2.94
-0.09	-0.05	2.40
0.07	0.05	3.14
0.26	0.15	3.22
0.38	0.25	2.77
-0.07	-0.07	2.30
0.25	0.18	3.47
0.06	0.09	2.71
0.30	0.22	2.83
0.26	0.21	3.38
0.57	0.45	2.48
-0.43	-0.39	2.20
0.51	0.33	3.43
0.19	0.12	2.94
-0.25	-0.17	3.30
0.04	-0.01	2.64
0.00	0.00	2.08
-0.43	-0.31	2.40
0.17	0.10	2.71
0.23	0.19	3.43
-0.17	-0.14	2.08
0.45	0.28	2.83
-0.04	-0.08	3.22
0.29	0.15	2.77
0.33	0.21	2.08
0.19	0.11	3.14
0.15	0.11	3.00
0.46	0.30	3.30
0.47	0.35	2.89
0.30	0.21	3.26
0.67	0.57	2.08
0.33	0.22	2.20
0.55	0.45	2.64
0.34	0.21	3.37
0.45	0.33	2.56
0.19	0.16	2.64
0.23	0.16	3.00
0.03	0.02	3.33
0.71	0.52	1.95
0.45	0.31	2.94
0.45	0.32	3.58
0.39	0.26	3.78
-0.01	0.00	3.33
-0.52	-0.48	2.48
0.18	0.10	3.87
0.10	0.07	2.08
0.31	0.20	3.76
0.54	0.33	2.48
-0.66	-0.60	1.79
0.21	0.14	4.01
0.35	0.20	2.40
-0.10	0.00	1.61
0.48	0.32	2.64
-0.14	-0.09	3.09
0.60	0.38	3.18
0.10	0.07	2.83
0.46	0.36	3.00
0.29	0.21	2.83
0.39	0.27	2.40
0.00	0.02	2.77
0.14	0.20	1.79
0.23	0.14	3.30
-0.10	-0.11	2.20
0.38	0.22	2.20
-0.30	-0.23	2.89
0.45	0.28	2.77
0.43	0.20	1.79
0.50	0.38	2.30
0.13	0.10	2.89
0.37	0.28	2.89
0.04	0.00	2.48
0.02	0.03	2.71
0.70	0.50	2.20
0.06	0.04	3.00
0.20	0.12	2.71
0.02	0.03	2.64
-0.20	-0.15	3.33
0.16	0.10	2.89
0.35	0.22	3.26
0.05	-0.01	2.64
0.28	0.08	2.56
0.32	0.21	2.64
0.32	0.23	3.14
0.79	0.71	1.95
-0.52	-0.35	2.40
0.17	0.16	2.71
0.30	0.20	2.89
-0.07	-0.07	2.08
0.31	0.20	3.04
-0.29	-0.18	2.77
0.41	0.19	2.89
0.13	0.12	2.48
0.62	0.43	2.08
-0.37	-0.33	1.79
0.12	0.12	2.71
-0.35	-0.28	2.20
0.19	0.15	3.76
0.51	0.38	2.83
-0.14	-0.16	2.71
-0.07	-0.06	3.26
-0.14	-0.08	2.64
0.10	0.09	3.33
0.23	0.14	3.53
0.31	0.23	3.40
0.11	0.08	3.14
0.01	-0.01	3.04
-0.02	-0.05	2.77
-0.43	-0.29	3.14
0.29	0.21	3.14
0.28	0.16	3.37
0.22	0.19	3.04
0.28	0.16	2.64
0.74	0.52	3.04
0.52	0.34	3.30
0.27	0.18	2.48
0.27	0.17	3.33
0.44	0.33	2.94
0.65	0.48	3.69
0.21	0.12	2.89
-0.14	-0.09	3.47
-0.13	-0.09	3.66
0.08	0.06	3.40
0.33	0.20	2.94
-0.07	-0.05	3.69
-0.22	-0.14	2.64
-0.41	-0.25	2.77
0.03	0.03	3.99
0.28	0.21	3.26
0.04	0.06	3.18
-0.08	-0.06	3.09
0.16	0.13	2.77
-0.05	-0.09	2.40
0.03	0.04	3.43
0.19	0.16	2.94
-0.06	-0.03	2.83
0.34	0.23	2.89
0.96	0.90	1.95
0.38	0.25	3.56
0.03	0.00	2.56
0.29	0.16	2.71
-0.14	-0.13	3.47
0.41	0.26	3.50
-0.26	-0.20	2.30
0.47	0.29	2.94
0.30	0.21	3.37
0.77	0.60	1.79
0.00	0.01	3.14
0.03	0.02	2.30
0.30	0.20	1.61
0.00	-0.05	2.56
0.55	0.38	2.40
0.64	0.47	2.64
0.00	0.01	3.33
0.01	0.01	2.71
0.41	0.33	2.30
0.14	0.08	3.00
0.13	0.15	2.56
0.37	0.27	2.48
-0.37	-0.33	1.79
0.28	0.16	3.87
-0.35	-0.24	3.00
0.25	0.19	3.64
0.26	0.19	2.94
-0.13	-0.10	2.83
0.26	0.21	2.56
0.30	0.20	3.09
0.27	0.18	2.83
0.10	0.06	3.22
0.05	-0.03	2.71
0.02	-0.01	2.83
0.23	0.17	2.20
-0.18	-0.13	2.77
0.12	0.12	2.77
0.48	0.32	3.43
-0.05	-0.07	3.22
0.28	0.19	2.89
-0.01	0.02	2.89
-0.07	-0.13	2.56
0.47	0.38	2.77
0.27	0.23	3.09
0.68	0.48	3.30
-0.22	-0.17	3.30
0.31	0.19	2.64
0.05	0.05	3.47
0.07	0.00	2.20
0.24	0.20	3.00
0.57	0.44	2.56
0.64	0.46	3.58
-0.13	-0.11	3.00
nan	nan	0.00
0.03	0.02	2.40
0.54	0.33	1.79
0.23	0.14	3.33
0.15	0.11	3.18
0.24	0.18	3.09
0.23	0.08	2.89
0.30	0.21	2.56
0.27	0.19	3.22
-0.02	0.01	2.64
0.43	0.20	1.79
0.49	0.33	1.79
0.59	0.39	3.22
-0.01	0.01	3.22
0.36	0.25	2.64
0.29	0.21	3.30
0.30	0.24	2.30
0.40	0.25	3.00
-0.67	-0.50	2.08
0.05	0.09	2.71
0.03	-0.02	2.30
-0.12	-0.10	2.56
-0.26	-0.16	2.71
-0.06	-0.06	3.00
0.15	0.12	2.48
0.02	-0.01	2.83
-0.40	-0.31	3.00
0.02	-0.00	3.28
-0.34	-0.23	2.56
0.15	0.06	2.48
0.06	0.00	3.50
0.18	0.16	2.89
0.44	0.31	3.50
0.36	0.24	2.48
0.40	0.26	3.33
0.54	0.33	3.76
0.21	0.11	3.22
-0.19	-0.14	3.26
0.30	0.24	3.09
0.25	0.15	3.50
0.19	0.13	3.40
0.04	-0.03	2.48
0.06	0.08	2.56
0.27	0.21	2.48
0.19	0.13	2.83
0.26	0.09	2.40
0.49	0.33	1.79
0.23	0.19	3.00
0.19	0.13	3.50
0.43	0.34	2.64
0.09	0.00	2.56
0.47	0.34	3.43
-0.07	-0.05	3.26
0.28	0.22	2.71
-0.60	-0.44	2.20
-0.14	-0.09	3.04
-0.15	-0.12	3.22
-0.01	-0.03	2.83
0.35	0.25	2.83
0.28	0.19	3.30
0.09	0.05	2.64
0.35	0.20	2.30
0.26	0.24	2.71
0.26	0.16	2.64
-0.54	-0.47	1.79
0.18	0.22	2.20
0.22	0.13	3.09
-0.47	-0.28	2.20
0.66	0.49	2.56
0.50	0.39	2.20
0.62	0.43	2.83
0.80	0.61	2.48
0.33	0.26	2.83
0.13	0.06	2.20
1.00	1.00	0.69
0.61	0.40	3.09
-0.13	-0.17	2.20
0.11	0.05	2.71
-0.50	-0.33	1.10
0.67	0.50	2.08
0.08	0.06	2.48
-0.25	-0.14	1.95
0.07	0.04	3.14
1.00	1.00	0.69
-0.29	-0.22	3.00
0.28	0.20	3.04
-0.02	0.00	2.08
0.18	0.12	3.18
0.46	0.33	1.95
0.01	0.02	2.89
0.16	0.12	3.09
0.76	0.62	3.09
0.19	0.13	2.56
-0.31	-0.23	3.22
0.02	0.03	2.89
-0.15	-0.13	2.83
0.56	0.38	2.83
-0.10	-0.06	2.48
0.00	-0.20	1.61
-0.29	-0.24	2.48
0.56	0.36	2.48
0.50	0.35	3.47
0.50	0.33	1.10
0.37	0.25	3.00
0.49	0.44	2.56
-0.01	-0.04	2.83
0.09	0.02	2.77
0.79	0.62	1.95
0.60	0.49	2.71
0.20	0.20	1.61
-0.65	-0.49	2.40
0.67	0.52	2.48
1.00	1.00	1.10
0.38	0.27	2.77
0.17	0.14	3.33
0.07	0.05	1.95
0.19	0.15	2.89
-0.31	-0.24	2.48
0.27	0.21	3.00
-0.21	-0.13	2.40
0.35	0.24	2.30
0.16	0.08	3.04
-0.34	-0.21	2.48
-0.21	-0.16	2.64
0.31	0.33	2.30
-0.14	-0.13	2.94
0.05	0.01	2.83
-0.08	-0.11	2.20
0.48	0.33	2.71
0.33	0.19	2.64
0.57	0.40	3.30
0.59	0.43	2.71
0.12	0.07	3.00
0.16	0.16	2.30
0.27	0.17	3.00
-0.25	-0.28	2.20
0.26	0.21	2.56
0.46	0.34	3.14
0.18	0.22	2.20
0.33	0.19	3.22
0.38	0.27	2.64
0.01	0.00	2.48
0.23	0.16	3.22
0.17	0.11	3.14
0.15	0.09	3.00
0.37	0.27	3.09
0.70	0.60	1.61
0.30	0.25	3.37
-0.69	-0.52	2.48
-0.25	-0.24	1.95
-0.09	-0.05	2.64
-0.23	-0.15	2.56
0.18	0.09	3.09
0.60	0.53	2.40
-0.47	-0.30	3.30
0.14	0.10	2.64
0.06	0.05	3.04
-0.32	-0.22	2.89
0.20	0.07	1.79
0.03	0.02	2.40
0.08	0.04	3.76
0.25	0.16	2.71
0.17	0.13	3.43
0.25	0.19	3.40
0.21	0.17	3.40
-0.01	0.11	2.30
0.05	0.03	3.09
-0.03	-0.01	3.43
0.07	0.04	3.37
0.28	0.21	3.37
0.26	0.20	1.79
0.66	0.47	1.79
0.12	0.10	3.18
0.04	-0.03	2.48
-0.19	-0.15	3.04
0.51	0.37	3.04
0.39	0.20	2.89
-0.56	-0.43	2.64
0.08	0.05	2.56
-0.04	-0.13	2.40
0.04	0.02	2.30
0.20	0.14	3.18
-0.04	0.01	2.71
0.12	0.09	3.18
0.22	0.19	2.64
0.54	0.37	2.89
-0.13	-0.16	2.30
0.36	0.32	2.83
-0.14	-0.12	3.22
-0.11	-0.06	2.83
-0.04	0.03	2.64
-0.34	-0.24	2.83
0.01	-0.03	2.71
0.34	0.28	2.83
-0.04	-0.04	3.14
0.13	0.11	3.22
-0.06	-0.05	3.14
0.16	0.10	2.56
-1.00	-1.00	1.10
0.00	-0.02	2.40
-0.07	-0.02	2.30
0.13	0.08	3.43
0.38	0.24	3.50
-0.31	-0.19	3.14
0.35	0.22	3.33
0.43	0.20	1.79
-0.01	0.01	2.71
0.67	0.43	2.08
0.62	0.42	2.77
0.15	0.09	3.22
-0.31	-0.20	3.40
0.10	0.07	2.89
-0.01	-0.00	3.43
0.01	0.01	3.30
-0.07	-0.03	2.64
-0.07	-0.05	3.00
0.09	0.05	3.09
-0.00	0.03	3.22
0.23	0.10	2.71
-0.10	-0.10	2.89
0.16	0.12	2.89
0.03	0.02	2.77
0.32	0.24	3.00
0.13	0.09	2.83
0.09	0.06	3.14
0.57	0.42	2.48
0.19	0.12	3.30
0.55	0.44	2.56
0.37	0.25	2.89
0.48	0.39	2.48
0.02	0.06	2.20
0.31	0.21	3.64
-0.02	0.03	2.83
0.42	0.30	3.64
1.00	1.00	0.69
-0.35	-0.26	2.56
0.24	0.20	3.00
0.26	0.16	2.83
0.17	0.14	3.43
0.31	0.22	2.83
-0.26	-0.15	2.48
-0.60	-0.49	2.56
0.63	0.47	2.77
0.33	0.19	3.14
-0.30	-0.17	2.20
-0.14	-0.11	3.30
0.16	0.06	3.26
0.30	0.18	2.77
-0.03	-0.03	2.71
0.32	0.20	3.14
0.49	0.30	2.64
-0.04	-0.05	1.95
-0.24	-0.15	2.48
0.63	0.39	2.20
0.10	0.00	1.61
0.61	0.42	2.40
-0.36	-0.24	2.94
-0.00	-0.01	3.33
0.47	0.33	2.94
0.44	0.28	3.37
0.08	0.07	0.47
0.40	0.33	1.39
0.14	0.10	2.71
0.30	0.21	3.18
-0.26	-0.16	2.30
0.80	0.67	1.39
-0.05	-0.03	2.71
-0.08	-0.13	2.56
-0.16	-0.18	2.56
0.12	0.07	3.43
-0.18	-0.14	3.30
0.00	-0.02	2.94
0.18	0.12	2.77
0.62	0.41	2.56
-0.03	-0.01	2.83
0.62	0.42	2.30
-0.49	-0.35	3.00
0.08	0.05	3.14
0.09	0.07	2.77
0.09	0.12	2.77
0.43	0.31	3.00
-0.30	-0.20	1.61
0.10	0.07	3.53
0.23	0.19	3.43
0.48	0.35	2.40
0.42	0.30	3.37
0.09	-0.02	2.89
0.40	0.40	1.61
0.18	0.13	2.83
-0.32	-0.22	2.94
-0.26	-0.20	1.79
-0.10	0.00	1.61
-0.02	0.01	2.94
-0.03	-0.02	2.30
-0.23	-0.13	2.94
0.26	0.29	2.08
0.29	0.23	2.56
-0.18	-0.12	2.83
-1.00	-1.00	1.10
0.67	0.51	2.30
-0.29	-0.16	2.40
-0.10	-0.07	2.77
-0.03	-0.02	3.81
0.56	0.38	2.56
-0.11	-0.14	1.95
-0.20	-0.18	2.77
0.13	0.11	3.37
0.43	0.29	2.83
0.32	0.20	2.71
0.35	0.24	2.71
-0.49	-0.37	2.83
-0.21	-0.13	2.40
-0.26	-0.15	2.77
0.01	0.01	2.71
-0.32	-0.25	2.83
0.60	0.43	2.08
0.11	0.14	1.95
