Spearman	Kendall	MutualInformation
-0.11	-0.14	1.95
0.44	0.32	2.64
-0.02	0.00	2.77
-0.10	-0.10	2.77
0.35	0.25	2.89
0.21	0.16	3.50
-0.15	-0.09	2.48
0.50	0.33	2.48
0.59	0.45	2.40
0.15	0.17	2.20
0.17	0.29	2.08
1.00	1.00	0.69
0.15	0.17	2.20
1.00	1.00	0.69
0.10	0.03	2.48
0.25	0.07	2.30
0.50	0.38	2.30
-0.03	-0.06	2.20
0.50	0.33	1.10
-1.00	-1.00	0.69
0.55	0.45	2.71
0.38	0.22	2.20
-0.14	-0.05	1.95
-0.05	-0.03	2.83
0.41	0.29	2.94
0.10	0.06	2.20
0.00	0.00	2.08
-0.21	-0.20	2.40
-0.80	-0.67	1.39
0.78	0.60	2.64
0.10	0.10	2.64
-0.20	0.00	1.39
0.27	0.16	2.64
0.50	0.33	1.10
-0.89	-0.73	1.79
0.50	0.40	1.61
0.02	-0.07	2.08
-0.50	-0.33	1.10
-0.50	-0.33	1.10
1.00	1.00	0.69
0.13	0.11	2.20
-0.04	-0.02	2.77
0.31	0.25	2.64
0.57	0.43	2.08
0.60	0.40	1.61
-0.20	0.00	1.39
-0.40	-0.33	1.39
-0.90	-0.80	1.61
0.19	0.12	2.64
-0.30	-0.20	1.61
0.50	0.33	1.10
-0.60	-0.40	1.61
-0.04	0.05	1.95
0.03	0.01	2.83
0.19	0.14	2.08
0.26	0.20	2.30
0.27	0.16	2.83
0.74	0.57	2.08
-0.60	-0.33	1.39
0.39	0.24	2.30
0.13	0.11	2.30
0.80	0.67	1.39
-0.09	-0.11	2.89
1.00	1.00	1.39
-0.13	-0.10	2.83
0.11	-0.05	1.95
-0.60	-0.47	1.79
0.43	0.27	2.48
0.80	0.67	1.39
-0.11	-0.08	3.56
0.38	0.23	2.64
0.39	0.27	2.48
0.40	0.40	1.61
0.20	0.20	1.61
0.05	0.08	2.56
0.50	0.38	2.77
0.28	0.18	2.48
0.54	0.43	1.95
0.50	0.40	1.61
-0.14	-0.05	1.95
0.25	0.18	2.71
0.46	0.34	3.14
0.29	0.19	3.33
0.39	0.24	1.95
0.50	0.33	1.10
-0.80	-0.67	1.39
1.00	1.00	1.39
0.37	0.20	1.79
0.42	0.30	3.43
-0.20	0.00	1.39
0.50	0.35	2.40
0.80	0.67	1.39
0.00	0.00	1.39
-0.11	-0.08	2.89
0.29	0.18	2.56
-0.80	-0.67	1.39
-0.42	-0.30	2.77
-0.10	0.00	1.61
-0.31	-0.21	2.64
0.05	0.05	2.40
0.70	0.60	1.61
0.77	0.61	2.20
0.22	0.20	2.71
-0.40	-0.40	1.61
-0.01	-0.07	2.30
0.38	0.29	2.08
0.77	0.60	2.40
0.07	0.09	2.40
0.27	0.22	2.20
0.72	0.58	2.48
0.46	0.33	3.04
0.34	0.24	3.85
0.48	0.36	3.22
-0.10	-0.07	3.30
-0.27	-0.21	2.48
0.75	0.52	1.95
0.31	0.33	1.79
0.27	0.16	3.47
0.20	0.12	3.04
0.62	0.49	2.56
0.14	0.14	2.08
-0.03	0.07	1.79
0.10	0.09	3.22
0.05	0.03	2.94
0.03	0.05	3.14
0.16	0.16	2.40
0.39	0.29	2.30
0.27	0.18	3.40
0.10	0.06	3.09
0.00	0.05	1.95
0.50	0.33	1.10
0.60	0.56	2.20
-0.01	0.03	2.56
0.21	0.17	3.53
0.27	0.20	3.43
0.10	0.06	3.22
0.04	0.04	3.14
0.70	0.60	1.61
-0.14	-0.16	2.30
0.05	0.00	2.08
0.60	0.40	1.61
-0.50	-0.39	2.20
0.20	0.13	3.04
-0.01	0.03	2.83
0.26	0.20	1.79
-0.21	-0.11	3.04
0.10	0.00	1.61
0.24	0.20	2.30
-1.00	-1.00	1.39
1.00	1.00	1.10
0.14	0.13	2.56
0.46	0.30	2.71
0.33	0.22	2.20
0.34	0.26	3.43
0.24	0.18	2.56
0.64	0.50	2.08
-0.20	0.00	1.39
-1.00	-1.00	0.69
0.19	0.14	2.08
-0.32	-0.24	2.30
-0.17	-0.16	2.40
-0.09	-0.04	2.83
0.18	0.13	3.22
1.00	1.00	0.69
-0.40	-0.33	1.39
-0.20	-0.07	1.79
0.48	0.36	2.08
0.27	0.24	2.71
0.30	0.19	3.00
0.60	0.47	1.79
0.60	0.40	1.61
1.00	1.00	0.69
0.04	0.05	1.95
0.07	0.05	2.40
0.30	0.28	2.56
0.48	0.33	2.77
0.31	0.22	3.26
0.35	0.25	3.22
0.27	0.18	2.77
0.40	0.27	3.09
-0.46	-0.27	2.64
0.29	0.15	3.04
0.40	0.40	1.61
0.60	0.40	1.61
0.32	0.28	2.20
-0.16	-0.10	2.56
-0.57	-0.52	1.95
0.69	0.45	2.40
-0.80	-0.67	1.39
0.27	0.15	2.56
0.23	0.16	3.26
0.31	0.21	2.08
0.03	0.07	1.79
0.15	0.07	2.71
0.36	0.30	2.94
0.43	0.33	1.95
-0.40	-0.36	2.08
0.06	0.10	2.77
0.48	0.33	3.37
0.28	0.22	3.18
0.13	0.09	3.30
0.62	0.47	2.64
-0.14	-0.24	1.95
-0.54	-0.47	1.79
0.79	0.50	2.08
0.39	0.30	2.94
0.54	0.43	1.95
0.32	0.24	2.40
0.60	0.40	1.61
0.30	0.20	1.61
-0.02	0.00	2.20
0.40	0.40	1.61
-1.00	-1.00	1.39
0.19	0.14	3.00
1.00	1.00	0.69
0.21	0.14	2.71
0.80	0.67	1.39
-0.40	-0.33	1.39
-0.57	-0.50	2.08
0.89	0.71	2.40
1.00	1.00	0.69
-0.33	-0.21	2.08
0.14	0.13	2.40
1.00	1.00	0.69
0.45	0.36	2.08
0.22	0.17	3.14
0.51	0.33	2.94
0.00	0.05	1.95
0.22	0.16	2.64
0.39	0.30	2.77
-0.31	-0.20	1.79
0.40	0.33	1.39
-1.00	-1.00	0.69
0.07	0.06	3.64
0.25	0.17	3.43
-0.11	-0.07	3.00
0.28	0.20	2.71
0.30	0.20	1.61
0.10	0.11	2.20
0.55	0.43	2.08
0.38	0.32	2.94
0.01	-0.03	2.48
0.71	0.47	1.79
0.54	0.43	1.95
0.70	0.60	1.61
1.00	1.00	1.61
0.50	0.33	2.20
0.40	0.33	1.39
0.50	0.33	1.10
0.57	0.43	1.95
0.77	0.60	1.79
0.47	0.22	2.20
0.35	0.25	3.61
0.30	0.20	2.71
0.36	0.36	2.08
0.26	0.16	3.18
0.32	0.24	1.95
0.07	0.07	2.30
0.15	0.10	2.77
-0.20	0.00	1.39
0.28	0.19	2.64
-1.00	-1.00	1.10
0.07	0.03	3.22
0.55	0.43	2.08
0.67	0.50	2.08
0.33	0.31	2.56
0.66	0.60	1.79
0.50	0.33	1.10
-0.04	-0.01	2.64
0.14	0.14	1.95
0.20	0.20	1.61
-0.09	-0.07	1.79
1.00	1.00	1.61
0.55	0.38	2.56
-0.44	-0.29	2.30
0.45	0.29	2.08
0.31	0.21	2.08
-0.57	-0.44	2.20
0.31	0.33	1.79
0.10	0.00	1.61
0.29	0.21	2.08
0.36	0.25	2.94
-1.00	-1.00	0.69
-0.37	-0.07	1.79
0.32	0.26	3.00
0.15	0.10	3.22
0.44	0.31	2.40
-0.12	-0.06	2.20
-0.40	-0.36	2.08
0.11	0.13	2.40
0.57	0.38	2.56
0.45	0.33	2.48
0.60	0.33	1.39
0.30	0.21	3.64
-0.36	-0.28	2.77
0.12	0.10	2.71
-0.04	-0.14	1.95
0.40	0.33	1.39
0.38	0.28	2.20
0.34	0.24	2.40
0.01	-0.02	2.94
-0.03	-0.05	2.56
0.95	0.86	2.08
0.27	0.24	2.48
0.63	0.45	2.40
-0.07	-0.07	2.08
0.80	0.67	1.39
-0.60	-0.40	1.61
0.30	0.20	1.61
0.16	0.14	2.89
0.03	0.00	2.20
-0.24	-0.21	2.56
0.01	0.07	2.77
-0.09	-0.04	3.09
0.11	0.07	2.77
0.29	0.07	2.08
0.40	0.33	2.20
0.09	0.07	1.79
0.60	0.33	1.39
0.42	0.28	3.18
0.15	0.13	2.94
0.70	0.60	1.61
0.17	0.21	2.08
0.56	0.45	2.40
-0.34	-0.27	2.48
0.32	0.33	2.20
0.54	0.43	1.95
0.31	0.27	2.48
-0.10	0.00	1.61
-0.71	-0.64	2.08
0.20	0.00	1.39
-0.17	-0.12	2.83
0.14	0.14	1.95
-0.23	-0.18	3.64
0.39	0.24	1.95
0.03	-0.06	2.20
-0.20	-0.20	1.61
0.34	0.23	2.56
0.68	0.56	2.30
-0.49	-0.33	1.79
-0.12	-0.08	2.94
0.48	0.33	2.20
0.07	0.05	2.40
-0.60	-0.47	1.79
-0.40	-0.33	1.39
0.00	0.20	1.61
0.48	0.29	2.08
-0.15	-0.12	3.00
0.19	0.14	2.08
1.00	1.00	0.69
1.00	1.00	1.10
0.43	0.20	1.79
0.21	0.12	2.71
0.10	0.00	1.61
0.25	0.17	3.58
0.53	0.44	2.20
0.25	0.18	3.22
0.34	0.30	2.64
-0.08	-0.06	2.20
0.38	0.26	2.71
0.24	0.15	2.77
0.33	0.24	3.40
0.28	0.20	3.69
0.16	0.13	2.56
0.30	0.12	2.64
0.18	0.08	3.04
0.55	0.28	2.20
0.00	0.14	2.08
0.70	0.60	1.61
0.03	-0.01	3.09
0.05	0.03	2.64
-0.05	-0.03	2.56
0.05	-0.02	2.40
0.76	0.57	2.08
-0.18	-0.11	3.37
0.14	0.07	2.08
0.36	0.24	2.30
0.67	0.44	2.20
0.50	0.33	1.10
0.50	0.36	2.08
0.21	0.19	3.30
-0.21	-0.11	2.30
0.50	0.33	1.10
-0.08	-0.11	2.20
0.43	0.31	2.40
0.41	0.26	3.66
0.15	0.13	3.14
0.54	0.42	2.30
-0.01	-0.06	2.48
0.13	0.09	3.22
0.22	0.12	2.71
0.20	0.11	2.20
0.11	0.08	3.71
0.37	0.26	2.56
1.00	1.00	0.69
-0.10	0.00	1.61
1.00	1.00	0.69
0.14	0.24	1.95
0.50	0.33	1.10
-0.60	-0.47	1.79
0.43	0.36	2.08
0.18	0.24	1.95
-1.00	-1.00	0.69
0.45	0.36	2.08
-0.43	-0.31	2.40
0.68	0.56	2.20
0.19	0.13	2.40
0.80	0.67	1.39
-0.40	-0.33	1.39
0.70	0.55	2.48
0.50	0.33	1.10
-0.20	0.00	1.39
1.00	1.00	0.69
0.17	0.11	3.14
0.37	0.33	1.79
-0.60	-0.33	1.39
0.30	0.21	3.00
-0.10	-0.07	2.08
0.50	0.33	1.10
0.20	0.20	1.61
0.50	0.33	1.10
0.31	0.20	1.79
0.25	0.11	2.20
0.57	0.43	1.95
0.60	0.47	1.79
-0.70	-0.60	1.61
0.22	0.13	2.56
0.52	0.43	2.08
0.24	0.11	2.30
0.35	0.17	2.20
-0.90	-0.80	1.61
-1.00	-1.00	0.69
0.80	0.67	1.39
0.19	0.11	2.30
0.30	0.20	1.61
0.60	0.33	1.39
0.36	0.24	1.95
1.00	1.00	0.69
0.32	0.20	3.26
0.50	0.33	1.10
0.40	0.40	1.61
0.50	0.33	1.10
0.60	0.33	1.39
0.10	0.00	1.61
0.30	0.20	1.61
-0.40	-0.33	1.39
-0.06	0.00	2.48
0.28	0.22	2.20
0.30	0.16	2.30
-0.14	-0.14	1.95
0.14	0.10	2.71
0.03	-0.07	1.79
0.57	0.43	1.95
0.00	0.00	1.39
1.00	1.00	1.10
0.04	-0.03	2.56
-0.20	0.00	1.39
0.20	0.16	2.30
0.70	0.60	1.61
0.32	0.29	2.30
0.43	0.20	1.79
-0.01	0.01	3.09
-0.26	-0.16	2.89
0.10	0.07	2.08
0.31	0.16	2.83
0.20	0.00	1.39
0.76	0.57	2.08
0.31	0.21	3.14
0.44	0.33	2.56
0.10	0.07	3.04
0.32	0.26	2.71
0.12	0.07	2.30
-0.07	0.00	2.08
-0.80	-0.67	1.39
0.82	0.62	1.95
0.41	0.27	2.48
1.00	1.00	0.69
0.57	0.44	2.20
-0.20	0.00	1.39
0.32	0.21	2.48
0.29	0.24	2.48
0.53	0.42	2.30
0.67	0.53	2.40
0.21	0.21	2.08
0.32	0.24	1.95
-1.00	-1.00	0.69
-0.07	0.02	2.40
0.36	0.28	2.77
-0.09	-0.07	1.79
-0.16	-0.12	2.48
0.19	0.14	2.08
0.26	0.20	1.79
0.59	0.38	2.56
0.18	0.14	1.95
0.20	0.20	1.61
-0.40	-0.33	1.39
0.37	0.07	1.79
0.11	-0.05	1.95
0.33	0.27	2.77
0.14	0.10	3.09
0.31	0.20	1.79
0.13	0.09	3.00
0.80	0.67	1.39
1.00	1.00	1.10
0.31	0.14	2.08
0.20	0.00	1.39
1.00	1.00	0.69
1.00	1.00	1.10
0.50	0.33	1.10
-0.50	-0.20	1.61
0.71	0.60	1.79
-0.70	-0.60	1.61
0.25	0.24	1.95
0.30	0.20	2.30
-0.23	-0.18	2.48
0.55	0.43	2.08
0.60	0.40	1.61
-1.00	-1.00	1.10
0.14	0.07	1.79
0.80	0.67	1.39
0.32	0.14	1.95
0.54	0.33	1.95
0.42	0.29	2.83
-0.05	-0.05	2.40
0.30	0.22	2.20
0.29	0.22	2.89
-0.01	0.01	2.94
0.35	0.24	2.83
0.22	0.17	3.43
0.03	0.03	3.78
0.37	0.28	2.20
0.14	0.11	2.89
1.00	1.00	1.39
0.40	0.33	1.39
-0.40	-0.33	1.39
0.80	0.67	1.39
-0.64	-0.50	2.08
-0.26	-0.13	2.77
-0.50	-0.33	1.10
-0.12	-0.08	3.09
-0.01	0.02	2.94
0.54	0.33	1.95
0.60	0.33	1.39
0.05	0.11	2.20
1.00	1.00	0.69
0.20	0.20	1.61
0.64	0.52	1.95
1.00	1.00	0.69
1.00	1.00	1.10
0.40	0.33	1.39
0.50	0.33	1.10
0.15	0.16	2.40
1.00	1.00	0.69
1.00	1.00	0.69
0.14	0.10	2.89
0.79	0.57	2.08
0.50	0.33	1.10
0.50	0.33	1.10
-1.00	-1.00	0.69
0.40	0.31	2.40
-0.17	-0.12	2.48
0.80	0.67	1.39
0.40	0.33	1.39
0.60	0.33	1.39
-1.00	-1.00	0.69
1.00	1.00	0.69
0.10	0.00	1.61
0.57	0.40	3.00
0.03	-0.07	1.79
0.44	0.31	2.56
0.04	0.05	2.56
0.10	0.00	1.61
0.47	0.37	2.71
-0.30	-0.20	1.61
-0.34	-0.24	2.40
-0.40	-0.33	1.39
0.35	0.23	2.94
0.20	0.20	1.61
0.90	0.80	1.61
-0.20	0.00	1.39
0.29	0.14	1.95
-0.07	-0.14	2.08
0.17	0.11	2.20
0.09	0.09	2.40
0.60	0.33	1.39
-0.32	-0.24	1.95
0.58	0.44	2.56
0.00	0.00	1.39
0.08	0.03	2.48
0.00	0.03	2.71
1.00	1.00	0.69
1.00	1.00	1.10
0.45	0.30	2.48
-0.12	-0.07	2.83
0.34	0.28	2.71
-0.00	-0.02	2.94
0.77	0.60	1.79
0.31	0.14	2.08
0.43	0.31	2.40
-0.31	-0.16	2.30
0.60	0.40	1.61
0.60	0.40	1.61
0.49	0.38	2.77
0.02	0.03	2.71
-1.00	-1.00	1.10
0.21	0.15	2.94
-0.02	0.01	3.09
0.31	0.21	3.58
-0.16	-0.16	2.71
0.11	0.05	1.95
-0.50	-0.33	1.10
0.42	0.29	2.30
-0.18	-0.14	1.95
0.31	0.24	2.48
0.11	0.06	2.89
0.52	0.37	3.09
0.35	0.29	2.30
0.06	0.01	3.09
0.48	0.36	2.08
0.17	0.06	2.20
0.80	0.60	1.61
0.46	0.31	2.40
0.31	0.20	1.79
0.17	0.06	2.20
0.50	0.39	2.48
0.50	0.33	1.10
0.29	0.21	2.08
0.14	0.33	1.79
0.04	0.05	1.95
0.22	0.16	2.71
-0.14	-0.20	1.79
0.50	0.33	1.10
-0.11	-0.06	2.83
0.11	0.05	1.95
0.42	0.22	2.20
-0.19	-0.07	2.08
0.21	0.18	2.48
0.59	0.42	2.48
0.75	0.62	1.95
0.94	0.87	1.79
1.00	1.00	1.10
1.00	1.00	0.69
-0.10	0.00	1.61
0.60	0.47	1.79
0.77	0.64	2.30
0.29	0.22	2.77
0.64	0.50	2.71
0.13	0.14	2.64
0.39	0.33	2.30
0.54	0.42	2.30
0.40	0.28	2.71
1.00	1.00	1.10
0.44	0.33	2.30
0.80	0.67	1.39
0.47	0.29	2.30
0.57	0.43	1.95
0.27	0.11	2.20
-0.40	-0.20	2.40
0.42	0.28	3.43
0.50	0.40	1.61
0.26	0.19	2.64
0.28	0.28	2.20
-0.01	0.00	2.83
0.00	-0.01	2.71
-0.30	-0.20	1.61
0.17	0.10	2.89
0.41	0.31	3.04
0.52	0.38	2.30
-0.18	-0.11	2.20
-0.04	-0.05	3.26
0.03	0.09	2.40
0.18	0.12	3.42
0.38	0.26	2.94
0.35	0.24	3.26
0.13	0.09	2.48
0.37	0.33	1.79
0.54	0.38	2.30
1.00	1.00	1.39
1.00	1.00	0.69
0.59	0.41	2.89
0.08	0.01	2.83
-0.37	-0.33	1.79
-0.05	-0.02	2.30
-0.50	-0.33	1.10
0.13	0.10	2.64
-0.12	0.00	2.08
-0.03	-0.03	2.56
0.89	0.73	1.79
0.70	0.60	1.61
0.54	0.41	3.33
0.05	0.04	3.58
0.40	0.33	1.39
0.50	0.37	2.71
0.28	0.27	2.64
0.08	0.07	3.53
0.22	0.16	3.58
-0.47	-0.39	2.20
-0.40	-0.40	1.61
0.54	0.41	2.56
0.24	0.17	3.04
0.22	0.16	2.71
0.39	0.31	2.83
-0.03	-0.02	2.30
0.59	0.43	2.64
0.46	0.43	1.95
0.60	0.40	1.61
-0.50	-0.33	1.10
0.11	0.06	3.09
-0.05	-0.07	2.30
-0.05	-0.07	2.30
-0.56	-0.41	2.56
0.50	0.33	1.10
0.57	0.28	2.20
0.42	0.28	2.83
1.00	1.00	1.10
1.00	1.00	0.69
0.30	0.22	2.94
0.63	0.43	3.04
-0.05	-0.02	2.40
-0.04	0.05	1.95
-0.60	-0.33	1.39
-0.29	-0.24	1.95
0.21	0.07	2.08
-0.50	-0.40	1.61
0.60	0.40	1.61
0.20	0.20	1.61
0.07	0.04	3.64
0.19	0.16	2.64
0.60	0.33	1.79
0.32	0.22	2.89
-0.20	-0.20	1.79
0.76	0.57	2.08
0.50	0.33	1.10
-0.20	-0.12	2.48
0.38	0.27	2.48
0.66	0.60	1.79
0.23	0.15	3.04
0.40	0.33	1.39
0.30	0.20	1.61
0.09	0.08	3.14
0.09	0.20	1.79
-0.23	-0.16	2.89
0.50	0.20	1.61
0.60	0.47	1.79
0.40	0.33	1.39
-0.28	-0.20	2.30
-0.07	-0.07	2.08
0.60	0.40	1.61
nan	nan	0.00
0.61	0.43	1.95
0.54	0.33	1.79
-0.40	-0.33	1.39
0.61	0.33	1.95
0.29	0.19	3.22
0.77	0.60	1.79
0.68	0.52	1.95
0.80	0.67	1.39
0.01	0.02	2.40
-0.26	-0.20	1.79
0.18	0.06	2.20
-0.33	-0.21	2.08
0.34	0.22	2.77
0.05	0.05	2.94
0.48	0.35	2.77
0.51	0.42	3.09
0.75	0.60	2.30
-0.50	-0.40	1.61
-0.30	-0.20	1.61
0.29	0.22	3.00
1.00	1.00	0.69
1.00	1.00	0.69
0.22	0.11	2.20
0.45	0.29	2.08
0.23	0.17	2.20
0.45	0.28	2.20
-0.20	0.00	1.39
0.40	0.33	1.39
0.30	0.20	2.30
-0.04	0.05	1.95
0.30	0.21	2.64
-0.40	-0.33	1.39
0.08	0.08	2.64
0.40	0.33	1.39
-0.30	-0.20	1.61
0.22	0.20	2.30
0.38	0.24	3.22
0.43	0.31	2.40
0.15	0.07	2.83
0.80	0.60	1.61
-1.00	-1.00	1.39
1.00	1.00	1.10
-0.19	-0.15	2.48
1.00	1.00	1.10
-0.45	-0.33	2.20
0.13	0.06	2.20
0.08	0.06	2.20
0.52	0.29	2.30
-0.03	-0.06	2.20
-0.50	-0.33	1.10
0.73	0.51	2.56
0.50	0.40	1.61
-1.00	-1.00	0.69
-0.60	-0.33	1.39
0.45	0.31	2.94
0.82	0.67	2.20
-0.02	-0.04	2.83
0.12	0.09	3.14
-0.16	-0.12	2.77
0.17	0.15	2.48
0.21	0.17	2.94
0.57	0.43	2.08
0.45	0.36	2.48
0.80	0.67	1.39
-0.19	-0.18	2.56
0.55	0.39	2.20
0.15	0.12	3.04
-0.13	-0.11	2.20
1.00	1.00	0.69
-0.25	-0.16	3.04
0.70	0.56	2.30
0.26	0.20	1.79
-0.14	-0.10	2.56
0.45	0.33	2.30
0.70	0.60	1.61
-0.29	-0.24	1.95
0.49	0.33	1.79
0.08	0.06	3.00
-0.70	-0.60	1.61
0.30	0.20	1.61
-0.21	-0.16	2.89
0.35	0.23	2.56
-0.07	-0.06	2.20
0.10	0.14	2.08
-0.40	-0.33	1.39
0.14	0.03	2.48
0.10	0.04	2.94
0.54	0.33	1.79
0.62	0.43	2.08
0.14	0.05	1.95
0.30	0.16	2.30
0.37	0.33	1.79
0.11	0.07	3.58
0.19	0.14	2.71
0.27	0.20	2.71
0.24	0.15	3.22
0.40	0.36	2.08
-0.26	-0.20	2.30
0.62	0.43	2.08
-0.50	-0.36	2.48
0.31	0.21	2.48
1.00	1.00	0.69
0.35	0.20	2.30
-0.14	-0.11	2.89
0.26	0.36	2.08
-1.00	-1.00	0.69
0.03	-0.01	2.64
0.10	0.07	2.08
0.46	0.35	2.71
-0.14	-0.07	2.08
0.43	0.20	1.79
-1.00	-1.00	1.10
0.34	0.22	2.71
0.33	0.29	2.08
0.03	0.02	2.30
0.25	0.24	1.95
-0.06	-0.07	2.83
0.15	0.09	2.40
0.70	0.60	1.61
-0.26	-0.20	1.79
0.60	0.40	1.61
0.63	0.47	2.77
0.33	0.23	2.77
-0.10	-0.07	2.08
1.00	1.00	0.69
0.80	0.67	1.39
-0.50	-0.33	1.10
-0.02	0.02	2.30
-0.29	-0.05	1.95
-0.40	-0.33	1.39
0.17	0.16	2.40
0.57	0.43	1.95
0.49	0.33	1.79
-0.30	-0.20	1.61
0.40	0.28	2.56
0.48	0.31	2.40
0.09	0.06	2.89
-0.14	-0.07	2.08
-0.54	-0.47	1.79
0.90	0.80	1.61
-0.06	-0.03	2.77
0.43	0.47	1.79
1.00	1.00	0.69
-0.50	-0.40	1.61
0.29	0.23	2.56
1.00	1.00	1.39
-1.00	-1.00	0.69
-0.08	-0.06	2.83
-0.02	0.01	2.64
-0.30	-0.20	1.61
-0.54	-0.47	1.79
0.19	0.16	2.30
0.66	0.47	1.79
0.62	0.49	2.40
1.00	1.00	1.10
0.12	0.10	2.64
0.49	0.33	1.79
0.50	0.33	1.10
-0.31	-0.21	2.08
-1.00	-1.00	1.39
0.45	0.35	2.40
0.21	0.14	1.95
