Spearman	Kendall	MutualInformation
0.65	0.53	2.40
0.23	0.16	2.40
0.24	0.15	3.00
0.71	0.54	2.56
0.69	0.53	3.30
0.76	0.54	2.71
0.47	0.31	2.56
0.83	0.63	3.14
0.38	0.25	2.64
0.45	0.42	2.30
0.46	0.28	3.00
0.58	0.41	3.00
0.42	0.34	3.04
0.76	0.53	2.77
0.52	0.29	2.30
0.59	0.43	3.22
0.51	0.38	2.64
0.66	0.47	3.33
0.46	0.34	3.37
0.66	0.59	2.56
0.13	0.11	2.20
0.07	0.10	2.64
0.55	0.42	2.40
1.00	1.00	1.10
0.65	0.46	3.26
0.61	0.44	2.56
0.21	0.14	2.89
0.32	0.24	1.95
1.00	1.00	1.10
-1.00	-1.00	0.69
0.53	0.38	3.26
0.36	0.25	3.30
0.63	0.48	2.77
0.34	0.24	3.26
0.50	0.35	2.71
0.63	0.44	3.22
0.55	0.36	2.56
nan	nan	0.00
0.86	0.71	1.95
0.19	0.14	2.71
0.60	0.40	1.61
0.45	0.32	3.22
0.30	0.23	2.89
0.76	0.61	3.00
0.15	0.08	2.64
0.40	0.33	1.39
0.55	0.40	3.04
0.32	0.24	2.94
-0.05	0.00	2.48
0.41	0.29	3.18
0.78	0.63	2.64
0.39	0.23	2.89
-0.50	-0.33	1.10
0.45	0.28	3.00
0.72	0.54	2.64
0.45	0.36	2.48
0.76	0.57	2.94
0.46	0.43	1.95
0.66	0.44	3.30
0.84	0.67	2.40
0.64	0.49	2.89
0.81	0.64	2.08
0.79	0.60	2.77
0.03	0.02	2.77
0.62	0.46	2.83
0.00	0.00	1.39
0.55	0.46	3.26
0.54	0.39	2.89
0.89	0.73	1.79
0.63	0.45	2.64
0.56	0.42	2.77
-0.18	-0.11	2.20
0.59	0.47	2.77
0.37	0.31	2.89
0.82	0.63	2.77
0.73	0.58	2.71
0.71	0.59	2.56
0.52	0.39	3.22
0.55	0.43	2.08
0.75	0.57	3.18
0.54	0.36	3.43
0.90	0.80	1.61
0.14	-0.02	2.30
0.77	0.60	1.79
0.50	0.33	3.22
0.31	0.18	2.48
0.20	0.12	2.48
-0.40	-0.33	1.39
0.42	0.29	2.30
0.70	0.56	2.20
0.27	0.22	2.89
0.30	0.22	3.18
0.70	0.52	3.14
0.60	0.40	1.61
0.57	0.41	2.83
0.59	0.42	3.09
0.78	0.54	2.56
0.33	0.21	3.47
0.55	0.38	3.50
0.42	0.39	2.20
0.50	0.33	1.10
1.00	1.00	1.39
0.63	0.45	3.26
0.77	0.58	2.71
0.76	0.54	2.71
0.89	0.76	2.64
0.76	0.58	3.04
0.46	0.32	3.18
0.35	0.20	3.18
0.67	0.44	2.20
-0.15	-0.11	2.20
0.41	0.30	3.18
0.96	0.90	1.95
0.78	0.61	3.00
0.48	0.37	3.30
0.50	0.35	3.14
0.77	0.62	2.56
0.33	0.22	2.20
0.80	0.67	1.39
0.45	0.31	3.56
0.59	0.42	2.48
0.50	0.36	3.71
0.52	0.41	3.00
0.57	0.36	2.56
0.94	0.87	1.79
0.35	0.26	3.04
-1.00	-1.00	0.69
0.40	0.33	1.39
0.61	0.41	2.56
0.45	0.33	3.22
0.71	0.57	3.18
0.40	0.31	2.40
0.43	0.32	3.26
0.43	0.33	2.89
1.00	1.00	1.10
0.83	0.63	2.77
0.12	0.07	2.08
0.80	0.61	2.20
0.36	0.26	3.40
-1.00	-1.00	1.10
0.49	0.33	1.79
0.42	0.33	2.71
0.41	0.28	2.89
0.53	0.38	2.40
0.74	0.52	3.33
0.31	0.24	2.30
1.00	1.00	0.69
0.56	0.42	2.40
-0.02	-0.01	2.64
0.36	0.25	2.64
0.30	0.21	3.43
0.66	0.48	3.18
0.47	0.34	3.56
0.50	0.20	1.61
0.62	0.43	3.64
1.00	1.00	1.39
0.60	0.40	1.61
0.57	0.42	3.14
-0.15	-0.07	2.30
1.00	1.00	1.39
0.70	0.60	1.61
0.56	0.43	3.04
1.00	1.00	1.39
0.78	0.57	2.89
0.55	0.36	3.09
0.21	0.14	2.08
0.62	0.50	2.08
0.53	0.39	2.20
0.40	0.28	3.22
0.54	0.39	2.89
0.52	0.38	2.83
-0.50	-0.33	1.10
0.74	0.56	2.71
0.60	0.48	3.00
0.39	0.24	2.71
0.69	0.51	2.94
0.51	0.43	2.71
0.47	0.35	3.22
0.50	0.33	1.10
1.00	1.00	1.10
0.55	0.38	2.77
0.79	0.71	1.95
0.27	0.19	2.83
0.63	0.44	2.56
0.29	0.20	2.71
0.67	0.50	2.20
0.50	0.33	1.10
-1.00	-1.00	0.69
0.52	0.38	2.64
-0.50	-0.33	1.10
0.33	0.23	3.00
0.68	0.52	1.95
1.00	1.00	1.79
0.36	0.25	3.33
0.34	0.23	3.14
0.90	0.80	1.61
0.12	0.10	2.56
0.53	0.43	2.64
1.00	1.00	1.10
0.37	0.24	3.26
-0.40	-0.33	1.39
0.48	0.34	3.04
0.69	0.49	2.89
0.59	0.45	2.71
0.54	0.41	2.64
1.00	1.00	1.10
0.77	0.58	2.48
-1.00	-1.00	0.69
0.26	0.19	2.83
0.68	0.45	2.40
1.00	1.00	1.10
0.41	0.28	3.30
0.46	0.33	3.22
0.71	0.54	2.64
0.48	0.37	2.77
0.49	0.35	2.71
0.38	0.30	2.77
0.59	0.47	2.30
0.70	0.60	1.61
0.71	0.52	2.64
0.39	0.31	2.40
0.48	0.43	2.08
0.69	0.52	3.00
0.17	0.15	3.18
1.00	1.00	0.69
0.56	0.33	2.48
0.85	0.67	2.48
0.41	0.34	2.64
0.55	0.42	3.09
0.58	0.38	2.56
0.58	0.43	3.00
0.67	0.49	3.14
0.69	0.53	2.89
0.20	0.15	3.56
0.86	0.71	2.08
1.00	1.00	1.61
0.10	0.06	3.47
0.55	0.41	2.89
-1.00	-1.00	0.69
0.49	0.37	3.22
0.58	0.41	2.89
0.30	0.24	2.30
0.83	0.71	2.08
0.50	0.31	2.71
0.25	0.17	3.18
0.75	0.62	1.95
0.44	0.35	2.71
0.56	0.41	3.30
0.61	0.45	3.14
0.46	0.33	3.61
0.68	0.50	3.22
0.63	0.48	3.50
0.35	0.24	2.30
-0.38	-0.28	3.09
0.37	0.24	2.40
0.45	0.35	2.40
0.51	0.35	3.58
-0.20	-0.20	2.40
0.53	0.36	3.87
0.32	0.22	2.94
0.69	0.45	2.40
0.68	0.48	3.14
0.21	0.14	3.22
0.73	0.55	2.77
0.43	0.29	2.30
0.71	0.56	3.47
0.37	0.31	2.71
0.46	0.34	2.83
0.43	0.33	3.97
0.72	0.61	2.48
0.67	0.50	2.20
0.72	0.52	3.43
0.63	0.47	2.94
0.28	0.22	3.30
0.21	0.23	2.64
0.74	0.64	2.08
0.34	0.16	2.40
0.49	0.39	2.71
0.38	0.26	3.43
0.10	0.00	2.08
0.79	0.59	2.83
0.50	0.37	3.22
0.61	0.47	2.77
0.48	0.36	2.08
0.17	0.10	3.14
0.60	0.42	3.00
0.44	0.32	3.30
0.76	0.61	2.89
0.68	0.51	3.26
0.76	0.71	2.08
0.62	0.56	2.20
0.50	0.30	2.64
0.43	0.35	3.37
0.28	0.21	2.56
0.62	0.52	2.64
0.53	0.41	3.00
0.30	0.19	3.33
0.64	0.43	1.95
0.61	0.47	2.94
0.58	0.41	3.58
0.58	0.42	3.78
0.45	0.29	3.33
0.36	0.24	2.48
0.55	0.38	3.87
0.40	0.21	2.08
0.74	0.56	3.76
0.59	0.48	2.48
0.94	0.87	1.79
0.53	0.39	4.01
0.45	0.31	2.40
0.70	0.60	1.61
0.58	0.45	2.64
0.67	0.48	3.09
0.75	0.57	3.18
0.47	0.34	2.83
0.37	0.25	3.00
0.58	0.44	2.83
0.65	0.45	2.40
0.50	0.35	2.77
0.43	0.20	1.79
0.38	0.26	3.30
0.37	0.28	2.20
0.70	0.44	2.20
0.57	0.41	2.89
0.77	0.63	2.77
0.71	0.60	1.79
0.78	0.64	2.30
0.76	0.59	2.89
0.44	0.29	2.89
0.27	0.18	2.48
0.70	0.54	2.71
0.88	0.72	2.20
0.34	0.23	3.00
0.34	0.26	2.71
0.53	0.38	2.64
0.60	0.47	3.33
0.57	0.42	2.89
0.45	0.31	3.26
0.76	0.56	2.64
0.39	0.33	2.56
0.62	0.49	2.64
0.67	0.49	3.14
0.86	0.71	1.95
0.55	0.38	2.40
0.75	0.58	2.71
0.66	0.50	2.89
0.76	0.57	2.08
0.75	0.59	3.04
0.73	0.53	2.77
0.55	0.35	2.89
0.62	0.45	2.48
0.55	0.43	2.08
0.37	0.20	1.79
0.43	0.30	2.71
0.13	0.11	2.20
0.66	0.48	3.76
0.70	0.51	2.83
0.60	0.45	2.71
0.52	0.39	3.26
0.44	0.30	2.64
0.26	0.21	3.33
0.39	0.30	3.53
0.49	0.33	3.40
0.33	0.24	3.14
0.52	0.33	3.04
0.58	0.45	2.77
0.51	0.37	3.14
0.35	0.27	3.14
0.65	0.48	3.37
0.31	0.21	3.04
0.35	0.25	2.64
0.54	0.43	3.04
0.57	0.40	3.30
0.63	0.42	2.48
0.58	0.47	3.33
0.78	0.64	2.94
0.78	0.58	3.69
0.35	0.25	2.89
0.26	0.17	3.47
0.50	0.32	3.66
0.40	0.29	3.40
0.70	0.53	2.94
0.50	0.34	3.69
0.32	0.27	2.64
0.82	0.63	2.77
0.53	0.38	3.99
0.48	0.35	3.26
0.58	0.43	3.18
0.24	0.14	3.09
0.54	0.40	2.77
0.41	0.24	2.40
0.52	0.37	3.43
0.44	0.36	2.94
0.63	0.50	2.83
0.87	0.69	2.89
0.75	0.62	1.95
0.80	0.60	3.56
0.57	0.41	2.56
0.59	0.43	2.71
0.43	0.27	3.47
0.42	0.29	3.50
0.67	0.51	2.30
0.85	0.66	2.94
0.23	0.14	3.37
0.94	0.87	1.79
0.49	0.34	3.14
0.79	0.64	2.30
0.90	0.80	1.61
0.31	0.23	2.56
0.52	0.35	2.40
0.72	0.56	2.64
0.48	0.34	3.33
0.30	0.22	2.71
0.59	0.47	2.30
0.69	0.53	3.00
0.53	0.36	2.56
0.68	0.48	2.48
-0.09	-0.20	1.79
0.43	0.30	3.87
0.73	0.57	3.00
0.69	0.48	3.64
0.67	0.49	2.94
0.76	0.56	2.83
0.66	0.51	2.56
0.39	0.26	3.09
0.72	0.51	2.83
0.61	0.42	3.22
0.51	0.37	2.71
0.65	0.44	2.83
0.50	0.33	2.20
0.05	0.03	2.77
0.21	0.12	2.77
0.38	0.29	3.43
0.50	0.36	3.22
0.37	0.28	2.89
0.22	0.18	2.89
0.32	0.26	2.56
0.53	0.42	2.77
0.41	0.28	3.09
0.77	0.56	3.30
0.65	0.49	3.30
0.31	0.19	2.64
0.44	0.32	3.47
0.82	0.72	2.20
0.53	0.40	3.00
0.71	0.54	2.56
0.63	0.42	3.58
0.45	0.31	3.00
0.60	0.42	3.87
0.41	0.31	2.40
0.66	0.47	1.79
0.37	0.24	3.33
0.54	0.38	3.18
0.64	0.49	3.09
0.41	0.22	2.89
0.52	0.38	2.56
0.62	0.46	3.22
0.16	0.12	2.64
0.43	0.47	1.79
0.89	0.73	1.79
0.72	0.51	3.22
0.42	0.27	3.22
0.72	0.56	2.64
0.54	0.40	3.30
0.78	0.60	2.30
0.58	0.40	3.00
0.38	0.29	2.08
0.53	0.39	2.71
0.77	0.60	2.30
0.85	0.72	2.56
0.32	0.22	2.71
0.39	0.28	3.00
0.57	0.48	2.48
0.62	0.43	2.83
0.62	0.48	3.00
0.72	0.54	3.28
0.25	0.21	2.56
0.34	0.21	2.48
0.41	0.28	3.50
0.57	0.41	2.89
0.54	0.38	3.50
0.86	0.73	2.48
0.52	0.35	3.33
0.55	0.40	3.76
0.60	0.43	3.22
0.31	0.21	3.26
0.61	0.45	3.09
0.31	0.20	3.50
0.51	0.37	3.40
0.34	0.18	2.48
0.40	0.28	2.56
0.85	0.70	2.48
0.76	0.60	2.83
0.70	0.56	2.40
0.37	0.20	1.79
0.42	0.29	3.00
0.69	0.49	3.50
0.66	0.43	2.64
0.51	0.38	2.56
0.46	0.30	3.43
0.20	0.10	3.26
0.33	0.22	2.71
0.53	0.39	2.20
0.10	0.05	3.04
0.35	0.27	3.22
0.02	0.01	2.83
0.38	0.21	2.83
0.47	0.35	3.30
0.68	0.49	2.64
0.56	0.42	2.30
0.39	0.35	2.71
0.68	0.54	2.64
0.66	0.47	1.79
0.08	0.11	2.20
0.75	0.53	3.09
0.13	0.11	2.20
0.47	0.33	2.56
0.90	0.78	2.20
0.79	0.57	2.83
0.73	0.58	2.48
0.80	0.59	2.83
0.77	0.61	2.20
1.00	1.00	0.69
0.60	0.47	3.09
-0.12	-0.06	2.20
0.32	0.30	2.71
0.50	0.33	1.10
0.43	0.29	2.08
0.52	0.42	2.48
0.50	0.43	1.95
0.35	0.28	3.14
1.00	1.00	0.69
0.57	0.44	3.00
0.53	0.41	3.04
0.74	0.64	2.08
0.70	0.52	3.18
0.96	0.90	1.95
0.68	0.53	2.89
0.62	0.49	3.09
0.62	0.44	3.09
0.24	0.15	2.56
0.63	0.45	3.22
0.33	0.31	2.89
0.20	0.15	2.83
0.79	0.60	2.83
0.67	0.45	2.48
0.90	0.80	1.61
0.55	0.45	2.48
0.78	0.58	2.48
0.64	0.47	3.47
0.50	0.33	1.10
0.49	0.39	3.00
0.47	0.36	2.56
0.70	0.54	2.83
0.24	0.15	2.77
0.79	0.62	1.95
0.80	0.62	2.71
0.40	0.40	1.61
0.12	0.09	2.40
0.71	0.58	2.48
1.00	1.00	1.10
0.61	0.50	2.77
0.53	0.39	3.33
0.29	0.14	1.95
0.54	0.37	2.89
0.41	0.30	2.48
0.56	0.39	3.00
0.57	0.53	2.40
0.79	0.69	2.30
0.46	0.31	3.04
0.52	0.30	2.48
0.53	0.38	2.64
0.62	0.47	2.30
0.29	0.18	2.94
0.60	0.41	2.83
0.25	0.11	2.20
0.44	0.35	2.71
0.43	0.30	2.64
0.76	0.57	3.30
0.73	0.60	2.71
0.40	0.28	3.00
0.87	0.69	2.30
0.34	0.29	3.00
0.55	0.39	2.20
0.50	0.33	2.56
0.61	0.45	3.14
0.57	0.44	2.20
0.57	0.40	3.22
0.49	0.34	2.64
0.76	0.61	2.48
0.57	0.37	3.22
0.31	0.25	3.14
0.54	0.42	3.00
0.68	0.47	3.09
0.30	0.20	1.61
0.40	0.30	3.37
0.66	0.48	2.48
0.50	0.33	1.95
0.39	0.32	2.64
0.58	0.44	2.56
0.75	0.58	3.09
0.73	0.53	2.40
0.15	0.08	3.30
0.35	0.19	2.64
0.61	0.41	3.04
0.02	0.02	2.89
0.71	0.47	1.79
0.39	0.31	2.40
0.55	0.41	3.76
0.44	0.31	2.71
0.62	0.46	3.43
0.48	0.34	3.40
0.54	0.38	3.40
0.41	0.38	2.30
0.44	0.32	3.09
0.50	0.35	3.43
0.42	0.31	3.37
0.65	0.47	3.37
0.37	0.33	1.79
0.49	0.33	1.79
0.61	0.43	3.18
0.31	0.24	2.48
0.57	0.38	3.04
0.65	0.44	3.04
-0.01	-0.01	2.89
0.35	0.25	2.64
0.78	0.64	2.56
0.74	0.56	2.40
0.70	0.56	2.30
0.24	0.13	3.18
0.27	0.24	2.71
0.55	0.38	3.18
0.56	0.45	2.64
0.68	0.52	2.89
0.43	0.33	2.30
0.53	0.38	2.83
0.32	0.22	3.22
0.45	0.34	2.83
0.40	0.27	2.64
0.37	0.29	2.83
0.77	0.58	2.71
0.46	0.38	2.83
0.48	0.37	3.14
0.46	0.34	3.22
0.48	0.32	3.14
0.32	0.28	2.56
1.00	1.00	1.10
-0.22	-0.13	2.40
0.56	0.51	2.30
0.41	0.29	3.43
0.46	0.36	3.50
0.48	0.34	3.14
0.53	0.39	3.33
0.94	0.87	1.79
0.12	0.12	2.71
0.62	0.36	2.08
0.60	0.45	2.77
0.41	0.30	3.22
0.43	0.28	3.40
0.49	0.40	2.89
0.21	0.13	3.43
0.22	0.16	3.30
0.35	0.25	2.64
0.55	0.37	3.00
0.71	0.53	3.09
0.53	0.39	3.22
0.33	0.20	2.71
0.68	0.48	2.89
0.48	0.31	2.89
0.62	0.43	2.77
0.50	0.38	3.00
0.46	0.35	2.83
0.34	0.23	3.14
0.92	0.79	2.48
0.46	0.34	3.30
0.90	0.79	2.56
0.39	0.32	2.89
0.50	0.33	2.48
0.38	0.22	2.20
0.64	0.48	3.64
0.17	0.15	2.83
0.70	0.53	3.64
1.00	1.00	0.69
0.34	0.28	2.56
0.48	0.37	3.00
0.61	0.44	2.83
0.62	0.43	3.43
0.71	0.53	2.83
0.22	0.18	2.48
0.27	0.26	2.56
0.76	0.63	2.77
0.62	0.46	3.14
0.05	0.11	2.20
0.64	0.46	3.30
0.75	0.59	3.26
0.49	0.37	2.77
0.65	0.47	2.71
0.68	0.49	3.14
0.69	0.52	2.64
0.29	0.24	1.95
0.64	0.45	2.48
0.32	0.22	2.20
0.10	0.00	1.61
0.29	0.27	2.40
0.30	0.18	2.94
0.63	0.49	3.33
0.24	0.17	2.94
0.66	0.48	3.37
0.48	0.35	3.91
0.40	0.33	1.39
0.72	0.54	2.71
0.65	0.47	3.18
0.53	0.33	2.30
0.80	0.67	1.39
0.40	0.20	2.71
0.84	0.69	2.56
0.67	0.51	2.56
0.52	0.37	3.43
0.68	0.53	3.30
0.37	0.27	2.94
0.53	0.38	2.77
0.76	0.62	2.56
0.53	0.41	2.83
0.90	0.73	2.30
0.35	0.24	3.00
0.54	0.41	3.14
0.47	0.35	2.77
0.02	0.02	2.77
0.30	0.21	3.00
0.80	0.60	1.61
0.00	-0.02	3.53
0.55	0.39	3.43
0.55	0.45	2.40
0.71	0.60	3.37
0.26	0.16	2.89
0.50	0.40	1.61
0.70	0.54	2.83
0.65	0.47	2.94
0.83	0.73	1.79
0.50	0.20	1.61
0.60	0.42	2.94
0.67	0.51	2.30
0.37	0.31	2.94
0.10	0.07	2.08
0.38	0.31	2.56
-0.32	-0.24	2.83
1.00	1.00	1.10
0.38	0.29	2.30
0.55	0.31	2.40
0.54	0.43	2.77
0.42	0.29	3.81
0.79	0.62	2.56
0.64	0.52	1.95
0.78	0.60	2.77
0.69	0.50	3.37
0.16	0.21	2.83
0.30	0.22	2.71
0.54	0.39	2.71
0.35	0.29	2.83
0.63	0.49	2.40
0.59	0.50	2.77
0.36	0.28	2.71
0.66	0.51	2.83
0.67	0.50	2.08
0.39	0.33	1.95
