Spearman	Kendall	MutualInformation
-0.40	-0.33	1.39
0.50	0.33	1.10
0.90	0.80	1.61
0.54	0.33	1.79
0.60	0.40	1.61
0.79	0.62	1.95
0.10	0.00	1.61
0.55	0.41	3.00
0.32	0.24	1.95
0.40	0.33	1.39
0.60	0.33	1.39
0.90	0.78	2.20
0.56	0.42	2.40
1.00	1.00	1.10
0.27	0.18	2.48
0.52	0.43	2.08
0.87	0.66	2.94
0.86	0.68	2.69
0.90	0.80	1.61
0.74	0.59	2.83
0.43	0.47	1.79
0.40	0.33	1.39
1.00	1.00	1.79
0.15	0.18	2.71
0.80	0.67	1.39
-0.31	-0.18	2.48
0.09	0.07	1.79
0.46	0.31	3.04
0.84	0.65	3.26
-0.60	-0.33	1.39
0.19	0.18	2.56
0.82	0.71	1.95
0.29	0.23	2.64
0.80	0.67	1.39
0.71	0.53	3.14
0.31	0.18	2.48
0.77	0.61	3.18
0.43	0.32	2.77
0.73	0.57	3.14
0.73	0.52	2.64
0.26	0.21	2.08
0.64	0.53	2.40
0.83	0.73	1.79
-0.03	0.07	1.79
0.15	0.15	2.94
0.37	0.33	1.79
0.71	0.56	2.40
0.40	0.33	1.39
0.39	0.24	3.00
0.60	0.47	1.79
0.77	0.67	2.40
0.81	0.64	2.48
0.19	0.00	2.08
-1.00	-1.00	0.69
0.54	0.43	3.26
0.50	0.40	1.61
0.65	0.46	2.56
0.60	0.40	1.61
0.18	0.14	1.95
0.43	0.20	1.79
0.37	0.28	2.56
0.37	0.24	2.30
-0.70	-0.60	1.61
-0.20	0.00	1.39
0.37	0.20	1.79
0.81	0.62	3.33
0.50	0.35	2.89
0.79	0.59	3.09
0.26	0.20	1.79
0.37	0.29	3.00
0.37	0.33	1.79
0.76	0.57	2.08
0.80	0.60	1.61
1.00	1.00	0.69
1.00	1.00	1.10
0.50	0.33	1.10
0.31	0.20	1.79
0.26	0.20	1.79
0.82	0.62	1.95
0.19	0.14	2.08
0.47	0.28	2.20
0.84	0.63	2.64
0.81	0.64	2.08
0.85	0.69	2.30
0.50	0.33	1.10
0.65	0.44	2.20
0.52	0.36	2.08
0.74	0.57	2.08
0.71	0.62	1.95
0.67	0.47	2.71
0.80	0.67	2.20
0.77	0.60	2.30
0.30	0.19	2.64
0.66	0.47	2.30
0.67	0.51	3.09
-0.40	-0.33	1.39
0.55	0.41	2.89
0.14	0.07	2.77
0.62	0.45	3.40
0.64	0.46	4.09
0.46	0.38	2.56
0.45	0.29	3.00
0.90	0.80	1.61
0.90	0.80	1.61
0.40	0.40	1.61
0.73	0.55	2.48
0.74	0.60	2.77
0.94	0.87	1.79
0.63	0.46	3.18
0.65	0.48	3.00
0.57	0.43	1.95
0.30	0.20	1.61
0.71	0.61	2.48
1.00	1.00	0.69
0.51	0.42	2.40
0.80	0.67	1.39
1.00	1.00	0.69
-0.60	-0.33	1.39
0.40	0.33	1.39
-0.40	-0.33	1.39
0.73	0.51	2.56
1.00	1.00	0.69
1.00	1.00	0.69
0.69	0.48	2.77
0.33	0.29	2.08
0.80	0.67	1.39
1.00	1.00	1.61
0.50	0.33	1.10
0.58	0.42	2.40
-1.00	-1.00	0.69
0.64	0.49	2.64
1.00	1.00	1.10
0.50	0.40	1.61
0.68	0.52	1.95
1.00	1.00	1.10
1.00	1.00	1.10
0.94	0.87	1.79
0.70	0.53	2.89
0.10	0.00	1.61
0.66	0.51	2.56
0.59	0.45	2.77
0.36	0.25	2.64
0.67	0.50	2.71
0.03	-0.07	1.79
0.25	0.16	2.40
0.80	0.67	1.39
0.67	0.50	2.20
0.73	0.53	2.83
-0.31	-0.14	2.08
-0.50	-0.40	1.61
0.40	0.33	1.39
0.46	0.43	1.95
0.37	0.33	2.20
0.25	0.20	2.30
0.80	0.61	2.48
0.49	0.33	1.79
0.27	0.16	2.89
-1.00	-1.00	1.39
0.63	0.44	2.56
0.25	0.18	2.71
-0.50	-0.33	1.10
0.64	0.43	2.08
0.50	0.33	1.10
0.20	0.00	1.39
0.91	0.78	2.40
0.61	0.40	2.94
0.54	0.35	2.77
0.53	0.33	3.04
0.68	0.51	2.30
0.79	0.62	1.95
0.80	0.67	2.20
0.35	0.27	2.40
0.67	0.50	2.83
0.79	0.62	1.95
0.50	0.20	1.61
0.39	0.27	2.77
0.75	0.57	2.77
0.76	0.56	2.40
0.77	0.62	2.83
0.27	0.18	3.04
0.54	0.38	3.64
0.67	0.48	3.04
0.54	0.47	1.79
0.30	0.20	1.61
0.54	0.41	2.56
0.77	0.60	1.79
0.58	0.44	3.50
0.65	0.47	3.09
0.61	0.49	2.40
0.68	0.52	3.00
0.31	0.21	2.08
0.57	0.41	2.64
0.40	0.33	1.39
0.47	0.27	2.40
0.71	0.62	1.95
0.82	0.62	1.95
0.64	0.47	2.83
0.40	0.33	1.39
0.28	0.27	2.40
-0.30	-0.20	1.61
1.00	1.00	1.61
0.57	0.38	3.30
0.85	0.72	2.20
0.82	0.62	1.95
0.86	0.64	2.08
0.54	0.38	2.56
0.56	0.35	2.40
0.35	0.20	2.30
0.64	0.45	2.48
0.57	0.43	2.08
0.75	0.62	1.95
-0.40	-0.33	1.39
-1.00	-1.00	1.10
0.10	0.07	2.08
0.64	0.43	1.95
0.75	0.56	2.64
0.67	0.48	2.77
0.51	0.35	2.94
0.72	0.51	3.09
0.27	0.13	2.56
0.54	0.29	2.30
0.76	0.64	2.08
0.74	0.58	2.48
0.20	0.00	1.39
0.50	0.45	2.40
0.73	0.56	2.20
-0.60	-0.47	1.79
0.23	0.13	2.56
0.59	0.41	3.50
0.80	0.60	1.61
0.83	0.64	2.56
0.68	0.52	1.95
0.67	0.46	3.04
0.59	0.45	2.64
0.89	0.73	1.79
0.94	0.85	2.40
0.78	0.58	3.26
0.46	0.36	2.48
0.21	0.14	2.08
0.75	0.59	3.37
0.16	0.16	2.40
0.68	0.49	3.69
0.53	0.39	2.71
0.40	0.27	2.77
0.78	0.59	3.14
-0.40	-0.33	1.39
-0.09	-0.07	1.79
0.58	0.41	3.00
0.91	0.75	2.71
0.66	0.47	1.79
0.54	0.42	2.48
1.00	1.00	0.69
0.55	0.38	3.14
0.82	0.61	2.20
-0.80	-0.67	1.39
1.00	1.00	1.95
0.79	0.62	1.95
0.40	0.33	1.39
0.82	0.63	3.58
0.52	0.39	2.71
0.42	0.28	3.14
0.75	0.56	3.14
0.63	0.45	3.74
0.69	0.52	3.66
0.81	0.71	2.40
0.68	0.50	2.20
0.89	0.73	2.48
0.64	0.45	3.83
0.85	0.65	2.77
0.79	0.62	1.95
0.49	0.36	2.56
0.57	0.50	2.08
0.24	0.14	2.08
-1.00	-1.00	0.69
0.62	0.49	3.22
0.33	0.16	2.64
0.12	0.05	2.71
0.86	0.71	2.40
0.50	0.33	1.10
-0.14	-0.07	2.08
0.66	0.49	2.89
1.00	1.00	1.10
1.00	1.00	0.69
0.83	0.65	3.56
0.20	0.13	2.40
0.68	0.52	1.95
-0.40	-0.33	1.39
0.62	0.39	2.20
0.50	0.33	2.20
0.30	0.20	1.61
-0.31	-0.20	1.79
0.85	0.67	2.77
0.77	0.60	1.79
0.55	0.40	3.89
0.66	0.53	2.40
0.54	0.43	1.95
0.74	0.56	3.00
0.40	0.33	1.39
0.93	0.81	1.95
0.40	0.33	1.39
0.35	0.27	2.64
0.29	0.21	2.08
0.71	0.60	1.79
0.53	0.38	3.14
0.80	0.67	1.39
0.25	0.20	2.40
0.41	0.28	3.16
-0.03	0.07	1.79
1.00	1.00	1.10
0.51	0.40	2.89
0.89	0.73	1.79
0.60	0.33	1.39
0.62	0.43	2.08
0.80	0.67	1.39
0.59	0.42	2.30
0.00	0.20	1.61
1.00	1.00	1.39
0.68	0.52	1.95
0.54	0.33	1.95
0.43	0.33	2.20
0.57	0.41	3.14
1.00	1.00	1.10
0.94	0.87	1.79
0.40	0.33	1.39
0.85	0.72	2.20
1.00	1.00	0.69
0.04	-0.05	1.95
-0.10	0.00	1.61
0.07	0.06	2.20
0.76	0.60	2.64
0.40	0.29	3.18
0.78	0.58	2.89
0.53	0.37	3.09
0.53	0.38	2.30
0.31	0.20	1.79
-1.00	-1.00	1.10
0.49	0.38	2.30
0.43	0.33	1.79
1.00	1.00	0.69
0.50	0.33	1.10
0.63	0.44	3.18
0.71	0.50	2.08
0.60	0.43	2.08
0.42	0.31	2.40
-0.70	-0.60	1.61
1.00	1.00	1.10
0.80	0.67	1.39
-0.60	-0.40	1.61
0.54	0.33	1.95
0.66	0.60	1.79
0.52	0.42	2.48
1.00	1.00	1.61
0.35	0.21	2.56
-0.21	-0.14	1.95
0.10	0.00	1.61
0.49	0.38	2.56
0.67	0.48	3.09
0.78	0.61	2.20
0.62	0.45	2.64
0.50	0.20	1.61
0.40	0.33	1.39
0.80	0.67	1.39
0.30	0.27	2.40
-0.50	-0.33	1.10
-0.05	-0.14	2.08
0.43	0.33	1.79
0.32	0.24	1.95
0.65	0.47	2.83
0.57	0.42	2.40
0.43	0.36	2.08
0.69	0.55	2.48
0.80	0.67	1.39
1.00	1.00	0.69
0.73	0.50	2.20
0.60	0.40	1.61
0.70	0.54	2.71
0.72	0.58	2.48
0.62	0.51	2.94
0.52	0.40	3.30
0.69	0.57	2.08
0.34	0.23	3.00
0.38	0.28	2.83
0.53	0.39	3.33
0.48	0.28	2.20
1.00	1.00	1.39
0.35	0.23	2.56
0.45	0.32	2.64
0.40	0.32	3.00
0.74	0.56	2.71
1.00	1.00	1.10
0.80	0.60	3.00
0.52	0.33	2.30
0.32	0.24	1.95
0.53	0.42	2.48
0.29	0.19	3.03
0.00	-0.05	1.95
0.60	0.45	3.53
0.22	0.22	2.20
0.80	0.67	1.39
0.57	0.41	3.00
0.21	0.13	2.56
0.45	0.28	2.71
0.81	0.69	1.56
0.90	0.80	1.61
0.32	0.23	2.56
0.33	0.22	3.14
0.58	0.39	2.20
0.64	0.62	1.95
0.83	0.60	1.79
0.25	0.21	2.56
0.47	0.32	3.74
0.65	0.46	3.04
0.58	0.40	2.77
0.27	0.11	2.20
0.23	0.16	2.83
0.23	0.17	2.20
0.96	0.90	1.95
0.19	0.07	2.08
0.13	0.12	2.64
0.45	0.31	2.71
0.41	0.30	2.71
0.55	0.37	2.89
0.86	0.71	1.95
0.42	0.31	2.83
0.75	0.52	1.95
0.59	0.46	2.83
-0.31	-0.21	2.08
0.54	0.43	1.95
1.00	1.00	0.69
0.77	0.52	2.64
0.28	0.20	2.30
-1.00	-1.00	0.69
0.70	0.54	2.56
0.61	0.52	1.95
0.40	0.29	2.89
0.50	0.33	1.95
0.40	0.40	1.61
0.60	0.47	1.79
0.54	0.47	1.79
0.10	0.12	2.48
0.64	0.45	2.71
-1.00	-1.00	0.69
0.20	0.20	1.61
1.00	1.00	1.10
0.03	0.06	2.20
1.00	1.00	1.10
0.60	0.47	1.79
1.00	1.00	1.10
0.76	0.57	2.08
0.57	0.43	1.95
0.43	0.33	1.79
0.50	0.33	1.95
0.41	0.31	2.56
0.72	0.58	2.71
0.77	0.58	2.64
0.62	0.45	2.64
-0.04	-0.14	1.95
0.90	0.80	1.61
0.58	0.35	2.77
1.00	1.00	0.69
0.80	0.67	1.39
0.66	0.49	2.71
0.69	0.52	2.77
0.05	0.05	2.64
0.28	0.16	2.71
0.76	0.64	2.40
0.67	0.45	2.40
0.00	-0.05	2.56
0.60	0.40	1.61
0.45	0.26	3.00
1.00	1.00	1.61
1.00	1.00	0.69
0.43	0.33	1.79
0.66	0.47	1.79
0.46	0.33	2.56
0.69	0.57	2.08
0.94	0.87	1.79
0.20	0.20	1.61
0.39	0.25	3.04
0.33	0.11	2.20
1.00	1.00	1.10
0.64	0.44	3.33
0.31	0.33	1.79
0.07	0.14	1.95
0.80	0.60	1.61
0.67	0.50	2.20
0.40	0.33	1.39
0.71	0.57	2.77
0.48	0.36	2.08
0.50	0.33	1.10
0.86	0.71	1.95
0.88	0.75	2.71
-0.10	0.00	1.61
0.58	0.44	2.89
0.69	0.47	3.00
0.49	0.34	2.64
-1.00	-1.00	0.69
0.94	0.87	1.79
0.62	0.48	2.48
0.54	0.47	1.79
0.29	0.21	2.56
0.50	0.33	1.10
0.50	0.33	1.10
0.73	0.56	2.83
0.90	0.80	1.61
0.60	0.45	3.14
-0.43	-0.33	2.30
0.78	0.57	2.94
0.54	0.47	1.79
0.73	0.52	2.89
