Spearman	Kendall	MutualInformation
0.56	0.42	2.94
0.20	0.06	2.48
0.80	0.63	3.18
0.60	0.45	2.64
0.68	0.48	2.89
1.00	1.00	1.10
0.84	0.64	3.00
0.72	0.52	2.64
0.75	0.61	2.48
0.72	0.56	2.94
0.86	0.71	1.95
0.79	0.56	3.30
0.50	0.38	2.40
0.63	0.45	2.89
0.62	0.50	2.08
0.84	0.70	2.77
0.50	0.35	2.77
0.85	0.66	2.83
0.80	0.67	1.39
0.72	0.54	3.26
0.58	0.40	2.89
0.66	0.60	1.79
0.75	0.58	2.64
0.62	0.48	2.77
-0.08	-0.11	2.20
0.76	0.58	2.77
0.66	0.44	2.89
0.71	0.55	2.77
0.49	0.31	2.71
0.72	0.59	2.56
0.55	0.40	3.22
0.67	0.50	2.08
0.57	0.38	3.18
0.76	0.56	3.43
1.00	1.00	1.61
0.16	0.07	2.30
0.89	0.73	1.79
0.75	0.59	3.22
0.48	0.36	2.48
0.41	0.30	2.48
0.40	0.33	1.39
0.70	0.51	2.30
0.70	0.56	2.20
0.33	0.23	2.89
0.74	0.54	3.18
0.68	0.50	3.14
0.90	0.80	1.61
-0.18	-0.13	2.83
0.86	0.66	3.09
0.74	0.56	2.56
0.44	0.33	3.47
0.58	0.41	3.50
0.60	0.50	2.20
1.00	1.00	1.10
0.40	0.33	1.39
0.62	0.44	3.26
0.72	0.52	2.71
0.93	0.81	2.71
0.67	0.54	2.64
0.80	0.62	3.04
0.60	0.43	3.18
0.63	0.44	3.18
0.98	0.94	2.20
0.47	0.28	2.20
0.63	0.46	3.18
0.79	0.62	1.95
0.57	0.41	3.00
0.50	0.35	3.30
0.58	0.45	3.14
0.50	0.41	2.56
0.60	0.44	2.20
1.00	1.00	1.39
0.68	0.48	3.56
0.64	0.45	2.48
0.56	0.40	3.71
0.70	0.49	3.00
0.86	0.72	2.56
0.49	0.33	1.79
0.78	0.58	3.04
1.00	1.00	0.69
0.80	0.67	1.39
0.65	0.44	2.56
0.73	0.58	3.22
0.76	0.58	3.18
0.20	0.16	2.40
0.73	0.53	3.26
0.77	0.57	2.89
1.00	1.00	1.10
0.70	0.52	2.77
0.43	0.29	2.08
0.72	0.50	2.20
0.65	0.48	3.40
1.00	1.00	1.10
0.09	0.07	1.79
0.82	0.60	2.71
0.40	0.28	2.89
0.63	0.38	2.40
0.72	0.51	3.33
0.78	0.60	2.30
1.00	1.00	0.69
0.57	0.49	2.40
0.51	0.38	2.64
0.54	0.36	2.64
0.47	0.32	3.43
0.76	0.54	3.18
0.44	0.33	3.56
-0.40	-0.40	1.61
0.78	0.56	3.64
0.20	0.00	1.39
0.70	0.60	1.61
0.84	0.68	3.14
0.73	0.51	2.30
0.80	0.67	1.39
0.10	0.00	1.61
0.80	0.65	3.04
0.80	0.67	1.39
0.92	0.79	2.89
0.75	0.55	3.09
0.69	0.50	2.08
0.50	0.43	2.08
0.87	0.72	2.20
0.71	0.52	3.22
0.55	0.42	2.89
0.65	0.44	2.83
0.50	0.33	1.10
0.58	0.39	2.71
0.81	0.63	3.00
0.49	0.35	2.71
0.89	0.73	2.94
0.46	0.35	2.71
0.75	0.54	3.22
0.50	0.33	1.10
1.00	1.00	1.10
0.41	0.27	2.77
0.57	0.43	1.95
-0.12	-0.04	2.83
0.86	0.69	2.56
0.45	0.28	2.71
0.43	0.28	2.20
1.00	1.00	1.10
-1.00	-1.00	0.69
0.75	0.56	2.64
0.50	0.33	1.10
0.52	0.33	3.00
0.32	0.14	1.95
0.66	0.60	1.79
0.51	0.35	3.33
0.31	0.20	3.14
0.90	0.80	1.61
0.52	0.41	2.56
0.68	0.49	2.64
1.00	1.00	1.10
0.49	0.33	3.26
1.00	1.00	1.39
0.70	0.53	3.04
0.73	0.59	2.89
0.81	0.60	2.71
0.65	0.45	2.64
0.50	0.33	1.10
0.87	0.67	2.48
1.00	1.00	0.69
0.74	0.56	2.83
0.67	0.45	2.40
0.50	0.33	1.10
0.35	0.24	3.30
0.27	0.21	3.22
0.73	0.58	2.64
0.71	0.55	2.77
0.82	0.68	2.71
0.34	0.20	2.77
0.71	0.56	2.30
0.50	0.40	1.61
0.79	0.60	2.64
0.60	0.49	2.40
0.43	0.29	2.08
0.79	0.61	3.00
0.60	0.43	3.18
1.00	1.00	0.69
0.89	0.73	2.48
0.79	0.64	2.48
0.31	0.27	2.64
0.75	0.55	3.09
0.70	0.51	2.56
0.66	0.46	3.00
0.59	0.44	3.14
0.76	0.59	2.89
0.67	0.51	3.56
0.74	0.57	2.08
0.70	0.60	1.61
0.41	0.26	3.47
0.34	0.27	2.89
1.00	1.00	0.69
0.47	0.33	3.22
0.69	0.53	2.89
0.68	0.56	2.30
0.60	0.50	2.08
0.09	0.07	2.71
0.49	0.38	3.18
0.86	0.71	1.95
0.61	0.41	2.71
0.60	0.42	3.30
0.42	0.28	3.14
0.77	0.56	3.61
0.78	0.59	3.22
0.80	0.60	3.50
0.60	0.47	2.30
0.10	0.06	3.09
0.80	0.60	2.40
0.70	0.53	2.40
0.46	0.31	3.58
0.68	0.53	2.40
0.68	0.47	3.87
0.36	0.23	2.94
0.79	0.56	2.40
0.74	0.53	3.14
0.56	0.37	3.22
0.48	0.32	2.77
0.68	0.47	2.30
0.69	0.50	3.47
0.47	0.37	2.71
0.55	0.46	2.83
0.53	0.36	3.97
0.47	0.30	2.48
0.68	0.50	2.20
0.74	0.54	3.43
0.81	0.66	2.94
0.72	0.51	3.30
0.76	0.56	2.64
0.81	0.64	2.08
0.67	0.49	2.40
0.56	0.37	2.71
0.72	0.49	3.43
-0.05	-0.07	2.08
0.84	0.68	2.83
0.67	0.48	3.22
0.79	0.60	2.77
0.60	0.50	2.08
0.16	0.11	3.14
0.79	0.61	3.00
0.68	0.49	3.30
0.52	0.36	2.89
0.79	0.61	3.26
0.83	0.64	2.08
0.38	0.33	2.20
0.37	0.32	2.64
0.72	0.53	3.37
0.63	0.44	2.56
0.69	0.47	2.64
0.56	0.40	3.00
0.46	0.34	3.33
0.21	0.33	1.95
0.72	0.52	2.94
0.52	0.37	3.58
0.63	0.45	3.78
0.66	0.43	3.33
0.83	0.67	2.48
0.62	0.43	3.87
0.69	0.50	2.08
0.76	0.53	3.76
0.68	0.48	2.48
0.66	0.47	1.79
0.72	0.54	4.01
0.92	0.78	2.40
0.30	0.20	1.61
0.67	0.47	2.64
0.75	0.57	3.09
0.41	0.26	3.18
0.34	0.22	2.83
0.46	0.28	3.00
0.46	0.34	2.83
0.64	0.53	2.40
0.75	0.52	2.77
0.60	0.47	1.79
0.51	0.36	3.30
0.05	0.06	2.20
0.78	0.67	2.20
0.74	0.54	2.89
0.82	0.62	2.77
0.71	0.47	1.79
0.31	0.16	2.30
0.55	0.39	2.89
0.39	0.27	2.89
0.24	0.18	2.48
0.62	0.41	2.71
0.65	0.50	2.20
0.37	0.24	3.00
0.68	0.49	2.71
0.19	0.08	2.64
0.68	0.50	3.33
0.69	0.50	2.89
0.65	0.46	3.26
0.55	0.38	2.64
0.73	0.54	2.56
0.76	0.58	2.64
0.62	0.37	3.14
0.57	0.43	1.95
0.80	0.60	2.40
0.75	0.56	2.71
0.82	0.61	2.89
0.86	0.71	2.08
0.86	0.66	3.04
0.67	0.42	2.77
0.53	0.37	2.89
0.83	0.67	2.48
0.86	0.64	2.08
0.60	0.47	1.79
0.31	0.10	2.71
0.68	0.50	2.20
0.70	0.49	3.76
0.63	0.40	2.83
0.72	0.50	2.71
0.63	0.42	3.26
0.50	0.32	2.64
0.34	0.23	3.33
0.46	0.32	3.53
0.73	0.56	3.40
0.61	0.43	3.14
0.55	0.38	3.04
0.42	0.33	2.77
0.75	0.56	3.14
0.62	0.45	3.14
0.77	0.57	3.37
0.53	0.39	3.04
0.37	0.25	2.64
0.73	0.53	3.04
0.70	0.54	3.30
0.80	0.64	2.48
0.80	0.57	3.33
0.78	0.59	2.94
0.70	0.50	3.69
0.60	0.41	2.89
0.54	0.40	3.47
0.80	0.59	3.66
0.81	0.63	3.40
0.54	0.37	2.94
0.68	0.46	3.69
0.71	0.52	2.64
0.77	0.58	2.77
0.54	0.36	3.99
0.36	0.29	3.26
0.70	0.50	3.18
0.78	0.59	3.09
0.67	0.45	2.77
0.52	0.27	2.40
0.65	0.48	3.43
0.58	0.49	2.94
0.72	0.54	2.83
0.72	0.52	2.89
0.54	0.43	1.95
0.69	0.49	3.56
0.65	0.38	2.56
0.62	0.47	2.71
0.66	0.47	3.47
0.48	0.34	3.50
0.37	0.20	2.30
0.49	0.33	2.94
0.54	0.40	3.37
0.71	0.60	1.79
0.64	0.46	3.14
0.77	0.60	2.30
0.40	0.40	1.61
0.68	0.51	2.56
0.55	0.35	2.40
0.49	0.34	2.64
0.57	0.38	3.33
-0.03	-0.05	2.71
0.83	0.64	2.30
0.76	0.57	3.00
0.79	0.64	2.56
0.47	0.33	2.48
0.26	0.20	1.79
0.55	0.38	3.87
0.63	0.40	3.00
0.69	0.48	3.64
0.76	0.54	2.94
0.71	0.57	2.83
0.93	0.79	2.56
0.74	0.54	3.09
0.85	0.68	2.83
0.65	0.45	3.22
0.64	0.45	2.71
0.55	0.46	2.83
0.63	0.39	2.20
0.72	0.48	2.77
0.66	0.45	2.77
0.59	0.42	3.43
0.78	0.59	3.22
0.80	0.65	2.89
0.85	0.63	2.89
0.55	0.36	2.56
0.63	0.38	2.77
0.60	0.48	3.09
0.71	0.48	3.30
0.47	0.33	3.30
0.60	0.45	2.64
0.41	0.30	3.47
0.85	0.67	2.20
0.69	0.48	3.00
0.52	0.38	2.56
0.79	0.59	3.58
0.74	0.54	3.00
0.56	0.37	3.87
0.58	0.42	2.40
0.60	0.47	1.79
0.55	0.39	3.33
0.68	0.43	3.18
0.56	0.36	3.09
0.49	0.33	2.89
0.76	0.62	2.56
0.69	0.47	3.22
0.17	0.16	2.64
0.14	0.07	1.79
0.77	0.60	1.79
0.67	0.46	3.22
0.70	0.47	3.22
0.71	0.49	2.64
0.65	0.46	3.30
0.43	0.24	2.30
0.61	0.40	3.00
0.60	0.43	2.08
0.62	0.49	2.71
0.62	0.47	2.30
0.79	0.67	2.56
0.55	0.39	2.71
0.28	0.11	3.00
0.80	0.64	2.48
0.41	0.29	2.83
0.75	0.52	3.00
0.81	0.59	3.28
0.62	0.44	2.56
0.62	0.48	2.48
0.56	0.41	3.50
0.77	0.56	2.89
0.35	0.24	3.50
0.52	0.36	2.48
0.61	0.47	3.33
0.78	0.57	3.76
0.43	0.31	3.22
0.71	0.48	3.26
0.79	0.59	3.09
0.39	0.29	3.50
0.55	0.39	3.40
0.41	0.27	2.48
0.64	0.49	2.56
0.72	0.52	2.48
0.53	0.41	2.83
0.89	0.71	2.40
0.26	0.20	1.79
0.52	0.36	3.00
0.67	0.54	3.50
0.62	0.43	2.64
0.62	0.49	2.56
0.32	0.22	3.43
0.45	0.33	3.26
0.48	0.39	2.71
0.63	0.44	2.20
0.32	0.23	3.04
0.82	0.62	3.22
0.57	0.41	2.83
0.56	0.37	2.83
0.48	0.36	3.30
0.90	0.78	2.64
0.66	0.56	2.30
0.68	0.52	2.71
0.51	0.36	2.64
0.66	0.47	1.79
0.60	0.44	2.20
0.68	0.48	3.09
0.37	0.28	2.20
0.52	0.33	2.56
0.95	0.89	2.20
0.82	0.65	2.83
0.82	0.64	2.48
0.75	0.59	2.83
0.67	0.56	2.20
-1.00	-1.00	0.69
0.65	0.45	3.09
0.13	0.17	2.20
0.26	0.18	2.71
0.50	0.33	1.10
-0.14	-0.07	2.08
0.57	0.52	2.48
0.68	0.52	1.95
0.59	0.41	3.14
1.00	1.00	0.69
0.70	0.49	3.00
0.52	0.39	3.04
0.48	0.36	2.08
0.56	0.36	3.18
-0.14	-0.05	1.95
0.76	0.54	2.89
0.81	0.63	3.09
0.65	0.45	3.09
0.69	0.59	2.56
0.54	0.39	3.22
0.46	0.31	2.89
0.40	0.29	2.83
0.46	0.40	2.83
0.57	0.36	2.48
0.70	0.60	1.61
0.62	0.45	2.48
0.78	0.58	2.48
0.72	0.52	3.47
0.50	0.33	1.10
0.69	0.49	3.00
0.91	0.74	2.56
0.74	0.49	2.83
0.49	0.37	2.77
0.64	0.43	1.95
0.63	0.52	2.71
0.20	0.20	1.61
0.36	0.24	2.40
0.69	0.48	2.48
1.00	1.00	1.10
0.51	0.35	2.77
0.78	0.56	3.33
0.14	0.05	1.95
0.34	0.25	2.89
0.73	0.55	2.48
0.67	0.52	3.00
0.65	0.45	2.40
0.75	0.64	2.30
0.81	0.64	3.04
0.75	0.52	2.48
0.84	0.69	2.64
0.68	0.51	2.30
0.61	0.47	2.94
0.78	0.59	2.83
0.67	0.44	2.20
0.47	0.33	2.71
0.40	0.30	2.64
0.61	0.42	3.30
0.73	0.54	2.71
0.56	0.41	3.00
0.64	0.51	2.30
0.61	0.44	3.00
0.68	0.61	2.20
0.73	0.49	2.56
0.74	0.54	3.14
0.75	0.56	2.20
0.60	0.46	3.22
0.49	0.36	2.64
0.77	0.61	2.48
0.70	0.50	3.22
0.32	0.23	3.14
0.76	0.55	3.00
0.67	0.43	3.09
0.50	0.40	1.61
0.51	0.34	3.37
0.85	0.73	2.48
0.75	0.62	1.95
0.88	0.69	2.64
0.66	0.49	2.56
0.68	0.52	3.09
0.40	0.27	2.40
0.53	0.38	3.30
0.41	0.36	2.64
0.56	0.37	3.04
0.64	0.48	2.89
0.77	0.60	1.79
0.45	0.27	2.40
0.60	0.42	3.76
0.41	0.30	2.71
0.73	0.55	3.43
0.75	0.56	3.40
0.74	0.51	3.40
0.77	0.60	2.30
0.79	0.58	3.09
0.66	0.48	3.43
0.58	0.42	3.37
0.80	0.61	3.37
0.31	0.33	1.79
0.54	0.47	1.79
0.61	0.39	3.18
0.59	0.39	2.48
0.78	0.60	3.04
0.75	0.52	3.04
0.32	0.25	2.89
0.53	0.47	2.64
0.65	0.44	2.56
0.58	0.42	2.40
0.81	0.64	2.30
0.50	0.34	3.18
0.66	0.49	2.71
0.70	0.49	3.18
0.68	0.47	2.64
0.69	0.53	2.89
0.47	0.29	2.30
0.68	0.50	2.83
0.70	0.53	3.22
0.54	0.35	2.83
0.40	0.25	2.64
0.73	0.56	2.83
0.62	0.49	2.71
0.75	0.56	2.83
0.56	0.41	3.14
0.60	0.43	3.22
0.48	0.31	3.14
0.70	0.51	2.56
1.00	1.00	1.10
0.11	0.05	2.40
0.66	0.42	2.30
0.70	0.52	3.43
0.63	0.42	3.50
0.71	0.50	3.14
0.54	0.40	3.33
0.89	0.73	1.79
0.75	0.62	2.71
0.33	0.21	2.08
0.38	0.25	2.77
0.65	0.44	3.22
0.69	0.45	3.40
0.30	0.24	2.89
0.62	0.39	3.43
0.65	0.51	3.30
0.73	0.56	2.64
0.77	0.58	3.00
0.68	0.50	3.09
0.62	0.48	3.22
0.45	0.30	2.71
0.32	0.24	2.89
0.60	0.44	2.89
0.82	0.62	2.77
0.73	0.54	3.00
0.01	0.00	2.83
0.56	0.35	3.14
0.41	0.30	2.48
0.59	0.41	3.30
0.40	0.28	2.56
0.72	0.58	2.89
0.52	0.24	2.48
0.10	0.06	2.20
0.73	0.51	3.64
0.48	0.32	2.83
0.84	0.66	3.64
1.00	1.00	0.69
0.78	0.56	2.56
0.68	0.49	3.00
0.66	0.47	2.83
0.77	0.58	3.43
0.71	0.51	2.83
0.21	0.21	2.48
0.29	0.21	2.56
0.93	0.82	2.77
0.84	0.68	3.14
0.85	0.67	2.20
0.70	0.48	3.30
0.36	0.24	3.26
0.56	0.37	2.77
0.51	0.35	2.71
0.65	0.47	3.14
0.77	0.56	2.64
0.54	0.43	1.95
0.34	0.21	2.48
0.23	0.22	2.20
0.60	0.40	1.61
0.61	0.42	2.40
0.48	0.33	2.94
0.78	0.59	3.33
0.68	0.51	2.94
0.80	0.60	3.37
0.53	0.38	3.91
0.80	0.67	1.39
0.82	0.62	2.71
0.79	0.62	3.18
0.82	0.60	2.30
0.40	0.33	1.39
0.53	0.43	2.71
0.73	0.59	2.56
0.34	0.26	2.56
0.64	0.46	3.43
0.77	0.54	3.30
0.72	0.57	2.94
0.69	0.55	2.77
0.61	0.46	2.56
0.57	0.41	2.83
0.79	0.60	2.30
0.33	0.18	3.00
0.79	0.58	3.14
0.65	0.52	2.77
0.16	0.12	2.77
0.62	0.41	3.00
0.90	0.80	1.61
0.48	0.31	3.53
0.38	0.26	3.43
0.00	-0.02	2.40
0.78	0.60	3.37
0.59	0.45	2.89
0.90	0.80	1.61
0.74	0.56	2.83
0.66	0.47	2.94
0.60	0.47	1.79
0.20	0.20	1.61
0.65	0.49	2.94
0.64	0.47	2.30
0.82	0.61	2.94
0.26	0.29	2.08
0.39	0.26	2.56
0.58	0.43	2.83
1.00	1.00	1.10
0.36	0.20	2.30
0.59	0.42	2.40
0.84	0.63	2.77
0.61	0.42	3.81
0.82	0.64	2.56
0.54	0.43	1.95
0.80	0.60	2.77
0.65	0.43	3.37
0.57	0.40	2.83
0.71	0.50	2.71
0.46	0.31	2.71
0.45	0.32	2.83
0.51	0.31	2.40
0.31	0.25	2.77
0.32	0.16	2.71
0.82	0.65	2.83
0.76	0.57	2.08
1.00	1.00	1.95
