Spearman	Kendall	MutualInformation
0.33	0.28	2.20
0.53	0.36	2.56
1.00	1.00	2.20
0.86	0.66	2.83
0.84	0.67	2.48
0.71	0.50	2.83
0.53	0.39	2.20
1.00	1.00	0.69
0.79	0.63	3.09
0.07	0.06	2.20
0.31	0.24	2.71
0.50	0.33	1.10
0.12	0.07	2.08
0.76	0.67	2.48
0.75	0.62	1.95
0.72	0.50	3.14
1.00	1.00	0.69
0.84	0.63	3.00
0.66	0.48	3.04
0.71	0.57	2.08
0.59	0.40	3.18
0.36	0.24	1.95
0.77	0.57	2.89
0.76	0.56	3.09
0.60	0.43	3.09
0.69	0.54	2.56
0.62	0.47	3.22
0.72	0.49	2.89
0.43	0.34	2.83
0.47	0.37	2.83
0.45	0.30	2.48
0.70	0.60	1.61
0.60	0.45	2.48
0.92	0.79	2.48
0.78	0.58	3.47
0.50	0.33	1.10
0.66	0.42	3.00
0.93	0.79	2.56
0.76	0.54	2.83
0.49	0.38	2.77
0.75	0.62	1.95
0.74	0.60	2.71
0.30	0.20	1.61
0.49	0.38	2.40
0.83	0.64	2.48
1.00	1.00	1.10
0.65	0.45	2.77
0.84	0.65	3.33
-0.32	-0.33	1.95
0.44	0.32	2.89
0.79	0.61	2.48
0.78	0.61	3.00
0.64	0.45	2.40
0.72	0.64	2.30
0.87	0.72	3.04
0.84	0.67	2.48
0.80	0.65	2.64
0.79	0.64	2.30
0.74	0.57	2.94
0.85	0.66	2.83
0.67	0.44	2.20
0.56	0.45	2.71
0.46	0.34	2.64
0.62	0.40	3.30
0.72	0.54	2.71
0.66	0.51	3.00
0.70	0.51	2.30
0.67	0.46	3.00
0.67	0.56	2.20
0.74	0.51	2.56
0.83	0.64	3.14
0.92	0.78	2.20
0.63	0.46	3.22
0.68	0.52	2.64
0.65	0.52	2.48
0.76	0.59	3.22
0.57	0.41	3.14
0.73	0.58	3.00
0.74	0.54	3.09
0.50	0.40	1.61
0.70	0.48	3.37
0.76	0.64	2.48
0.50	0.33	1.95
0.85	0.65	2.64
0.79	0.59	2.56
0.75	0.58	3.09
0.48	0.35	2.40
0.65	0.48	3.30
0.57	0.45	2.64
0.58	0.38	3.04
0.74	0.56	2.89
0.77	0.60	1.79
0.48	0.27	2.40
0.74	0.55	3.76
0.54	0.37	2.71
0.81	0.63	3.43
0.79	0.60	3.40
0.74	0.53	3.40
0.76	0.51	2.30
0.78	0.60	3.09
0.70	0.52	3.43
0.71	0.51	3.37
0.82	0.63	3.37
0.09	0.07	1.79
0.83	0.73	1.79
0.63	0.48	3.18
0.69	0.48	2.48
0.79	0.62	3.04
0.81	0.60	3.04
0.61	0.48	2.89
0.79	0.60	2.64
0.69	0.46	2.56
0.66	0.49	2.40
0.76	0.56	2.30
0.68	0.47	3.18
0.62	0.45	2.71
0.71	0.51	3.18
0.76	0.58	2.64
0.80	0.63	2.89
0.59	0.38	2.30
0.80	0.62	2.83
0.78	0.65	3.22
0.76	0.57	2.83
0.53	0.38	2.64
0.71	0.53	2.83
0.66	0.54	2.71
0.78	0.63	2.83
0.55	0.41	3.14
0.58	0.45	3.22
0.50	0.33	3.14
0.73	0.51	2.56
1.00	1.00	1.10
0.29	0.20	2.40
0.72	0.56	2.30
0.82	0.62	3.43
0.77	0.55	3.50
0.72	0.49	3.14
0.65	0.49	3.33
0.71	0.47	1.79
0.82	0.66	2.71
0.79	0.64	2.08
0.47	0.33	2.77
0.59	0.39	3.22
0.68	0.45	3.40
0.41	0.28	2.89
0.69	0.48	3.43
0.78	0.62	3.30
0.88	0.74	2.64
0.80	0.61	3.00
0.80	0.58	3.09
0.74	0.59	3.22
0.46	0.33	2.71
0.54	0.37	2.89
0.65	0.46	2.89
0.83	0.63	2.77
0.83	0.62	3.00
0.33	0.24	2.83
0.61	0.45	3.14
0.64	0.52	2.48
0.68	0.46	3.30
0.46	0.31	2.56
0.75	0.61	2.89
0.66	0.39	2.48
0.27	0.17	2.20
0.78	0.57	3.64
0.56	0.37	2.83
0.83	0.63	3.64
1.00	1.00	0.69
0.77	0.59	2.56
0.77	0.58	3.00
0.68	0.53	2.83
0.79	0.61	3.43
0.81	0.62	2.83
0.50	0.36	2.48
0.41	0.31	2.56
0.92	0.75	2.77
0.85	0.67	3.14
0.68	0.50	2.20
0.84	0.64	3.30
0.54	0.39	3.26
0.74	0.50	2.77
0.49	0.35	2.71
0.67	0.49	3.14
0.90	0.76	2.64
0.64	0.62	1.95
0.61	0.48	2.48
0.53	0.28	2.20
0.70	0.60	1.61
0.66	0.42	2.40
0.60	0.43	2.94
0.79	0.59	3.33
0.69	0.53	2.94
0.86	0.67	3.37
0.47	0.32	3.91
0.80	0.67	1.39
0.82	0.64	2.71
0.80	0.62	3.18
0.87	0.69	2.30
0.40	0.33	1.39
0.75	0.60	2.71
0.70	0.56	2.56
0.58	0.46	2.56
0.68	0.51	3.43
0.80	0.58	3.30
0.75	0.57	2.94
0.65	0.48	2.77
0.82	0.64	2.56
0.56	0.43	2.83
0.89	0.73	2.30
0.42	0.28	3.00
0.85	0.67	3.14
0.66	0.53	2.77
0.33	0.20	2.77
0.75	0.53	3.00
0.70	0.60	1.61
0.62	0.40	3.53
0.53	0.38	3.43
0.56	0.42	2.40
0.87	0.69	3.37
0.62	0.49	2.89
0.70	0.60	1.61
0.76	0.60	2.83
0.66	0.51	2.94
0.89	0.73	1.79
0.60	0.40	1.61
0.61	0.43	2.94
0.75	0.56	2.30
0.82	0.59	2.94
0.12	0.07	2.08
0.54	0.44	2.56
0.62	0.44	2.83
0.50	0.33	1.10
0.55	0.38	2.30
0.69	0.49	2.40
0.84	0.67	2.77
0.62	0.43	3.81
0.80	0.67	2.56
0.43	0.33	1.95
0.82	0.63	2.77
0.71	0.51	3.37
0.60	0.38	2.83
0.80	0.60	2.71
0.49	0.33	2.71
0.56	0.37	2.83
0.55	0.38	2.40
0.35	0.25	2.77
0.38	0.26	2.71
0.88	0.72	2.83
0.67	0.50	2.08
0.89	0.81	1.95
