Spearman	Kendall	MutualInformation
0.59	0.42	3.22
0.82	0.62	2.89
0.38	0.29	2.30
0.76	0.57	2.08
0.52	0.33	2.71
0.56	0.38	3.18
0.61	0.52	1.95
0.71	0.50	2.71
0.82	0.60	3.30
0.68	0.46	3.14
0.70	0.50	3.61
0.85	0.67	3.22
0.77	0.57	3.50
0.44	0.33	2.30
0.05	0.03	3.09
0.64	0.45	2.40
0.67	0.49	2.40
0.71	0.52	3.58
0.22	0.16	2.40
0.82	0.63	3.87
0.68	0.49	2.94
0.46	0.27	2.40
0.85	0.67	3.14
0.69	0.48	3.22
0.83	0.63	2.77
0.68	0.56	2.30
0.64	0.46	3.47
0.64	0.54	2.71
0.63	0.44	2.83
0.63	0.47	3.97
0.76	0.61	2.48
0.57	0.44	2.20
0.82	0.63	3.43
0.79	0.60	2.94
0.71	0.46	3.30
0.79	0.65	2.64
0.50	0.36	2.08
0.11	0.02	2.40
0.77	0.60	2.71
0.68	0.52	3.43
-0.02	0.00	2.08
0.78	0.56	2.83
0.80	0.59	3.22
0.73	0.52	2.77
0.74	0.64	2.08
0.32	0.23	3.14
0.87	0.71	3.00
0.74	0.56	3.30
0.77	0.59	2.89
0.73	0.52	3.26
0.90	0.79	2.08
0.90	0.78	2.20
0.67	0.49	2.64
0.78	0.56	3.37
0.52	0.38	2.56
0.75	0.60	2.64
0.67	0.49	3.00
0.46	0.32	3.33
0.79	0.62	1.95
0.75	0.56	2.94
0.61	0.43	3.58
0.67	0.48	3.78
0.71	0.49	3.33
0.70	0.55	2.48
0.80	0.59	3.87
0.14	0.07	2.08
0.89	0.71	3.76
0.65	0.52	2.48
0.77	0.60	1.79
0.75	0.55	4.01
0.92	0.78	2.40
0.60	0.40	1.61
0.65	0.49	2.64
0.70	0.52	3.09
0.85	0.66	3.18
0.64	0.44	2.83
0.74	0.56	3.00
0.62	0.49	2.83
0.69	0.56	2.40
0.83	0.63	2.77
0.60	0.47	1.79
0.58	0.42	3.30
0.88	0.72	2.20
0.47	0.28	2.20
0.42	0.29	2.89
0.84	0.67	2.77
0.94	0.87	1.79
0.75	0.60	2.30
0.86	0.73	2.89
0.63	0.41	2.89
0.48	0.39	2.48
0.80	0.58	2.71
0.63	0.44	2.20
0.36	0.24	3.00
0.49	0.30	2.71
0.46	0.30	2.64
0.81	0.62	3.33
0.64	0.42	2.89
0.85	0.65	3.26
0.86	0.69	2.64
0.75	0.54	2.56
0.75	0.58	2.64
0.84	0.65	3.14
0.93	0.81	1.95
0.75	0.56	2.40
0.77	0.60	2.71
0.77	0.63	2.89
0.90	0.79	2.08
0.71	0.48	3.04
0.82	0.63	2.77
0.81	0.59	2.89
0.57	0.36	2.48
0.33	0.21	2.08
0.77	0.60	1.79
0.71	0.58	2.71
0.60	0.39	2.20
0.68	0.49	3.76
0.74	0.59	2.83
0.84	0.66	2.71
0.75	0.54	3.26
0.13	0.10	2.64
0.60	0.48	3.33
0.41	0.30	3.53
0.69	0.48	3.40
0.40	0.27	3.14
0.69	0.51	3.04
0.64	0.48	2.77
0.37	0.26	3.14
0.53	0.42	3.14
0.68	0.51	3.37
0.66	0.50	3.04
0.36	0.21	2.64
0.75	0.58	3.04
0.76	0.57	3.30
0.76	0.58	2.48
0.76	0.57	3.33
0.81	0.60	2.94
0.79	0.59	3.69
0.56	0.45	2.89
0.41	0.30	3.47
0.76	0.55	3.66
0.72	0.53	3.40
0.90	0.75	2.94
0.73	0.52	3.69
0.64	0.43	2.64
0.83	0.67	2.77
0.67	0.46	3.99
0.70	0.51	3.26
0.80	0.62	3.18
0.73	0.52	3.09
0.69	0.50	2.77
0.66	0.45	2.40
0.71	0.51	3.43
0.74	0.58	2.94
0.80	0.60	2.83
0.73	0.52	2.89
0.86	0.71	1.95
0.71	0.51	3.56
0.74	0.49	2.56
0.52	0.39	2.71
0.56	0.43	3.47
0.47	0.32	3.50
0.68	0.56	2.30
0.83	0.65	2.94
0.39	0.27	3.37
0.77	0.60	1.79
0.62	0.44	3.14
0.83	0.73	2.30
0.80	0.60	1.61
0.82	0.67	2.56
0.75	0.60	2.40
0.87	0.71	2.64
0.58	0.40	3.33
0.65	0.43	2.71
0.89	0.78	2.30
0.76	0.56	3.00
0.77	0.59	2.56
0.79	0.61	2.48
-0.09	-0.20	1.79
0.34	0.23	3.87
0.64	0.40	3.00
0.68	0.49	3.64
0.51	0.39	2.94
0.63	0.35	2.83
0.89	0.79	2.56
0.58	0.44	3.09
0.81	0.59	2.83
0.77	0.55	3.22
0.75	0.60	2.71
0.58	0.35	2.83
0.90	0.72	2.20
0.62	0.43	2.77
0.75	0.55	2.77
0.55	0.38	3.43
0.73	0.52	3.22
0.72	0.52	2.89
0.78	0.58	2.89
0.42	0.31	2.56
0.78	0.55	2.77
0.56	0.39	3.09
0.81	0.60	3.30
0.58	0.44	3.30
0.83	0.71	2.64
0.34	0.22	3.47
0.62	0.44	2.20
0.71	0.52	3.00
0.74	0.59	2.56
0.80	0.59	3.58
0.61	0.41	3.00
0.64	0.45	3.87
0.43	0.35	2.40
0.89	0.73	1.79
0.53	0.39	3.33
0.55	0.41	3.18
0.81	0.62	3.09
0.58	0.42	2.89
0.77	0.59	2.56
0.62	0.44	3.22
0.53	0.38	2.64
0.60	0.47	1.79
1.00	1.00	1.79
0.72	0.53	3.22
0.68	0.50	3.22
0.82	0.63	2.64
0.59	0.45	3.30
0.70	0.51	2.30
0.82	0.63	3.00
0.57	0.36	2.08
0.72	0.50	2.71
0.92	0.78	2.30
0.70	0.51	2.56
0.66	0.43	2.71
0.38	0.24	3.00
0.74	0.58	2.48
0.71	0.50	2.83
0.62	0.39	3.00
0.72	0.47	3.28
0.71	0.54	2.56
0.66	0.52	2.48
0.63	0.50	3.50
0.69	0.56	2.89
0.81	0.62	3.50
0.80	0.67	2.48
0.62	0.43	3.33
0.62	0.46	3.76
0.67	0.49	3.22
0.57	0.38	3.26
0.70	0.52	3.09
0.77	0.55	3.50
0.71	0.51	3.40
0.57	0.45	2.48
0.58	0.44	2.56
0.82	0.61	2.48
0.68	0.47	2.83
0.63	0.42	2.40
0.71	0.47	1.79
0.67	0.49	3.00
0.85	0.67	3.50
0.62	0.41	2.64
0.82	0.62	2.56
0.60	0.39	3.43
0.55	0.36	3.26
0.69	0.52	2.71
0.50	0.33	2.20
0.39	0.28	3.04
0.55	0.39	3.22
0.53	0.41	2.83
0.58	0.41	2.83
0.65	0.46	3.30
0.54	0.38	2.64
0.77	0.60	2.30
0.67	0.58	2.71
0.79	0.65	2.64
0.14	0.20	1.79
0.85	0.67	2.20
0.73	0.54	3.09
0.30	0.22	2.20
0.51	0.36	2.56
0.98	0.94	2.20
0.78	0.57	2.83
0.96	0.88	2.48
0.88	0.72	2.83
0.52	0.33	2.20
1.00	1.00	0.69
0.86	0.68	3.09
0.25	0.22	2.20
0.35	0.22	2.71
0.50	0.33	1.10
0.33	0.14	2.08
0.80	0.67	2.48
0.11	0.14	1.95
0.72	0.52	3.14
1.00	1.00	0.69
0.69	0.48	3.00
0.70	0.51	3.04
0.81	0.64	2.08
0.86	0.67	3.18
0.96	0.90	1.95
0.83	0.67	2.89
0.76	0.55	3.09
0.81	0.62	3.09
0.81	0.64	2.56
0.67	0.45	3.22
0.67	0.42	2.89
0.38	0.26	2.83
0.79	0.69	2.83
0.48	0.33	2.48
0.70	0.60	1.61
0.44	0.30	2.48
0.90	0.76	2.48
0.71	0.52	3.47
0.50	0.33	1.10
0.67	0.52	3.00
0.78	0.64	2.56
0.77	0.54	2.83
0.34	0.20	2.77
0.54	0.33	1.95
0.94	0.79	2.71
-0.40	-0.40	1.61
0.05	0.09	2.40
0.81	0.67	2.48
1.00	1.00	1.10
0.75	0.60	2.77
0.75	0.57	3.33
-0.32	-0.24	1.95
0.38	0.27	2.89
0.81	0.67	2.48
0.66	0.54	3.00
0.65	0.49	2.40
0.79	0.64	2.30
0.79	0.60	3.04
0.71	0.48	2.48
0.66	0.47	2.64
0.62	0.60	2.30
0.75	0.53	2.94
0.83	0.63	2.83
0.35	0.33	2.20
0.57	0.43	2.71
0.46	0.36	2.64
0.76	0.57	3.30
0.74	0.60	2.71
0.78	0.61	3.00
0.83	0.64	2.30
0.77	0.56	3.00
0.57	0.33	2.20
0.80	0.64	2.56
0.81	0.61	3.14
0.82	0.67	2.20
0.66	0.45	3.22
0.61	0.43	2.64
0.63	0.48	2.48
0.62	0.45	3.22
0.58	0.40	3.14
0.67	0.47	3.00
0.75	0.57	3.09
0.70	0.60	1.61
0.70	0.45	3.37
0.76	0.61	2.48
0.29	0.05	1.95
0.76	0.54	2.64
0.26	0.21	2.56
0.72	0.56	3.09
0.84	0.64	2.40
0.42	0.28	3.30
0.75	0.58	2.64
0.73	0.53	3.04
0.70	0.49	2.89
0.77	0.60	1.79
0.66	0.45	2.40
0.66	0.48	3.76
0.72	0.58	2.71
0.75	0.54	3.43
0.65	0.45	3.40
0.71	0.49	3.40
0.79	0.60	2.30
0.74	0.58	3.09
0.67	0.50	3.43
0.71	0.51	3.37
0.67	0.49	3.37
0.60	0.47	1.79
0.71	0.47	1.79
0.52	0.38	3.18
0.57	0.42	2.48
0.74	0.54	3.04
0.83	0.64	3.04
0.74	0.49	2.89
0.67	0.43	2.64
0.70	0.49	2.56
0.68	0.49	2.40
0.85	0.73	2.30
0.78	0.57	3.18
0.67	0.45	2.71
0.58	0.41	3.18
0.60	0.43	2.64
0.67	0.48	2.89
0.76	0.56	2.30
0.78	0.60	2.83
0.68	0.53	3.22
0.78	0.57	2.83
0.58	0.45	2.64
0.38	0.29	2.83
0.82	0.68	2.71
0.72	0.51	2.83
0.66	0.49	3.14
0.71	0.55	3.22
0.65	0.45	3.14
0.88	0.72	2.56
1.00	1.00	1.10
0.31	0.20	2.40
0.65	0.42	2.30
0.71	0.51	3.43
0.73	0.51	3.50
0.73	0.55	3.14
0.81	0.62	3.33
0.94	0.87	1.79
0.69	0.52	2.71
0.95	0.86	2.08
0.89	0.70	2.77
0.56	0.39	3.22
0.61	0.42	3.40
0.75	0.56	2.89
0.36	0.24	3.43
0.70	0.52	3.30
0.71	0.58	2.64
0.75	0.57	3.00
0.81	0.60	3.09
0.59	0.42	3.22
0.54	0.35	2.71
0.67	0.45	2.89
0.58	0.37	2.89
0.71	0.53	2.77
0.64	0.43	3.00
0.41	0.28	2.83
0.69	0.46	3.14
0.86	0.67	2.48
0.80	0.60	3.30
0.79	0.64	2.56
0.73	0.59	2.89
0.82	0.64	2.48
0.45	0.33	2.20
0.79	0.58	3.64
0.29	0.18	2.83
0.83	0.62	3.64
1.00	1.00	0.69
0.63	0.44	2.56
0.56	0.42	3.00
0.87	0.69	2.83
0.79	0.60	3.43
0.73	0.51	2.83
0.57	0.36	2.48
0.21	0.10	2.56
0.87	0.72	2.77
0.80	0.60	3.14
0.25	0.22	2.20
0.82	0.62	3.30
0.68	0.50	3.26
0.87	0.70	2.77
0.59	0.43	2.71
0.61	0.44	3.14
0.82	0.63	2.64
0.54	0.43	1.95
0.40	0.27	2.48
0.42	0.17	2.20
0.00	0.20	1.61
0.81	0.60	2.40
0.33	0.19	2.94
0.73	0.53	3.33
0.84	0.64	2.94
0.82	0.61	3.37
0.65	0.46	3.91
0.80	0.67	1.39
0.72	0.54	2.71
0.79	0.58	3.18
0.67	0.42	2.30
0.40	0.33	1.39
0.89	0.75	2.71
0.82	0.64	2.56
0.66	0.54	2.56
0.58	0.41	3.43
0.71	0.47	3.30
0.74	0.57	2.94
0.55	0.40	2.77
0.63	0.46	2.56
0.66	0.53	2.83
0.88	0.73	2.30
0.28	0.18	3.00
0.79	0.58	3.14
0.52	0.35	2.77
0.25	0.20	2.77
0.73	0.56	3.00
0.80	0.60	1.61
0.42	0.27	3.53
0.61	0.45	3.43
0.63	0.45	2.40
0.78	0.60	3.37
0.71	0.50	2.89
0.70	0.60	1.61
0.62	0.43	2.83
0.33	0.20	2.94
0.77	0.60	1.79
-0.60	-0.40	1.61
0.55	0.40	2.94
0.62	0.51	2.30
0.61	0.44	2.94
0.81	0.64	2.08
0.59	0.46	2.56
0.64	0.47	2.83
1.00	1.00	1.10
0.38	0.29	2.30
0.62	0.42	2.40
0.78	0.60	2.77
0.61	0.43	3.81
0.81	0.67	2.56
0.61	0.43	1.95
0.77	0.60	2.77
0.72	0.53	3.37
0.78	0.57	2.83
0.59	0.39	2.71
0.38	0.30	2.71
0.54	0.37	2.83
0.68	0.53	2.40
0.41	0.27	2.77
0.48	0.35	2.71
0.72	0.53	2.83
0.69	0.57	2.08
0.79	0.62	1.95
