Spearman	Kendall	MutualInformation
0.77	0.55	3.22
0.64	0.45	2.64
0.34	0.24	3.33
0.83	0.64	3.37
0.42	0.30	2.64
0.75	0.53	2.40
1.00	1.00	1.10
0.71	0.50	3.26
0.48	0.32	2.89
0.86	0.71	1.95
1.00	1.00	0.69
0.46	0.32	3.26
0.66	0.46	3.30
0.41	0.30	2.77
0.58	0.38	3.26
0.37	0.26	2.71
0.19	0.15	2.56
nan	nan	0.00
0.68	0.52	1.95
0.67	0.52	2.71
0.55	0.37	3.18
0.70	0.50	2.89
0.54	0.42	3.00
0.66	0.54	2.64
0.40	0.33	1.39
0.84	0.64	2.30
0.65	0.50	3.04
0.66	0.47	2.77
0.70	0.49	2.94
0.53	0.39	2.48
0.57	0.41	3.18
0.72	0.48	2.89
1.00	1.00	1.10
0.69	0.52	3.00
0.74	0.56	2.64
0.65	0.52	2.48
0.62	0.45	2.94
0.36	0.14	1.95
0.55	0.41	3.30
0.75	0.58	2.89
0.75	0.58	2.77
0.82	0.63	2.83
0.40	0.33	1.39
0.75	0.53	3.26
0.59	0.45	2.89
0.83	0.73	1.79
0.76	0.58	2.64
0.76	0.60	2.77
0.05	0.06	2.20
0.42	0.30	2.77
0.77	0.60	2.71
0.61	0.43	3.22
0.55	0.43	2.08
0.47	0.33	3.18
0.70	0.49	3.43
0.70	0.60	1.61
0.36	0.27	3.40
0.28	0.20	2.30
0.71	0.60	1.79
0.71	0.51	3.22
0.54	0.45	2.48
0.86	0.73	2.48
0.20	0.00	1.39
0.65	0.42	2.30
0.63	0.44	2.20
0.44	0.36	2.89
0.67	0.51	3.18
0.90	0.80	1.61
0.56	0.40	2.83
0.82	0.64	3.09
0.79	0.64	2.56
0.59	0.44	3.47
0.55	0.39	3.50
0.67	0.50	2.20
0.66	0.49	3.26
1.00	1.00	1.10
0.40	0.33	1.39
0.62	0.43	3.26
0.61	0.45	2.71
0.69	0.52	2.71
0.66	0.45	2.64
0.57	0.43	3.18
0.65	0.51	3.18
0.68	0.56	2.20
0.45	0.28	2.20
0.90	0.74	3.18
0.89	0.71	1.95
0.45	0.26	3.00
0.56	0.43	3.30
0.74	0.56	2.56
0.47	0.39	2.20
0.80	0.61	3.56
0.66	0.52	2.48
0.89	0.72	2.56
0.54	0.47	1.79
0.86	0.68	3.04
1.00	1.00	0.69
0.40	0.33	1.39
0.92	0.79	2.56
0.74	0.57	3.22
0.45	0.30	3.18
0.66	0.56	2.40
0.48	0.30	3.26
1.00	1.00	1.10
0.67	0.47	2.77
0.47	0.28	2.20
0.52	0.37	3.40
0.50	0.33	1.10
0.03	0.07	1.79
0.77	0.56	2.71
0.49	0.37	2.89
0.61	0.38	2.40
0.69	0.46	3.33
0.61	0.47	2.30
1.00	1.00	0.69
0.70	0.53	2.40
0.63	0.47	2.64
0.68	0.52	2.64
0.43	0.24	3.43
0.57	0.41	3.18
0.55	0.41	3.56
0.20	0.20	1.61
0.69	0.45	3.64
1.00	1.00	1.39
0.60	0.40	1.61
0.59	0.44	3.14
0.37	0.29	2.30
0.60	0.33	1.39
-0.10	0.00	1.61
0.65	0.43	3.04
1.00	1.00	1.39
0.53	0.38	3.09
0.44	0.36	2.64
0.60	0.50	2.08
0.88	0.71	2.08
0.62	0.44	2.20
0.78	0.55	3.22
0.40	0.31	2.89
0.89	0.74	2.83
-1.00	-1.00	1.10
0.73	0.50	2.71
0.72	0.52	3.00
0.66	0.49	2.71
0.74	0.61	2.94
0.50	0.37	2.71
0.50	0.33	1.10
1.00	1.00	1.10
-0.07	-0.05	1.95
0.27	0.25	2.83
0.46	0.31	2.71
0.52	0.39	2.20
1.00	1.00	1.10
0.72	0.49	2.64
0.50	0.33	1.10
0.49	0.39	3.00
0.68	0.52	1.95
0.71	0.47	1.79
0.02	0.02	3.33
0.53	0.37	3.14
-0.19	-0.16	2.30
0.47	0.36	2.56
0.52	0.36	2.64
1.00	1.00	1.10
0.33	0.22	3.26
1.00	1.00	1.39
0.57	0.41	3.04
0.86	0.69	2.89
0.75	0.60	2.71
0.45	0.30	2.64
-0.50	-0.33	1.10
0.69	0.52	2.48
-1.00	-1.00	0.69
1.00	1.00	1.10
0.44	0.32	3.22
0.86	0.76	2.64
0.51	0.40	2.77
0.55	0.43	2.71
0.71	0.53	2.77
0.66	0.51	2.30
0.90	0.80	1.61
0.76	0.57	2.08
0.58	0.43	3.00
0.72	0.49	3.18
-1.00	-1.00	0.69
0.83	0.61	2.48
0.14	0.14	2.64
0.67	0.45	3.09
0.69	0.48	3.00
0.38	0.32	2.89
0.52	0.36	3.56
0.52	0.43	2.08
0.63	0.44	3.47
0.30	0.16	2.89
1.00	1.00	0.69
0.42	0.27	3.22
0.59	0.36	2.89
0.60	0.38	2.30
0.74	0.64	2.08
0.49	0.41	2.71
0.49	0.33	3.18
0.52	0.37	2.71
0.56	0.40	3.30
0.70	0.51	3.14
0.62	0.44	3.61
0.81	0.61	3.22
0.70	0.54	3.50
0.59	0.38	2.30
0.13	0.13	3.09
0.54	0.38	2.40
0.61	0.40	3.47
0.55	0.39	3.58
0.54	0.42	2.40
0.69	0.51	3.87
0.63	0.43	2.94
0.69	0.53	2.40
0.71	0.56	3.14
0.68	0.54	3.22
0.66	0.47	2.77
0.68	0.51	2.30
0.58	0.40	3.47
0.65	0.50	2.71
0.61	0.46	2.83
0.47	0.29	3.97
0.63	0.39	2.20
0.40	0.26	3.43
0.81	0.64	2.94
0.76	0.56	3.30
0.74	0.56	2.64
0.36	0.21	2.08
0.58	0.42	2.40
0.41	0.30	2.71
0.68	0.47	3.43
-0.21	-0.29	2.08
0.68	0.43	2.83
0.76	0.53	3.22
0.63	0.47	2.77
0.74	0.57	2.08
0.57	0.38	3.14
0.76	0.58	3.30
0.90	0.75	3.00
0.65	0.46	3.30
0.51	0.37	2.89
0.76	0.58	3.26
0.90	0.79	2.08
0.72	0.50	2.20
0.54	0.36	2.64
0.55	0.39	3.00
0.50	0.33	2.56
0.84	0.65	2.64
0.66	0.52	3.00
0.00	-0.05	1.95
0.64	0.47	4.13
0.39	0.26	3.58
0.66	0.46	3.33
0.69	0.58	2.48
0.58	0.38	3.87
0.69	0.57	2.08
0.63	0.41	3.76
0.80	0.67	2.48
0.83	0.73	1.79
0.65	0.46	4.01
0.70	0.60	1.61
0.67	0.47	2.64
0.64	0.44	3.09
0.50	0.36	3.18
0.61	0.40	2.83
0.66	0.52	3.00
0.64	0.45	2.40
0.67	0.47	2.77
0.14	0.07	1.79
0.41	0.27	3.30
0.50	0.37	3.30
0.65	0.39	2.20
0.25	0.22	2.20
0.72	0.52	2.89
0.58	0.33	2.30
0.75	0.57	2.89
0.24	0.18	2.89
0.29	0.18	2.48
0.76	0.52	2.71
0.20	0.16	3.00
0.78	0.65	2.64
0.73	0.55	3.04
0.78	0.62	2.56
0.51	0.36	2.64
0.64	0.49	3.14
0.68	0.52	1.95
0.92	0.82	2.40
0.85	0.64	2.71
0.67	0.52	2.89
0.81	0.64	2.08
0.78	0.55	3.04
0.50	0.33	2.77
0.73	0.55	3.93
0.49	0.25	2.89
0.41	0.33	2.56
0.53	0.37	3.30
0.79	0.64	2.48
0.71	0.57	2.08
0.77	0.60	1.79
0.62	0.41	2.71
0.52	0.38	3.33
0.57	0.39	2.20
0.54	0.37	3.76
0.54	0.38	2.83
0.77	0.58	2.71
0.68	0.51	3.26
0.80	0.58	2.48
0.31	0.23	2.64
0.81	0.63	3.47
0.67	0.51	3.33
0.72	0.53	3.40
0.58	0.39	3.14
0.64	0.48	3.04
0.53	0.37	2.77
0.41	0.26	3.14
0.58	0.44	3.14
0.46	0.25	3.37
0.66	0.47	3.04
0.64	0.47	2.64
0.70	0.51	3.04
0.66	0.46	3.30
0.50	0.33	2.48
0.79	0.57	3.33
0.47	0.32	3.69
0.61	0.44	2.56
0.83	0.65	2.89
0.41	0.30	3.47
0.78	0.60	3.66
0.73	0.55	3.40
0.73	0.54	2.94
0.72	0.51	3.69
0.69	0.47	2.64
0.60	0.37	2.77
0.58	0.43	3.22
0.60	0.40	3.99
0.77	0.62	3.26
0.69	0.47	3.18
0.74	0.58	3.09
0.72	0.55	2.77
0.55	0.35	2.40
0.80	0.62	3.43
0.65	0.49	2.94
0.77	0.62	2.83
0.59	0.41	3.14
0.41	0.24	2.89
0.64	0.43	1.95
0.35	0.24	3.56
0.77	0.59	2.56
0.65	0.49	3.47
0.39	0.26	3.50
0.48	0.33	2.30
0.69	0.50	2.83
0.31	0.20	3.37
0.37	0.33	1.79
0.65	0.49	3.14
0.84	0.69	2.30
0.90	0.80	1.61
0.84	0.64	2.56
0.40	0.28	3.58
0.26	0.10	2.56
0.49	0.30	2.64
0.64	0.44	3.33
0.62	0.39	2.71
0.82	0.69	2.30
0.70	0.57	3.00
0.43	0.27	2.48
0.37	0.33	1.79
0.28	0.19	3.87
0.94	0.87	1.79
0.77	0.58	3.47
0.61	0.45	2.94
0.68	0.50	2.83
0.65	0.49	2.56
0.43	0.32	3.09
0.77	0.56	2.83
0.67	0.47	3.22
0.73	0.51	3.08
0.54	0.39	2.71
0.68	0.47	2.83
0.17	0.12	3.52
0.78	0.61	2.20
0.74	0.53	2.77
0.79	0.62	2.77
0.80	0.61	3.22
0.80	0.62	2.89
0.68	0.47	3.47
0.83	0.65	2.89
0.53	0.38	2.56
0.77	0.58	2.77
0.72	0.55	3.30
0.50	0.35	3.04
0.40	0.33	2.20
0.60	0.38	2.64
0.28	0.21	3.47
0.90	0.78	2.20
0.54	0.37	2.83
0.61	0.44	3.00
0.43	0.26	2.56
0.52	0.34	3.58
0.61	0.40	3.00
0.48	0.32	3.87
0.71	0.60	1.79
0.46	0.35	3.33
0.64	0.42	3.18
0.57	0.45	2.89
0.78	0.56	2.56
0.74	0.54	3.22
0.59	0.44	3.30
-0.03	-0.07	1.79
0.77	0.60	1.79
0.66	0.49	3.22
0.64	0.45	3.95
0.73	0.49	3.22
0.37	0.23	3.30
0.75	0.56	2.30
0.52	0.29	2.08
0.69	0.52	2.71
0.85	0.64	2.30
0.79	0.62	2.56
0.70	0.47	2.71
0.37	0.25	3.00
0.67	0.45	2.48
0.57	0.38	2.83
0.72	0.51	3.00
0.75	0.50	3.28
0.69	0.49	2.56
0.79	0.58	2.48
0.55	0.38	3.50
0.45	0.30	3.50
0.84	0.70	2.48
0.25	0.15	3.76
0.60	0.41	3.22
0.47	0.37	3.26
0.66	0.45	3.26
0.40	0.27	3.09
0.42	0.30	3.50
0.67	0.46	3.40
0.45	0.39	2.48
0.27	0.21	2.56
0.69	0.45	2.48
0.69	0.54	2.83
0.67	0.53	2.40
0.31	0.20	1.79
0.55	0.41	3.00
0.79	0.59	3.50
0.70	0.54	2.56
0.60	0.44	3.43
0.54	0.34	3.26
0.22	0.12	2.71
0.68	0.50	2.20
0.37	0.28	3.04
0.52	0.36	3.22
0.20	0.15	2.83
0.68	0.51	2.83
0.59	0.41	3.30
0.76	0.63	2.64
0.77	0.59	3.37
0.66	0.48	3.26
0.67	0.52	2.71
0.75	0.60	2.64
0.77	0.60	1.79
0.48	0.33	2.20
0.66	0.46	3.09
0.18	0.15	2.56
0.87	0.68	2.83
0.37	0.39	2.20
-1.00	-1.00	0.69
0.33	0.17	2.20
-0.33	-0.20	2.71
0.50	0.33	1.10
0.90	0.76	2.48
0.57	0.43	1.95
0.79	0.59	3.14
1.00	1.00	0.69
0.89	0.73	3.00
0.36	0.25	3.04
0.64	0.50	2.08
0.50	0.33	1.95
0.65	0.42	2.89
0.62	0.45	3.09
0.67	0.50	2.08
0.59	0.43	3.09
0.64	0.45	3.43
0.77	0.62	2.56
0.48	0.31	3.22
0.71	0.48	2.89
0.55	0.43	2.83
0.53	0.36	2.48
0.90	0.80	1.61
0.40	0.30	2.48
0.70	0.52	3.47
1.00	1.00	1.10
0.54	0.37	3.00
0.90	0.72	2.56
0.42	0.30	2.77
0.29	0.24	1.95
-0.60	-0.40	1.61
0.05	-0.05	2.40
0.64	0.48	2.48
0.47	0.27	2.77
0.70	0.48	3.33
-0.11	-0.14	1.95
0.45	0.29	2.89
0.84	0.67	2.48
0.75	0.59	3.00
0.31	0.16	2.40
0.85	0.69	2.30
0.75	0.53	3.04
0.72	0.48	2.48
0.66	0.45	2.64
0.68	0.56	2.30
0.74	0.51	3.37
0.75	0.56	2.94
0.87	0.72	2.20
0.49	0.45	2.64
0.65	0.49	3.30
0.52	0.38	3.00
0.55	0.38	2.30
0.58	0.39	2.20
0.73	0.56	3.14
0.70	0.50	2.20
0.63	0.42	3.22
0.66	0.47	2.64
0.50	0.37	3.22
0.40	0.26	3.14
0.72	0.57	3.00
0.74	0.54	3.09
0.70	0.60	1.61
0.73	0.50	3.37
0.47	0.32	3.37
0.61	0.52	1.95
0.84	0.71	2.64
0.56	0.41	2.56
0.60	0.47	3.09
0.53	0.35	2.40
0.65	0.49	3.30
0.67	0.49	2.64
0.66	0.43	3.04
0.62	0.45	2.89
0.56	0.27	2.40
0.63	0.44	3.76
0.31	0.26	2.71
0.68	0.47	3.43
0.58	0.40	3.40
0.70	0.49	3.40
0.95	0.82	2.30
0.68	0.48	3.09
0.42	0.28	3.43
0.54	0.37	3.37
0.77	0.56	3.37
0.54	0.47	1.79
0.53	0.36	3.18
0.69	0.55	2.48
0.62	0.47	3.04
0.40	0.27	2.94
0.69	0.47	3.04
0.59	0.41	2.89
0.79	0.58	2.64
0.47	0.34	3.69
0.43	0.24	2.40
0.70	0.51	2.30
0.72	0.51	3.18
0.59	0.42	3.18
0.60	0.45	2.71
0.42	0.28	3.18
0.54	0.38	2.40
0.62	0.42	2.30
0.71	0.53	3.22
0.42	0.25	2.64
0.43	0.31	2.83
0.71	0.49	2.71
0.83	0.62	2.83
0.42	0.29	3.14
0.60	0.44	2.20
0.53	0.45	3.22
0.42	0.29	3.14
0.87	0.69	2.56
0.51	0.35	3.95
0.50	0.33	1.10
0.18	0.13	2.40
0.62	0.38	2.30
0.69	0.50	3.43
0.33	0.19	3.61
0.63	0.46	3.50
0.70	0.52	3.00
0.74	0.51	3.14
0.44	0.29	3.33
0.94	0.87	1.79
0.75	0.58	2.71
0.40	0.36	2.08
0.51	0.39	3.22
0.61	0.43	3.40
0.37	0.28	2.89
0.18	0.10	3.43
0.70	0.49	3.30
0.70	0.58	2.64
0.58	0.41	3.00
0.71	0.52	3.09
0.50	0.35	3.22
0.60	0.42	2.89
0.50	0.36	2.89
0.69	0.53	2.77
0.65	0.47	3.00
0.64	0.46	3.14
0.40	0.27	2.48
0.65	0.45	3.30
0.63	0.51	2.56
0.60	0.48	2.89
0.64	0.45	2.48
0.20	0.17	2.20
0.64	0.43	3.64
0.45	0.32	2.83
0.77	0.61	3.00
1.00	1.00	0.69
0.56	0.36	2.56
0.63	0.44	3.00
0.58	0.44	2.83
0.67	0.51	2.83
0.65	0.45	2.48
0.27	0.23	2.56
0.79	0.55	2.77
0.67	0.50	3.14
0.65	0.50	2.20
0.63	0.44	3.30
0.52	0.37	3.26
0.71	0.48	2.77
0.56	0.39	2.71
0.46	0.30	3.14
0.85	0.71	2.64
0.57	0.52	1.95
0.37	0.21	2.48
0.68	0.50	2.20
0.70	0.60	1.61
0.67	0.53	2.40
0.42	0.26	2.94
0.72	0.50	3.33
0.62	0.43	3.37
0.26	0.18	3.91
0.40	0.33	1.39
0.76	0.64	2.71
0.78	0.64	2.30
1.00	1.00	1.39
0.93	0.79	2.71
0.75	0.59	2.56
0.64	0.49	2.89
0.41	0.26	2.56
0.67	0.49	3.43
0.63	0.41	3.30
0.79	0.57	3.69
0.66	0.50	2.94
0.72	0.53	2.77
0.38	0.24	2.83
0.81	0.64	2.30
0.52	0.37	3.00
0.76	0.57	3.14
0.38	0.25	2.77
0.71	0.53	3.00
0.80	0.60	1.61
0.57	0.39	3.53
0.50	0.36	3.43
0.74	0.53	3.04
0.64	0.44	2.89
0.60	0.40	1.61
0.49	0.32	2.94
0.60	0.33	1.79
0.30	0.20	1.61
0.58	0.43	2.94
0.38	0.20	2.30
0.79	0.57	2.94
0.95	0.86	2.08
0.58	0.38	2.56
0.56	0.40	2.83
0.50	0.33	1.10
0.27	0.16	2.30
0.68	0.49	2.40
0.76	0.55	2.77
0.56	0.39	3.81
0.71	0.52	1.95
0.43	0.30	3.56
0.69	0.53	2.77
0.70	0.47	2.83
0.46	0.31	2.71
0.54	0.39	2.71
0.58	0.41	2.83
0.40	0.27	2.40
0.36	0.25	2.77
0.26	0.24	2.71
0.58	0.44	2.83
0.52	0.36	2.08
0.82	0.71	1.95
